Orthogroup	sacCer_protein	BG2_protein
OG0002286	NP_010603.3	QNG14453.1
OG0002287	NP_011937.1	QNG14454.1
OG0002288	NP_011936.1	QNG14455.1
OG0002289	NP_010602.3	QNG14456.1
OG0002290	NP_011935.1	QNG14457.1
OG0002291	NP_010601.3	QNG14458.1
OG0002292	NP_010600.1	QNG14459.1
OG0002293	NP_010599.1	QNG14460.1
OG0002294	NP_010769.3	QNG14462.1
OG0002295	NP_010770.3	QNG14463.1
OG0002296	NP_009713.1	QNG14465.1
OG0002297	NP_009714.3	QNG14466.1
OG0002298	NP_009715.4	QNG14467.1
OG0002299	NP_009716.1	QNG14468.1
OG0002300	NP_009717.1	QNG14469.1
OG0002301	NP_009718.3	QNG14470.1
OG0002302	NP_011260.1	QNG14471.1
OG0002303	NP_011263.2	QNG14473.1
OG0002304	NP_011264.2	QNG14474.1
OG0002305	NP_011265.1	QNG14475.1
OG0002306	NP_011266.1	QNG14476.1
OG0002307	NP_011267.1	QNG14477.1
OG0002308	NP_011270.1	QNG14478.1
OG0002309	NP_011271.1	QNG14479.1
OG0002310	NP_011272.1	QNG14480.1
OG0002311	NP_011273.1	QNG14481.1
OG0002312	NP_011274.2	QNG14482.1
OG0002313	NP_011276.1	QNG14483.1
OG0002314	NP_011277.1	QNG14484.1
OG0002315	NP_011278.2	QNG14485.1
OG0002316	NP_011280.1	QNG14486.1
OG0002317	NP_011281.1	QNG14487.1
OG0002318	NP_011282.1	QNG14488.1
OG0002319	NP_011283.1	QNG14489.1
OG0002320	NP_010232.1	QNG14490.1
OG0002321	NP_010234.1	QNG14491.1
OG0002322	NP_014192.1	QNG14492.1
OG0002323	NP_014193.1	QNG14493.1
OG0002324	NP_014197.2	QNG14494.1
OG0002325	NP_014675.1	QNG14496.1
OG0002326	NP_014673.1	QNG14497.1
OG0002327	NP_014671.1, NP_010545.3	QNG14498.1
OG0002328	NP_014670.1	QNG14499.1
OG0002329	NP_014669.1	QNG14500.1
OG0002330	NP_014668.1	QNG14501.1
OG0002331	NP_014663.1	QNG14503.1
OG0002332	NP_010335.1	QNG14505.1
OG0002333	NP_010334.1	QNG14506.1
OG0002334	NP_010332.3	QNG14507.1
OG0002335	NP_010330.1	QNG14509.1
OG0002336	NP_009655.2	QNG14510.1
OG0002337	NP_009654.3	QNG14511.1
OG0002338	NP_009653.2	QNG14512.1
OG0002339	NP_009652.2	QNG14513.1
OG0002340	NP_009649.1	QNG14514.1
OG0002341	NP_009647.2	QNG14515.1
OG0002342	NP_015376.1	QNG14516.1
OG0002343	NP_015374.1	QNG14517.1
OG0002344	NP_015373.1	QNG14518.1
OG0002345	NP_015372.2	QNG14519.1
OG0002346	NP_015371.1	QNG14520.1
OG0002347	NP_015370.1	QNG14521.1
OG0002348	NP_015099.1	QNG14526.1
OG0002349	NP_013897.1	QNG14528.1
OG0002350	NP_013895.1	QNG14529.1
OG0002351	NP_011377.1	QNG14531.1
OG0002352	NP_011378.1	QNG14532.1
OG0002353	NP_011379.1	QNG14533.1
OG0002354	NP_011996.2	QNG14538.1
OG0002355	NP_011995.1	QNG14539.1
OG0002356	NP_015063.1	QNG14540.1
OG0002357	NP_012724.1	QNG14543.1
OG0002358	NP_011291.1	QNG14545.1
OG0002359	NP_011697.3	QNG14548.1
OG0002360	NP_011699.1	QNG14549.1
OG0002361	NP_011700.1	QNG14550.1
OG0002362	NP_011701.3	QNG14551.1
OG0002363	NP_010932.1	QNG14554.1
OG0002364	NP_010931.3	QNG14555.1
OG0002365	NP_010930.1	QNG14557.1
OG0002366	NP_010929.3	QNG14558.1
OG0002367	NP_010928.1	QNG14559.1
OG0002368	NP_010926.3	QNG14562.1
OG0002369	NP_010925.1	QNG14563.1
OG0002370	NP_010924.1	QNG14564.1
OG0002371	NP_010922.1	QNG14565.1
OG0002372	NP_010921.1	QNG14566.1
OG0002373	NP_010920.3	QNG14567.1
OG0002374	NP_010919.1	QNG14568.1
OG0002375	NP_010289.3	QNG14569.1
OG0002376	NP_009565.1	QNG14572.1
OG0002377	NP_009601.2	QNG14573.1
OG0002378	NP_009602.1	QNG14574.1
OG0002379	NP_009603.1	QNG14575.1
OG0002380	NP_009609.1	QNG14579.1
OG0002381	NP_009611.1	QNG14581.1
OG0002382	NP_009612.1	QNG14582.1
OG0002383	NP_010320.3	QNG14583.1
OG0002384	NP_009613.1	QNG14584.1
OG0002385	NP_009614.2	QNG14585.1
OG0002386	NP_116327.3	QNG14586.1
OG0002387	NP_009616.1	QNG14588.1
OG0002388	NP_009617.3	QNG14589.1
OG0002389	NP_009618.2	QNG14590.1
OG0002390	NP_010176.1	QNG14591.1
OG0002391	NP_010175.1	QNG14592.1
OG0002392	NP_010173.1	QNG14594.1
OG0002393	NP_010172.1	QNG14595.1
OG0002394	NP_010171.1	QNG14596.1
OG0002395	NP_010170.1	QNG14597.1
OG0002396	NP_010169.1	QNG14598.1
OG0002397	NP_010168.4	QNG14599.1
OG0002398	NP_010167.1	QNG14600.1
OG0002399	NP_010166.1	QNG14601.1
OG0002400	NP_010164.1	QNG14602.1
OG0002401	NP_010162.1	QNG14603.1
OG0002402	NP_010161.1	QNG14604.1
OG0002403	NP_014382.1	QNG14605.1
OG0002404	NP_009342.2	QNG14611.1
OG0002405	NP_009343.1	QNG14612.1
OG0002406	NP_015016.3	QNG14614.1
OG0002407	NP_012215.1	QNG14617.1
OG0002408	NP_012216.1	QNG14618.1
OG0002409	NP_012217.3	QNG14619.1
OG0002410	NP_010975.3	QNG14620.1
OG0002411	NP_012218.1	QNG14621.1
OG0002412	NP_012220.3	QNG14623.1
OG0002413	NP_012221.2	QNG14624.1
OG0002414	NP_012222.1	QNG14625.1
OG0002415	NP_012223.3	QNG14626.1
OG0002416	NP_012224.1	QNG14627.1
OG0002417	NP_012225.1	QNG14629.1
OG0002418	NP_012226.3	QNG14630.1
OG0002419	NP_012229.1	QNG14634.1
OG0002420	NP_012230.3	QNG14635.1
OG0002421	NP_012231.1	QNG14636.1
OG0002422	NP_116695.3	QNG14637.1
OG0002423	NP_012241.1	QNG14638.1
OG0002424	NP_012238.1	QNG14639.1
OG0002425	NP_012237.1	QNG14640.1
OG0002426	NP_012866.1	QNG14642.1
OG0002427	NP_012865.1	QNG14643.1
OG0002428	NP_012864.1	QNG14644.1
OG0002429	NP_011026.3	QNG14645.1
OG0002430	NP_011021.3	QNG14648.1
OG0002431	NP_014414.3	QNG14649.1
OG0002432	NP_014412.1	QNG14650.1
OG0002433	NP_014410.3	QNG14652.1
OG0002434	NP_014409.1	QNG14653.1
OG0002435	NP_014408.1	QNG14654.1
OG0002436	NP_013930.1	QNG14656.1
OG0002437	NP_014407.3	QNG14657.1
OG0002438	NP_014406.1	QNG14658.1
OG0002439	NP_014405.1	QNG14659.1
OG0002440	NP_014404.3	QNG14660.1
OG0002441	NP_014403.3	QNG14661.1
OG0002442	NP_012394.1	QNG14664.1
OG0002443	NP_012392.1	QNG14665.1
OG0002444	NP_012390.1	QNG14667.1
OG0002445	NP_012389.1	QNG14668.1
OG0002446	NP_012388.1	QNG14669.1
OG0002447	NP_012387.1	QNG14670.1
OG0002448	NP_012386.1	QNG14671.1
OG0002449	NP_012382.2	QNG14672.1
OG0002450	NP_012381.1	QNG14673.1
OG0002451	NP_012380.1	QNG14674.1
OG0002452	NP_012379.2	QNG14675.1
OG0002453	NP_012378.1	QNG14676.1
OG0002454	NP_012373.2	QNG14680.1
OG0002455	NP_012369.1	QNG14682.1
OG0002456	NP_012325.1	QNG14683.1
OG0002457	NP_012326.1	QNG14684.1
OG0002458	NP_012327.1	QNG14685.1
OG0002459	NP_012328.1	QNG14686.1
OG0002460	NP_013619.1	QNG14687.1
OG0002461	NP_015499.1	QNG14688.1
OG0002462	NP_015498.1	QNG14689.1
OG0002463	NP_015497.1	QNG14690.1
OG0002464	NP_001106949.1	QNG14691.1
OG0002465	NP_015495.2	QNG14692.1
OG0002466	NP_011082.3	QNG14693.1
OG0002467	NP_011081.1	QNG14694.1
OG0002468	NP_011080.1	QNG14695.1
OG0002469	NP_011079.3	QNG14696.1
OG0002470	NP_011078.3	QNG14697.1
OG0002471	NP_011076.1	QNG14699.1
OG0002472	NP_011075.3	QNG14700.1
OG0002473	NP_011074.3	QNG14701.1
OG0002474	NP_011073.1	QNG14702.1
OG0002475	NP_011072.1	QNG14703.1
OG0002476	NP_011070.3	QNG14705.1
OG0002477	NP_011069.1	QNG14706.1
OG0002478	NP_011068.1	QNG14707.1
OG0002479	NP_011067.3	QNG14708.1
OG0002480	NP_011066.3	QNG14709.1
OG0002481	NP_011292.1	QNG14710.1
OG0002482	NP_011293.1	QNG14711.1
OG0002483	NP_011294.1	QNG14712.1
OG0002484	NP_011295.1	QNG14713.1
OG0002485	NP_011296.1	QNG14714.1
OG0002486	NP_011299.1	QNG14715.1
OG0002487	NP_011300.1	QNG14716.1
OG0002488	NP_011302.1	QNG14717.1
OG0002489	NP_011303.1	QNG14718.1
OG0002490	NP_014786.1	QNG14719.1
OG0002491	NP_014785.3	QNG14720.1
OG0002492	NP_014784.1	QNG14721.1
OG0002493	NP_014783.4	QNG14722.1
OG0002494	NP_014781.1	QNG14723.1
OG0002495	NP_014779.1	QNG14724.1
OG0002496	NP_014775.3	QNG14726.1
OG0002497	NP_014774.1	QNG14728.1
OG0002498	NP_014533.1	QNG14729.1
OG0002499	NP_014534.1	QNG14730.1
OG0002500	NP_014537.1	QNG14731.1
OG0002501	NP_014539.1	QNG14733.1
OG0002502	NP_014540.1	QNG14734.1
OG0002503	NP_014543.1	QNG14736.1
OG0002504	NP_010775.1	QNG14737.1
OG0002505	NP_014544.1	QNG14738.1
OG0002506	NP_014545.2	QNG14739.1
OG0002507	NP_014546.1	QNG14740.1
OG0002508	NP_014547.1	QNG14741.1
OG0002509	NP_014548.1	QNG14742.1
OG0002510	NP_014549.1	QNG14743.1
OG0002511	NP_014551.1	QNG14745.1
OG0002512	NP_014553.1	QNG14747.1
OG0002513	NP_009712.1	QNG14748.1
OG0002514	NP_014554.1	QNG14749.1
OG0002515	NP_014557.1	QNG14751.1
OG0002516	NP_014561.1	QNG14754.1
OG0002517	NP_014563.1	QNG14755.1
OG0002518	NP_014564.1	QNG14756.1
OG0002519	NP_014565.2	QNG14757.1
OG0002520	NP_014566.1	QNG14758.1
OG0002521	NP_014567.2	QNG14759.1
OG0002522	NP_014569.1	QNG14761.1
OG0002523	NP_014570.1	QNG14762.1
OG0002524	NP_014571.1	QNG14763.1
OG0002525	NP_010937.3	QNG14765.1
OG0002526	NP_012651.1	QNG14766.1
OG0002527	NP_010938.1	QNG14767.1
OG0002528	NP_010939.1	QNG14768.1
OG0002529	NP_010940.3	QNG14769.1
OG0002530	NP_010941.1	QNG14770.1
OG0002531	NP_010942.1	QNG14771.1
OG0002532	NP_015487.1	QNG14772.1
OG0002533	NP_015488.1	QNG14773.1
OG0002534	NP_015489.1	QNG14774.1
OG0002535	NP_015490.1	QNG14775.1
OG0002536	NP_015491.1	QNG14777.1
OG0002537	NP_015492.1	QNG14778.1
OG0002538	NP_015493.1	QNG14779.1
OG0002539	NP_015494.1	QNG14780.1
OG0002540	NP_011083.3	QNG14781.1
OG0002541	NP_011084.1	QNG14782.1
OG0002542	NP_011085.1	QNG14783.1
OG0002543	NP_011086.3	QNG14785.1
OG0002544	NP_011688.3	QNG14786.1
OG0002545	NP_011687.1	QNG14787.1
OG0002546	NP_011686.1	QNG14788.1
OG0002547	NP_878080.3	QNG14789.1
OG0002548	NP_011685.3	QNG14790.1
OG0002549	NP_011683.3	QNG14792.1
OG0002550	NP_011682.1	QNG14793.1
OG0002551	NP_011681.1	QNG14794.1
OG0002552	NP_011704.3	QNG14795.1
OG0002553	NP_219497.4	QNG14797.1
OG0002554	NP_011882.1	QNG14798.1
OG0002555	NP_116681.1	QNG14799.1
OG0002556	NP_116683.1	QNG14800.1
OG0002557	NP_116684.3	QNG14801.1
OG0002558	NP_116685.1	QNG14804.1
OG0002559	NP_009816.1	QNG14805.1
OG0002560	NP_009817.3	QNG14806.1
OG0002561	NP_009819.1	QNG14808.1
OG0002562	NP_009820.1	QNG14809.1
OG0002563	NP_009821.3	QNG14810.1
OG0002564	NP_009822.4	QNG14811.1
OG0002565	NP_009823.2	QNG14812.1
OG0002566	NP_009824.2	QNG14813.1
OG0002567	NP_009825.4	QNG14814.1
OG0002568	NP_009827.3	QNG14815.1
OG0002569	NP_009828.2	QNG14816.1
OG0002570	NP_009830.3	QNG14818.1
OG0002571	NP_009831.3	QNG14819.1
OG0002572	NP_009833.1	QNG14821.1
OG0002573	NP_011387.2	QNG14822.1
OG0002574	NP_011386.2	QNG14823.1
OG0002575	NP_011385.3	QNG14824.1
OG0002576	NP_014947.3	QNG14825.1
OG0002577	NP_014949.3	QNG14828.1
OG0002578	NP_014950.1	QNG14829.1
OG0002579	NP_014952.1	QNG14832.1
OG0002580	NP_014953.3	QNG14833.1
OG0002581	NP_014955.1	QNG14834.1
OG0002582	NP_014956.3	QNG14835.1
OG0002583	NP_014960.1	QNG14837.1
OG0002584	NP_014964.1	QNG14839.1
OG0002585	NP_014965.3	QNG14840.1
OG0002586	NP_014588.1	QNG14841.1
OG0002587	NP_014587.1	QNG14842.1
OG0002588	NP_011658.3	QNG14843.1
OG0002589	NP_011656.3	QNG14850.1
OG0002590	NP_011651.3	QNG14853.1
OG0002591	NP_011650.3	QNG14854.1
OG0002592	NP_011649.1	QNG14855.1
OG0002593	NP_011648.3	QNG14856.1
OG0002594	NP_011646.1	QNG14858.1
OG0002595	NP_011645.3	QNG14859.1
OG0002596	NP_011644.3	QNG14860.1
OG0002597	NP_011643.1	QNG14861.1
OG0002598	NP_011642.3	QNG14862.1
OG0002599	NP_011641.1	QNG14863.1
OG0002600	NP_015470.1	QNG14865.1
OG0002601	NP_011637.3	QNG14866.1
OG0002602	NP_012447.1	QNG14869.1
OG0002603	NP_009724.1	QNG14870.1
OG0002604	NP_009723.3	QNG14871.1
OG0002605	NP_014838.3	QNG14873.1
OG0002606	NP_014839.1	QNG14874.1
OG0002607	NP_014840.4	QNG14875.1
OG0002608	NP_014841.1	QNG14876.1
OG0002609	NP_014844.3	QNG14877.1
OG0002610	NP_011540.3	QNG14882.1
OG0002611	NP_011538.3	QNG14883.1
OG0002612	NP_010566.1	QNG14885.1
OG0002613	NP_011911.1	QNG14886.1
OG0002614	NP_011912.1	QNG14887.1
OG0002615	NP_011915.1	QNG14890.1
OG0002616	NP_011917.1	QNG14891.1
OG0002617	NP_011918.1	QNG14892.1
OG0002618	NP_011919.1	QNG14894.1
OG0002619	NP_011897.1	QNG14895.1
OG0002620	NP_011896.1	QNG14896.1
OG0002621	NP_011895.1	QNG14897.1
OG0002622	NP_011894.1	QNG14898.1
OG0002623	NP_011893.1	QNG14899.1
OG0002624	NP_011892.1	QNG14900.1
OG0002625	NP_011891.1	QNG14901.1
OG0002626	NP_011890.1	QNG14902.1
OG0002627	NP_011889.1	QNG14903.1
OG0002628	NP_011888.1	QNG14904.1
OG0002629	NP_011887.1	QNG14905.1
OG0002630	NP_012495.1	QNG14907.1
OG0002631	NP_012494.3	QNG14908.1
OG0002632	NP_012493.1	QNG14909.1
OG0002633	NP_012491.3	QNG14910.1
OG0002634	NP_012778.1	QNG14912.1
OG0002635	NP_012779.1	QNG14913.1
OG0002636	NP_013107.1	QNG14914.1
OG0002637	NP_013108.1	QNG14915.1
OG0002638	NP_013109.1	QNG14916.1
OG0002639	NP_012498.1	QNG14918.1
OG0002640	NP_012499.1	QNG14919.1
OG0002641	NP_012501.1	QNG14920.1
OG0002642	NP_012503.2	QNG14921.1
OG0002643	NP_012504.3	QNG14922.1
OG0002644	NP_012505.1	QNG14923.1
OG0002645	NP_013103.1	QNG14924.1
OG0002646	NP_012810.1	QNG14925.1
OG0002647	NP_013816.1	QNG14926.1
OG0002648	NP_013815.1	QNG14927.1
OG0002649	NP_013812.1	QNG14928.1
OG0002650	NP_013811.1	QNG14929.1
OG0002651	NP_013810.1	QNG14930.1
OG0002652	NP_013809.1	QNG14931.1
OG0002653	NP_013808.1	QNG14932.1
OG0002654	NP_013805.1	QNG14935.1
OG0002655	NP_011850.1	QNG14939.1
OG0002656	NP_013793.1	QNG14940.1
OG0002657	NP_013791.1	QNG14941.1
OG0002658	NP_015336.1	QNG14943.1
OG0002659	NP_001091638.1	QNG14944.1
OG0002660	NP_015335.1	QNG14948.1
OG0002661	NP_012271.3	QNG14950.1
OG0002662	NP_012270.1	QNG14951.1
OG0002663	NP_012269.1	QNG14952.1
OG0002664	NP_012268.3	QNG14953.1
OG0002665	NP_012267.1	QNG14954.1
OG0002666	NP_012260.1	QNG14955.1
OG0002667	NP_012261.1	QNG14958.1
OG0002668	NP_012262.3	QNG14959.1
OG0002669	NP_012263.1	QNG14960.1
OG0002670	NP_012264.3	QNG14961.1
OG0002671	NP_012265.3	QNG14962.1
OG0002672	NP_012266.1	QNG14963.1
OG0002673	NP_010917.3	QNG14964.1
OG0002674	NP_010918.1	QNG14965.1
OG0002675	NP_010923.3	QNG14966.1
OG0002676	NP_012249.1	QNG14967.1
OG0002677	NP_012248.1	QNG14968.1
OG0002678	NP_012247.3	QNG14970.1
OG0002679	NP_012245.1	QNG14971.1
OG0002680	NP_012244.3	QNG14972.1
OG0002681	NP_012243.3	QNG14973.1
OG0002682	NP_012242.1	QNG14974.1
OG0002683	NP_012233.1	QNG14975.1
OG0002684	NP_012234.3	QNG14976.1
OG0002685	NP_116696.2	QNG14982.1
OG0002686	NP_010962.1	QNG14983.1
OG0002687	NP_010968.1	QNG14987.1
OG0002688	NP_010969.1	QNG14988.1
OG0002689	NP_010970.4	QNG14989.1
OG0002690	NP_010971.1	QNG14990.1
OG0002691	NP_010972.1	QNG14991.1
OG0002692	NP_010979.1	QNG14993.1
OG0002693	NP_010983.2	QNG14995.1
OG0002694	NP_010985.1	QNG14996.1
OG0002695	NP_010987.3	QNG14998.1
OG0002696	NP_010990.1	QNG14999.1
OG0002697	NP_010991.3	QNG15000.1
OG0002698	NP_010992.1	QNG15001.1
OG0002699	NP_012196.1	QNG15003.1
OG0002700	NP_010994.3	QNG15004.1
OG0002701	NP_219496.2	QNG15007.1
OG0002702	NP_010998.2	QNG15008.1
OG0002703	NP_011000.1	QNG15009.1
OG0002704	NP_011001.1	QNG15010.1
OG0002705	NP_011003.1	QNG15011.1
OG0002706	NP_011005.1	QNG15012.1
OG0002707	NP_011006.2	QNG15013.1
OG0002708	NP_014377.1	QNG15016.1
OG0002709	NP_009997.2	QNG15017.1
OG0002710	NP_009996.2	QNG15018.1
OG0002711	NP_009994.2	QNG15020.1
OG0002712	NP_009992.1	QNG15022.1
OG0002713	NP_009991.2	QNG15023.1
OG0002714	NP_009990.1	QNG15024.1
OG0002715	NP_015165.1	QNG15025.1
OG0002716	NP_014888.1	QNG15026.1
OG0002717	NP_014887.3	QNG15027.1
OG0002718	NP_014886.1	QNG15028.1
OG0002719	NP_014885.3	QNG15029.1
OG0002720	NP_014884.1	QNG15030.1
OG0002721	NP_014875.3	QNG15033.1
OG0002722	NP_014879.1	QNG15035.1
OG0002723	NP_014881.2	QNG15037.1
OG0002724	NP_014871.3	QNG15040.1
OG0002725	NP_014869.3	QNG15042.1
OG0002726	NP_014867.1	QNG15043.1
OG0002727	NP_014866.3	QNG15044.1
OG0002728	NP_014864.4	QNG15046.1
OG0002729	NP_014863.1	QNG15047.1
OG0002730	NP_116641.1	QNG15048.1
OG0002731	NP_116640.1	QNG15049.1
OG0002732	NP_116638.1	QNG15050.1
OG0002733	NP_013961.1	QNG15051.1
OG0002734	NP_009538.1	QNG15052.1
OG0002735	NP_009537.1	QNG15053.1
OG0002736	NP_009535.1	QNG15055.1
OG0002737	NP_009534.1	QNG15056.1
OG0002738	NP_009533.1	QNG15057.1
OG0002739	NP_009532.1	QNG15058.1
OG0002740	NP_009531.1	QNG15059.1
OG0002741	NP_009530.1	QNG15060.1
OG0002742	NP_013518.3	QNG15061.1
OG0002743	NP_013521.3	QNG15062.1
OG0002744	NP_013522.1	QNG15063.1
OG0002745	NP_013523.3	QNG15064.1
OG0002746	NP_012730.1	QNG15066.1
OG0002747	NP_013524.1	QNG15067.1
OG0002748	NP_013525.3	QNG15068.1
OG0002749	NP_013526.1	QNG15069.1
OG0002750	NP_013527.3	QNG15071.1
OG0002751	NP_013528.1	QNG15072.1
OG0002752	NP_013529.3	QNG15073.1
OG0002753	NP_013530.1	QNG15074.1
OG0002754	NP_013531.3	QNG15075.1
OG0002755	NP_013533.1	QNG15076.1
OG0002756	NP_012489.2	QNG15077.1
OG0002757	NP_012488.3	QNG15078.1
OG0002758	NP_012486.3	QNG15080.1
OG0002759	NP_012485.1	QNG15081.1
OG0002760	NP_012484.1	QNG15082.1
OG0002761	NP_012482.1	QNG15084.1
OG0002762	NP_012481.3	QNG15085.1
OG0002763	NP_012480.1	QNG15086.1
OG0002764	NP_012479.1	QNG15087.1
OG0002765	NP_012478.3	QNG15088.1
OG0002766	NP_012476.1	QNG15089.1
OG0002767	NP_012475.3	QNG15090.1
OG0002768	NP_012474.1	QNG15091.1
OG0002769	NP_012473.1	QNG15092.1
OG0002770	NP_012472.1	QNG15094.1
OG0002771	NP_012470.1	QNG15095.1
OG0002772	NP_012469.3	QNG15096.1
OG0002773	NP_012467.1	QNG15097.1
OG0002774	NP_011418.1	QNG15098.1
OG0002775	NP_011417.1	QNG15099.1
OG0002776	NP_011416.3	QNG15101.1
OG0002777	NP_014319.1	QNG15103.1
OG0002778	NP_014318.3	QNG15104.1
OG0002779	NP_014317.4	QNG15105.1
OG0002780	NP_014316.3	QNG15106.1
OG0002781	NP_014315.1	QNG15107.1
OG0002782	NP_014314.3	QNG15108.1
OG0002783	NP_014313.1	QNG15109.1
OG0002784	NP_014311.3	QNG15110.1
OG0002785	NP_014309.3	QNG15111.1
OG0002786	NP_014260.3	QNG15112.1
OG0002787	NP_014247.1	QNG15113.1
OG0002788	NP_014248.3	QNG15114.1
OG0002789	NP_014250.1	QNG15115.1
OG0002790	NP_014251.1	QNG15116.1
OG0002791	NP_014252.2	QNG15117.1
OG0002792	NP_014240.1	QNG15122.1
OG0002793	NP_014244.1	QNG15126.1
OG0002794	NP_014258.1	QNG15127.1
OG0002795	NP_014246.1	QNG15128.1
OG0002796	NP_014257.1	QNG15129.1
OG0002797	NP_014238.3	QNG15131.1
OG0002798	NP_014236.1	QNG15133.1
OG0002799	NP_014235.1	QNG15134.1
OG0002800	NP_014234.3	QNG15135.1
OG0002801	NP_014233.1	QNG15136.1
OG0002802	NP_014232.1	QNG15137.1
OG0002803	NP_014231.1	QNG15138.1
OG0002804	NP_014230.1	QNG15139.1
OG0002805	NP_014227.4	QNG15140.1
OG0002806	NP_010105.1	QNG15141.1
OG0002807	NP_010104.1	QNG15142.1
OG0002808	NP_010101.1	QNG15145.1
OG0002809	NP_010153.1	QNG15146.1
OG0002810	NP_011314.2	QNG15149.1
OG0002811	NP_013605.1	QNG15152.1
OG0002812	NP_013604.1	QNG15153.1
OG0002813	NP_013603.1	QNG15154.1
OG0002814	NP_013602.1	QNG15155.1
OG0002815	NP_013599.1	QNG15158.1
OG0002816	NP_013597.1	QNG15160.1
OG0002817	NP_013595.1	QNG15162.1
OG0002818	NP_015200.1	QNG15163.1
OG0002819	NP_015202.1	QNG15165.1
OG0002820	NP_015203.1	QNG15166.1
OG0002821	NP_015204.1	QNG15167.1
OG0002822	NP_015205.1	QNG15168.1
OG0002823	NP_015207.1	QNG15170.1
OG0002824	NP_015208.1	QNG15171.1
OG0002825	NP_015209.1	QNG15172.1
OG0002826	NP_015210.1	QNG15173.1
OG0002827	NP_015216.3	QNG15174.1
OG0002828	NP_015215.1	QNG15175.1
OG0002829	NP_015214.1	QNG15176.1
OG0002830	NP_015212.1	QNG15177.1
OG0002831	NP_014837.1	QNG15178.1
OG0002832	NP_015012.3	QNG15181.1
OG0002833	NP_009346.1	QNG15182.1
OG0002834	NP_015013.1	QNG15183.1
OG0002835	NP_015014.3	QNG15184.1
OG0002836	NP_015015.1	QNG15185.1
OG0002837	NP_014176.2	QNG15187.1
OG0002838	NP_014175.1	QNG15188.1
OG0002839	NP_014172.1	QNG15190.1
OG0002840	NP_014170.1	QNG15191.1
OG0002841	NP_014169.1	QNG15192.1
OG0002842	NP_014168.1	QNG15193.1
OG0002843	NP_014167.1	QNG15194.1
OG0002844	NP_014166.1	QNG15195.1
OG0002845	NP_014165.1	QNG15196.1
OG0002846	NP_014163.1	QNG15197.1
OG0002847	NP_014161.1	QNG15198.1
OG0002848	NP_014160.2	QNG15199.1
OG0002849	NP_014159.1	QNG15200.1
OG0002850	NP_014158.1	QNG15201.1
OG0002851	NP_014157.1	QNG15202.1
OG0002852	NP_014156.2	QNG15203.1
OG0002853	NP_014155.1	QNG15204.1
OG0002854	NP_014154.1	QNG15205.1
OG0002855	NP_014153.1	QNG15206.1
OG0002856	NP_014152.1	QNG15207.1
OG0002857	NP_014151.1	QNG15208.1
OG0002858	NP_014149.1	QNG15209.1
OG0002859	NP_014148.1	QNG15210.1
OG0002860	NP_014147.1	QNG15211.1
OG0002861	NP_014146.1	QNG15212.1
OG0002862	NP_014145.1	QNG15213.1
OG0002863	NP_014144.1	QNG15214.1
OG0002864	NP_014143.2	QNG15215.1
OG0002865	NP_014141.1	QNG15217.1
OG0002866	NP_014140.1	QNG15218.1
OG0002867	NP_014139.2	QNG15219.1
OG0002868	NP_014138.1	QNG15220.1
OG0002869	NP_014137.1	QNG15221.1
OG0002870	NP_014136.1	QNG15222.1
OG0002871	NP_014135.1	QNG15223.1
OG0002872	NP_011562.1	QNG15224.1
OG0002873	NP_014134.1	QNG15225.1
OG0002874	NP_014132.1	QNG15226.1
OG0002875	NP_014128.2	QNG15229.1
OG0002876	NP_014127.1	QNG15230.1
OG0002877	NP_014126.1	QNG15231.1
OG0002878	NP_014124.1	QNG15233.1
OG0002879	NP_014122.1	QNG15234.1
OG0002880	NP_014120.1	QNG15236.1
OG0002881	NP_010787.3	QNG15237.1
OG0002882	NP_010791.3	QNG15239.1
OG0002883	NP_010794.3	QNG15241.1
OG0002884	NP_014727.1	QNG15242.1
OG0002885	NP_014728.1	QNG15243.1
OG0002886	NP_014730.2	QNG15245.1
OG0002887	NP_014732.1	QNG15246.1
OG0002888	NP_014733.1	QNG15247.1
OG0002889	NP_014734.2	QNG15248.1
OG0002890	NP_009380.1	QNG15249.1
OG0002891	NP_013308.1	QNG15251.1
OG0002892	NP_013309.1	QNG15252.1
OG0002893	NP_013310.1	QNG15253.1
OG0002894	NP_010133.1	QNG15255.1
OG0002895	NP_013312.2	QNG15256.1
OG0002896	NP_013313.1	QNG15257.1
OG0002897	NP_013314.1	QNG15258.1
OG0002898	NP_013316.1	QNG15259.1
OG0002899	NP_013317.1	QNG15260.1
OG0002900	NP_013319.1	QNG15261.1
OG0002901	NP_010086.2	QNG15262.1
OG0002902	NP_010091.2	QNG15267.1
OG0002903	NP_010092.2	QNG15268.1
OG0002904	NP_010146.1	QNG15269.1
OG0002905	NP_010095.1	QNG15270.1
OG0002906	NP_010149.1	QNG15271.1
OG0002907	NP_010150.1	QNG15272.1
OG0002908	NP_010154.1	QNG15275.1
OG0002909	NP_010155.1	QNG15276.1
OG0002910	NP_010156.2	QNG15277.1
OG0002911	NP_010157.1	QNG15278.1
OG0002912	NP_010158.1	QNG15279.1
OG0002913	NP_010159.1	QNG15280.1
OG0002914	NP_010160.1	QNG15281.1
OG0002915	NP_012186.1	QNG15282.1
OG0002916	NP_015301.1	QNG15283.1
OG0002917	NP_015302.1	QNG15284.1
OG0002918	NP_015303.1	QNG15285.1
OG0002919	NP_015309.1	QNG15286.1
