Orthogroup	sacCer_protein	CBS138_protein
OG0002282	NP_710144.3	XP_447104.1
OG0002283	NP_010606.1	XP_447105.1
OG0002284	NP_010605.1	XP_447106.1
OG0002285	NP_010604.4	XP_447107.1
OG0002286	NP_010603.3	XP_447108.1
OG0002287	NP_011937.1	XP_447109.1
OG0002288	NP_011936.1	XP_447110.1
OG0002289	NP_010602.3	XP_447111.1
OG0002290	NP_011935.1	XP_447112.1
OG0002291	NP_010601.3	XP_447113.1
OG0002292	NP_010600.1	XP_447114.1
OG0002293	NP_010599.1	XP_447115.2
OG0002294	NP_010769.3	XP_447117.1
OG0002295	NP_010770.3	XP_447118.1
OG0002296	NP_009713.1	XP_447120.1
OG0002297	NP_009714.3	XP_447121.1
OG0002298	NP_009715.4	XP_447122.1
OG0002299	NP_009716.1	XP_447123.1
OG0002300	NP_009717.1	XP_447124.1
OG0002301	NP_009718.3	XP_447125.1
OG0002302	NP_011260.1	XP_447126.1
OG0002303	NP_011263.2	XP_447128.1
OG0002304	NP_011264.2	XP_447129.1
OG0002305	NP_011265.1	XP_447130.1
OG0002306	NP_011266.1	XP_447131.1
OG0002307	NP_011267.1	XP_447132.1
OG0002308	NP_011270.1	XP_447133.1
OG0002309	NP_011271.1	XP_447134.1
OG0002310	NP_011272.1	XP_447135.1
OG0002311	NP_011273.1	XP_447136.1
OG0002312	NP_011274.2	XP_447137.1
OG0002313	NP_011276.1	XP_447138.1
OG0002314	NP_011277.1	XP_447139.1
OG0002315	NP_011278.2	XP_447140.1
OG0002316	NP_011280.1	XP_447141.1
OG0002317	NP_011281.1	XP_447142.1
OG0002318	NP_011282.1	XP_447143.1
OG0002319	NP_011283.1	XP_447144.1
OG0002320	NP_010232.1	XP_447145.1
OG0002321	NP_010234.1	XP_447146.1
OG0002322	NP_014192.1	XP_447147.1
OG0002323	NP_014193.1	XP_447148.1
OG0002324	NP_014197.2	XP_447149.1
OG0002325	NP_014675.1	XP_447151.1
OG0002326	NP_014673.1	XP_447152.1
OG0002328	NP_014670.1	XP_447155.1
OG0002329	NP_014669.1	XP_447156.1
OG0002330	NP_014668.1	XP_447157.1
OG0002331	NP_014663.1	XP_447159.1
OG0002332	NP_010335.1	XP_447161.1
OG0002333	NP_010334.1	XP_447162.1
OG0002334	NP_010332.3	XP_447163.1
OG0002335	NP_010330.1	XP_447165.1
OG0002336	NP_009655.2	XP_447166.1
OG0002337	NP_009654.3	XP_447167.1
OG0002338	NP_009653.2	XP_447168.1
OG0002339	NP_009652.2	XP_447169.1
OG0002340	NP_009649.1	XP_447170.1
OG0002341	NP_009647.2	XP_002999554.1
OG0002342	NP_015376.1	XP_447171.1
OG0002343	NP_015374.1	XP_447172.1
OG0002344	NP_015373.1	XP_447173.1
OG0002345	NP_015372.2	XP_447174.1
OG0002346	NP_015371.1	XP_447175.1
OG0002347	NP_015370.1	XP_447176.1
OG0002348	NP_015099.1	XP_447181.1
OG0002349	NP_013897.1	XP_447183.1
OG0002350	NP_013895.1	XP_447184.1
OG0002351	NP_011377.1	XP_447186.1
OG0002352	NP_011378.1	XP_447187.1
OG0002353	NP_011379.1	XP_447188.1
OG0002354	NP_011996.2	XP_447193.1
OG0002355	NP_011995.1	XP_447194.1
OG0002356	NP_015063.1	XP_447195.1
OG0002357	NP_012724.1	XP_447198.1
OG0002358	NP_011291.1	XP_447200.1
OG0002359	NP_011697.3	XP_447203.1
OG0002360	NP_011699.1	XP_447204.1
OG0002361	NP_011700.1	XP_447205.1
OG0002362	NP_011701.3	XP_447206.1
OG0002363	NP_010932.1	XP_447209.1
OG0002364	NP_010931.3	XP_447210.1
OG0002365	NP_010930.1	XP_447212.1
OG0002366	NP_010929.3	XP_447213.1
OG0002367	NP_010928.1	XP_447214.1
OG0002368	NP_010926.3	XP_447217.1
OG0002369	NP_010925.1	XP_447218.1
OG0002370	NP_010924.1	XP_447219.1
OG0002371	NP_010922.1	XP_447220.1
OG0002372	NP_010921.1	XP_447221.1
OG0002373	NP_010920.3	XP_447222.1
OG0002374	NP_010919.1	XP_447223.1
OG0002375	NP_010289.3	XP_447224.1
OG0002376	NP_009565.1	XP_447227.1
OG0002377	NP_009601.2	XP_447228.1
OG0002378	NP_009602.1	XP_447229.1
OG0002379	NP_009603.1	XP_447230.1
OG0002380	NP_009609.1	XP_447234.1
OG0002381	NP_009611.1	XP_447236.1
OG0002382	NP_009612.1	XP_447237.1
OG0002383	NP_010320.3	XP_447238.1
OG0002384	NP_009613.1	XP_447239.1
OG0002385	NP_009614.2	XP_447240.1
OG0002386	NP_116327.3	XP_002999555.1
OG0002387	NP_009616.1	XP_447242.1
OG0002388	NP_009617.3	XP_447243.1
OG0002389	NP_009618.2	XP_447244.2
OG0002390	NP_010176.1	XP_447245.1
OG0002391	NP_010175.1	XP_447246.1
OG0002392	NP_010173.1	XP_447248.1
OG0002393	NP_010172.1	XP_447249.1
OG0002394	NP_010171.1	XP_447250.1
OG0002395	NP_010170.1	XP_447251.1
OG0002396	NP_010169.1	XP_447252.1
OG0002397	NP_010168.4	XP_447253.1
OG0002398	NP_010167.1	XP_447254.1
OG0002399	NP_010166.1	XP_447255.1
OG0002400	NP_010164.1	XP_447256.1
OG0002401	NP_010162.1	XP_447257.1
OG0002402	NP_010161.1	XP_447258.1
OG0002403	NP_014382.1	XP_447259.1
OG0002404	NP_009342.2	XP_445423.1
OG0002405	NP_009343.1	XP_445424.1
OG0002406	NP_015016.3	XP_448801.1
OG0002407	NP_012215.1	XP_448804.1
OG0002408	NP_012216.1	XP_448805.1
OG0002409	NP_012217.3	XP_448806.1
OG0002410	NP_010975.3	XP_448807.1
OG0002411	NP_012218.1	XP_448808.1
OG0002412	NP_012220.3	XP_448810.1
OG0002413	NP_012221.2	XP_448811.1
OG0002414	NP_012222.1	XP_448812.1
OG0002415	NP_012223.3	XP_448813.1
OG0002416	NP_012224.1	XP_448814.1
OG0002417	NP_012225.1	XP_448816.1
OG0002418	NP_012226.3	XP_448817.1
OG0002419	NP_012229.1	XP_447476.1
OG0002420	NP_012230.3	XP_447477.1
OG0002421	NP_012231.1	XP_447478.1
OG0002422	NP_116695.3	XP_447479.1
OG0002423	NP_012241.1	XP_447480.1
OG0002424	NP_012238.1	XP_447481.1
OG0002425	NP_012237.1	XP_447482.1
OG0002426	NP_012866.1	XP_447484.1
OG0002427	NP_012865.1	XP_447485.1
OG0002428	NP_012864.1	XP_447486.1
OG0002429	NP_011026.3	XP_447487.1
OG0002430	NP_011021.3	XP_447490.1
OG0002431	NP_014414.3	XP_447491.1
OG0002432	NP_014412.1	XP_447492.1
OG0002433	NP_014410.3	XP_447494.1
OG0002434	NP_014409.1	XP_447495.1
OG0002435	NP_014408.1	XP_447496.1
OG0002436	NP_013930.1	XP_447498.1
OG0002437	NP_014407.3	XP_447499.1
OG0002438	NP_014406.1	XP_447500.1
OG0002439	NP_014405.1	XP_447501.1
OG0002440	NP_014404.3	XP_447502.1
OG0002441	NP_014403.3	XP_447503.1
OG0002442	NP_012394.1	XP_447506.1
OG0002443	NP_012392.1	XP_447507.1
OG0002444	NP_012390.1	XP_447508.1
OG0002445	NP_012389.1	XP_447509.1
OG0002446	NP_012388.1	XP_447510.1
OG0002447	NP_012387.1	XP_447511.1
OG0002448	NP_012386.1	XP_447512.1
OG0002449	NP_012382.2	XP_447513.1
OG0002450	NP_012381.1	XP_447514.1
OG0002451	NP_012380.1	XP_447515.1
OG0002452	NP_012379.2	XP_447516.1
OG0002453	NP_012378.1	XP_447517.1
OG0002454	NP_012373.2	XP_447521.1
OG0002455	NP_012369.1	XP_447523.1
OG0002456	NP_012325.1	XP_447524.1
OG0002457	NP_012326.1	XP_447525.1
OG0002458	NP_012327.1	XP_447526.1
OG0002459	NP_012328.1	XP_447527.1
OG0002460	NP_013619.1	XP_447528.1
OG0002461	NP_015499.1	XP_447529.1
OG0002462	NP_015498.1	XP_447530.1
OG0002463	NP_015497.1	XP_447531.1
OG0002464	NP_001106949.1	XP_002999560.1
OG0002465	NP_015495.2	XP_447532.1
OG0002466	NP_011082.3	XP_447533.1
OG0002467	NP_011081.1	XP_447534.1
OG0002468	NP_011080.1	XP_447535.1
OG0002469	NP_011079.3	XP_447536.1
OG0002470	NP_011078.3	XP_447537.1
OG0002471	NP_011076.1	XP_447539.1
OG0002472	NP_011075.3	XP_447540.1
OG0002473	NP_011074.3	XP_447541.1
OG0002474	NP_011073.1	XP_447542.1
OG0002475	NP_011072.1	XP_447543.1
OG0002476	NP_011070.3	XP_447545.1
OG0002477	NP_011069.1	XP_447546.1
OG0002478	NP_011068.1	XP_447547.1
OG0002479	NP_011067.3	XP_447548.1
OG0002480	NP_011066.3	XP_447549.1
OG0002481	NP_011292.1	XP_447550.1
OG0002482	NP_011293.1	XP_447551.1
OG0002483	NP_011294.1	XP_447552.1
OG0002484	NP_011295.1	XP_447553.1
OG0002485	NP_011296.1	XP_447554.1
OG0002486	NP_011299.1	XP_447555.1
OG0002487	NP_011300.1	XP_447556.1
OG0002488	NP_011302.1	XP_447557.1
OG0002489	NP_011303.1	XP_447558.1
OG0002490	NP_014786.1	XP_447559.1
OG0002491	NP_014785.3	XP_447560.1
OG0002492	NP_014784.1	XP_447561.1
OG0002493	NP_014783.4	XP_447562.1
OG0002494	NP_014781.1	XP_447563.1
OG0002495	NP_014779.1	XP_447564.1
OG0002496	NP_014775.3	XP_447566.1
OG0002497	NP_014774.1	XP_447568.1
OG0002498	NP_014533.1	XP_447569.1
OG0002499	NP_014534.1	XP_447570.1
OG0002500	NP_014537.1	XP_447571.1
OG0002501	NP_014539.1	XP_447573.1
OG0002502	NP_014540.1	XP_447574.1
OG0002503	NP_014543.1	XP_447576.1
OG0002504	NP_010775.1	XP_447577.1
OG0002505	NP_014544.1	XP_447578.1
OG0002506	NP_014545.2	XP_447579.1
OG0002507	NP_014546.1	XP_447580.1
OG0002508	NP_014547.1	XP_447581.1
OG0002509	NP_014548.1	XP_447582.1
OG0002510	NP_014549.1	XP_447583.1
OG0002511	NP_014551.1	XP_447585.1
OG0002512	NP_014553.1	XP_447587.1
OG0002513	NP_009712.1	XP_447588.1
OG0002514	NP_014554.1	XP_447589.1
OG0002515	NP_014557.1	XP_447591.1
OG0002516	NP_014561.1	XP_447594.1
OG0002517	NP_014563.1	XP_447595.1
OG0002518	NP_014564.1	XP_002999562.1
OG0002519	NP_014565.2	XP_447596.1
OG0002520	NP_014566.1	XP_447597.1
OG0002521	NP_014567.2	XP_447598.1
OG0002522	NP_014569.1	XP_447600.1
OG0002523	NP_014570.1	XP_447601.1
OG0002524	NP_014571.1	XP_447602.1
OG0002525	NP_010937.3	XP_447604.1
OG0002526	NP_012651.1	XP_447605.1
OG0002527	NP_010938.1	XP_447606.1
OG0002528	NP_010939.1	XP_447607.1
OG0002529	NP_010940.3	XP_447608.1
OG0002530	NP_010941.1	XP_447609.1
OG0002531	NP_010942.1	XP_447610.1
OG0002532	NP_015487.1	XP_447611.1
OG0002533	NP_015488.1	XP_447612.1
OG0002534	NP_015489.1	XP_447613.1
OG0002535	NP_015490.1	XP_447614.1
OG0002536	NP_015491.1	XP_447616.1
OG0002537	NP_015492.1	XP_447617.1
OG0002538	NP_015493.1	XP_447618.1
OG0002539	NP_015494.1	XP_447619.1
OG0002540	NP_011083.3	XP_447620.1
OG0002541	NP_011084.1	XP_447621.1
OG0002542	NP_011085.1	XP_447622.1
OG0002543	NP_011086.3	XP_447624.1
OG0002544	NP_011688.3	XP_447625.1
OG0002545	NP_011687.1	XP_447626.1
OG0002546	NP_011686.1	XP_447627.1
OG0002547	NP_878080.3	XP_447628.1
OG0002548	NP_011685.3	XP_447629.1
OG0002549	NP_011683.3	XP_447631.1
OG0002550	NP_011682.1	XP_447632.1
OG0002551	NP_011681.1	XP_447633.1
OG0002552	NP_011704.3	XP_447634.1
OG0002553	NP_219497.4	XP_447636.1
OG0002554	NP_011882.1	XP_447637.1
OG0002555	NP_116681.1	XP_447638.1
OG0002556	NP_116683.1	XP_447639.1
OG0002557	NP_116684.3	XP_447640.1
OG0002558	NP_116685.1	XP_447643.1
OG0002559	NP_009816.1	XP_447644.1
OG0002560	NP_009817.3	XP_447645.1
OG0002561	NP_009819.1	XP_447647.1
OG0002562	NP_009820.1	XP_447648.1
OG0002563	NP_009821.3	XP_447649.1
OG0002564	NP_009822.4	XP_447650.1
OG0002565	NP_009823.2	XP_447651.1
OG0002566	NP_009824.2	XP_447652.1
OG0002567	NP_009825.4	XP_447653.1
OG0002568	NP_009827.3	XP_447654.1
OG0002569	NP_009828.2	XP_447655.1
OG0002570	NP_009830.3	XP_447657.1
OG0002571	NP_009831.3	XP_447658.1
OG0002572	NP_009833.1	XP_447660.1
OG0002573	NP_011387.2	XP_447661.1
OG0002574	NP_011386.2	XP_447662.1
OG0002575	NP_011385.3	XP_447663.1
OG0002576	NP_014947.3	XP_447664.1
OG0002577	NP_014949.3	XP_447667.1
OG0002578	NP_014950.1	XP_447668.1
OG0002579	NP_014952.1	XP_447671.1
OG0002580	NP_014953.3	XP_447672.1
OG0002581	NP_014955.1	XP_447673.1
OG0002582	NP_014956.3	XP_447674.1
OG0002583	NP_014960.1	XP_447676.1
OG0002584	NP_014964.1	XP_447678.1
OG0002585	NP_014965.3	XP_447679.1
OG0002586	NP_014588.1	XP_447680.1
OG0002587	NP_014587.1	XP_447681.1
OG0002588	NP_011658.3	XP_447682.1
OG0002589	NP_011656.3	XP_447688.1
OG0002590	NP_011651.3	XP_447692.1
OG0002591	NP_011650.3	XP_447693.1
OG0002592	NP_011649.1	XP_447694.1
OG0002593	NP_011648.3	XP_447695.1
OG0002594	NP_011646.1	XP_447697.1
OG0002595	NP_011645.3	XP_447698.1
OG0002596	NP_011644.3	XP_447699.1
OG0002597	NP_011643.1	XP_447700.1
OG0002598	NP_011642.3	XP_447701.1
OG0002599	NP_011641.1	XP_447702.1
OG0002600	NP_015470.1	XP_447704.1
OG0002601	NP_011637.3	XP_447706.1
OG0002602	NP_012447.1	XP_447709.1
OG0002603	NP_009724.1	XP_447710.1
OG0002604	NP_009723.3	XP_447711.1
OG0002605	NP_014838.3	XP_447713.1
OG0002606	NP_014839.1	XP_447714.1
OG0002607	NP_014840.4	XP_447715.1
OG0002608	NP_014841.1	XP_447716.1
OG0002609	NP_014844.3	XP_447717.1
OG0002610	NP_011540.3	XP_447720.1
OG0002611	NP_011538.3	XP_447721.1
OG0002612	NP_010566.1	XP_447723.1
OG0002613	NP_011911.1	XP_447724.1
OG0002614	NP_011912.1	XP_447725.1
OG0002615	NP_011915.1	XP_447728.1
OG0002616	NP_011917.1	XP_447729.1
OG0002617	NP_011918.1	XP_447730.1
OG0002618	NP_011919.1	XP_447732.1
OG0002619	NP_011897.1	XP_447733.1
OG0002620	NP_011896.1	XP_447734.1
OG0002621	NP_011895.1	XP_447735.1
OG0002622	NP_011894.1	XP_447736.1
OG0002623	NP_011893.1	XP_447737.1
OG0002624	NP_011892.1	XP_447738.1
OG0002625	NP_011891.1	XP_447739.1
OG0002626	NP_011890.1	XP_447740.1
OG0002627	NP_011889.1	XP_447741.1
OG0002628	NP_011888.1	XP_447742.1
OG0002629	NP_011887.1	XP_447743.1
OG0002630	NP_012495.1	XP_447745.1
OG0002631	NP_012494.3	XP_447746.1
OG0002632	NP_012493.1	XP_447747.1
OG0002633	NP_012491.3	XP_447748.1
OG0002634	NP_012778.1	XP_447750.1
OG0002635	NP_012779.1	XP_447751.1
OG0002636	NP_013107.1	XP_447752.1
OG0002637	NP_013108.1	XP_447753.1
OG0002638	NP_013109.1	XP_447754.1
OG0002639	NP_012498.1	XP_447755.1
OG0002640	NP_012499.1	XP_447756.1
OG0002641	NP_012501.1	XP_447757.1
OG0002642	NP_012503.2	XP_447758.2
OG0002643	NP_012504.3	XP_447759.1
OG0002644	NP_012505.1	XP_447760.1
OG0002645	NP_013103.1	XP_447761.1
OG0002646	NP_012810.1	XP_447762.1
OG0002647	NP_013816.1	XP_447763.1
OG0002648	NP_013815.1	XP_447764.1
OG0002649	NP_013812.1	XP_447765.1
OG0002650	NP_013811.1	XP_447766.1
OG0002651	NP_013810.1	XP_447767.1
OG0002652	NP_013809.1	XP_447768.1
OG0002653	NP_013808.1	XP_447769.1
OG0002654	NP_013805.1	XP_447772.1
OG0002655	NP_011850.1	XP_447776.1
OG0002656	NP_013793.1	XP_447777.1
OG0002657	NP_013791.1	XP_447778.1
OG0002658	NP_015336.1	XP_447781.1
OG0002659	NP_001091638.1	XP_002999566.1
OG0002660	NP_015335.1	XP_447785.1
OG0002661	NP_012271.3	XP_447787.1
OG0002662	NP_012270.1	XP_447788.1
OG0002663	NP_012269.1	XP_447789.1
OG0002664	NP_012268.3	XP_447790.1
OG0002665	NP_012267.1	XP_447791.1
OG0002666	NP_012260.1	XP_447792.1
OG0002667	NP_012261.1	XP_447795.1
OG0002668	NP_012262.3	XP_447796.1
OG0002669	NP_012263.1	XP_447797.1
OG0002670	NP_012264.3	XP_447798.1
OG0002671	NP_012265.3	XP_447799.1
OG0002672	NP_012266.1	XP_447800.1
OG0002673	NP_010917.3	XP_447801.1
OG0002674	NP_010918.1	XP_447802.1
OG0002675	NP_010923.3	XP_447803.1
OG0002676	NP_012249.1	XP_447804.1
OG0002677	NP_012248.1	XP_447805.1
OG0002678	NP_012247.3	XP_447806.1
OG0002679	NP_012245.1	XP_447808.1
OG0002680	NP_012244.3	XP_447809.1
OG0002681	NP_012243.3	XP_447810.1
OG0002682	NP_012242.1	XP_447811.1
OG0002683	NP_012233.1	XP_447812.1
OG0002684	NP_012234.3	XP_447813.1
OG0002685	NP_116696.2	XP_447820.1
OG0002686	NP_010962.1	XP_447821.1
OG0002687	NP_010968.1	XP_447825.1
OG0002688	NP_010969.1	XP_447826.1
OG0002689	NP_010970.4	XP_447827.1
OG0002690	NP_010971.1	XP_447828.1
OG0002691	NP_010972.1	XP_447829.1
OG0002692	NP_010979.1	XP_447831.1
OG0002693	NP_010983.2	XP_447833.1
OG0002694	NP_010985.1	XP_447834.1
OG0002695	NP_010987.3	XP_447837.2
OG0002696	NP_010990.1	XP_447838.1
OG0002697	NP_010991.3	XP_447839.1
OG0002698	NP_010992.1	XP_447840.1
OG0002699	NP_012196.1	XP_447842.1
OG0002700	NP_010994.3	XP_447843.1
OG0002701	NP_219496.2	XP_002999570.1
OG0002702	NP_010998.2	XP_447846.1
OG0002703	NP_011000.1	XP_447847.1
OG0002704	NP_011001.1	XP_447848.1
OG0002705	NP_011003.1	XP_447849.1
OG0002706	NP_011005.1	XP_447850.1
OG0002707	NP_011006.2	XP_447851.1
OG0002708	NP_014377.1	XP_447854.1
OG0002709	NP_009997.2	XP_447855.1
OG0002710	NP_009996.2	XP_447856.1
OG0002711	NP_009994.2	XP_447858.1
OG0002712	NP_009992.1	XP_447860.1
OG0002713	NP_009991.2	XP_447861.1
OG0002714	NP_009990.1	XP_447862.1
OG0002715	NP_015165.1	XP_447863.1
OG0002716	NP_014888.1	XP_447864.1
OG0002717	NP_014887.3	XP_447865.1
OG0002718	NP_014886.1	XP_447866.1
OG0002719	NP_014885.3	XP_447867.1
OG0002720	NP_014884.1	XP_447868.1
OG0002721	NP_014875.3	XP_447872.1
OG0002722	NP_014879.1	XP_447874.1
OG0002723	NP_014881.2	XP_447876.1
OG0002724	NP_014871.3	XP_447879.1
OG0002725	NP_014869.3	XP_447881.1
OG0002726	NP_014867.1	XP_447882.1
OG0002727	NP_014866.3	XP_447883.1
OG0002728	NP_014864.4	XP_447885.1
OG0002729	NP_014863.1	XP_447886.1
OG0002730	NP_116641.1	XP_447887.1
OG0002731	NP_116640.1	XP_447888.1
OG0002732	NP_116638.1	XP_447889.1
OG0002733	NP_013961.1	XP_447890.1
OG0002734	NP_009538.1	XP_447891.1
OG0002735	NP_009537.1	XP_447892.1
OG0002736	NP_009535.1	XP_447894.1
OG0002737	NP_009534.1	XP_447895.1
OG0002738	NP_009533.1	XP_447896.1
OG0002739	NP_009532.1	XP_447897.1
OG0002740	NP_009531.1	XP_447898.1
OG0002741	NP_009530.1	XP_447899.1
OG0002742	NP_013518.3	XP_447900.1
OG0002743	NP_013521.3	XP_447901.1
OG0002744	NP_013522.1	XP_447902.1
OG0002745	NP_013523.3	XP_447903.1
OG0002746	NP_012730.1	XP_447905.1
OG0002747	NP_013524.1	XP_447906.1
OG0002748	NP_013525.3	XP_447907.1
OG0002749	NP_013526.1	XP_447908.1
OG0002750	NP_013527.3	XP_447910.1
OG0002751	NP_013528.1	XP_447911.1
OG0002752	NP_013529.3	XP_447912.1
OG0002753	NP_013530.1	XP_447913.1
OG0002754	NP_013531.3	XP_447914.1
OG0002755	NP_013533.1	XP_447915.1
OG0002756	NP_012489.2	XP_447916.1
OG0002757	NP_012488.3	XP_447917.1
OG0002758	NP_012486.3	XP_447919.1
OG0002759	NP_012485.1	XP_447920.1
OG0002760	NP_012484.1	XP_447921.1
OG0002761	NP_012482.1	XP_447923.1
OG0002762	NP_012481.3	XP_447924.1
OG0002763	NP_012480.1	XP_447925.1
OG0002764	NP_012479.1	XP_447926.1
OG0002765	NP_012478.3	XP_447927.1
OG0002766	NP_012476.1	XP_447928.1
OG0002767	NP_012475.3	XP_447929.1
OG0002768	NP_012474.1	XP_447931.1
OG0002769	NP_012473.1	XP_447932.1
OG0002770	NP_012472.1	XP_447933.1
OG0002771	NP_012470.1	XP_447934.1
OG0002772	NP_012469.3	XP_447935.1
OG0002773	NP_012467.1	XP_447936.1
OG0002774	NP_011418.1	XP_447937.1
OG0002775	NP_011417.1	XP_447938.1
OG0002776	NP_011416.3	XP_447940.1
OG0002777	NP_014319.1	XP_447942.1
OG0002778	NP_014318.3	XP_447943.1
OG0002779	NP_014317.4	XP_447944.1
OG0002780	NP_014316.3	XP_447945.1
OG0002781	NP_014315.1	XP_447946.1
OG0002782	NP_014314.3	XP_447947.1
OG0002783	NP_014313.1	XP_447948.1
OG0002784	NP_014311.3	XP_447949.1
OG0002785	NP_014309.3	XP_447950.1
OG0002786	NP_014260.3	XP_447951.1
OG0002787	NP_014247.1	XP_447952.1
OG0002788	NP_014248.3	XP_447953.1
OG0002789	NP_014250.1	XP_447954.1
OG0002790	NP_014251.1	XP_447955.1
OG0002791	NP_014252.2	XP_447956.1
OG0002792	NP_014240.1	XP_447961.1
OG0002793	NP_014244.1	XP_447965.1
OG0002794	NP_014258.1	XP_447966.1
OG0002795	NP_014246.1	XP_447967.1
OG0002796	NP_014257.1	XP_447968.1
OG0002797	NP_014238.3	XP_447970.1
OG0002798	NP_014236.1	XP_447971.1
OG0002799	NP_014235.1	XP_447972.1
OG0002800	NP_014234.3	XP_447973.1
OG0002801	NP_014233.1	XP_447974.1
OG0002802	NP_014232.1	XP_447975.1
OG0002803	NP_014231.1	XP_447976.1
OG0002804	NP_014230.1	XP_447977.1
OG0002805	NP_014227.4	XP_447978.1
OG0002806	NP_010105.1	XP_447979.1
OG0002807	NP_010104.1	XP_447980.1
OG0002808	NP_010101.1	XP_447983.1
OG0002809	NP_010153.1	XP_002999573.1
OG0002810	NP_011314.2	XP_447986.1
OG0002811	NP_013605.1	XP_447989.1
OG0002812	NP_013604.1	XP_447990.1
OG0002813	NP_013603.1	XP_447991.1
OG0002814	NP_013602.1	XP_447992.1
OG0002815	NP_013599.1	XP_447995.1
OG0002816	NP_013597.1	XP_447997.1
OG0002817	NP_013595.1	XP_447999.1
OG0002818	NP_015200.1	XP_448000.1
OG0002819	NP_015202.1	XP_448002.1
OG0002820	NP_015203.1	XP_448003.1
OG0002821	NP_015204.1	XP_448004.1
OG0002822	NP_015205.1	XP_448005.1
OG0002823	NP_015207.1	XP_448007.1
OG0002824	NP_015208.1	XP_448008.1
OG0002825	NP_015209.1	XP_448009.1
OG0002826	NP_015210.1	XP_448010.1
OG0002827	NP_015216.3	XP_448011.2
OG0002828	NP_015215.1	XP_448012.1
OG0002829	NP_015214.1	XP_448013.1
OG0002830	NP_015212.1	XP_448014.1
OG0002831	NP_014837.1	XP_448015.1
OG0002832	NP_015012.3	XP_448018.1
OG0002833	NP_009346.1	XP_448019.1
OG0002834	NP_015013.1	XP_448020.1
OG0002835	NP_015014.3	XP_448021.1
OG0002836	NP_015015.1	XP_448022.1
OG0002837	NP_014176.2	XP_448024.1
OG0002838	NP_014175.1	XP_448025.1
OG0002839	NP_014172.1	XP_448027.1
OG0002840	NP_014170.1	XP_448028.1
OG0002841	NP_014169.1	XP_448029.1
OG0002842	NP_014168.1	XP_448030.1
OG0002843	NP_014167.1	XP_448031.1
OG0002844	NP_014166.1	XP_448032.1
OG0002845	NP_014165.1	XP_448033.1
OG0002846	NP_014163.1	XP_448034.1
OG0002847	NP_014161.1	XP_448035.1
OG0002848	NP_014160.2	XP_448036.1
OG0002849	NP_014159.1	XP_448037.1
OG0002850	NP_014158.1	XP_448038.1
OG0002851	NP_014157.1	XP_448039.1
OG0002852	NP_014156.2	XP_448040.1
OG0002853	NP_014155.1	XP_448041.1
OG0002854	NP_014154.1	XP_448042.1
OG0002855	NP_014153.1	XP_448043.1
OG0002856	NP_014152.1	XP_448044.1
OG0002857	NP_014151.1	XP_448045.1
OG0002858	NP_014149.1	XP_448046.1
OG0002859	NP_014148.1	XP_448047.1
OG0002860	NP_014147.1	XP_448048.1
OG0002861	NP_014146.1	XP_448049.1
OG0002862	NP_014145.1	XP_448050.1
OG0002863	NP_014144.1	XP_448051.1
OG0002864	NP_014143.2	XP_448052.1
OG0002865	NP_014141.1	XP_448054.1
OG0002866	NP_014140.1	XP_002999574.1
OG0002867	NP_014139.2	XP_448055.1
OG0002868	NP_014138.1	XP_448056.1
OG0002869	NP_014137.1	XP_448057.1
OG0002870	NP_014136.1	XP_448058.1
OG0002871	NP_014135.1	XP_448059.1
OG0002872	NP_011562.1	XP_448060.1
OG0002873	NP_014134.1	XP_448061.1
OG0002874	NP_014132.1	XP_448062.1
OG0002875	NP_014128.2	XP_448065.1
OG0002876	NP_014127.1	XP_448066.1
OG0002877	NP_014126.1	XP_448067.1
OG0002878	NP_014124.1	XP_448069.1
OG0002879	NP_014122.1	XP_448070.1
OG0002880	NP_014120.1	XP_448073.1
OG0002881	NP_010787.3	XP_448074.1
OG0002882	NP_010791.3	XP_448076.1
OG0002883	NP_010794.3	XP_448078.1
OG0002884	NP_014727.1	XP_448079.1
OG0002885	NP_014728.1	XP_448080.1
OG0002886	NP_014730.2	XP_448082.1
OG0002887	NP_014732.1	XP_448083.1
OG0002888	NP_014733.1	XP_448084.1
OG0002889	NP_014734.2	XP_448085.1
OG0002890	NP_009380.1	XP_448087.1
OG0002891	NP_013308.1	XP_448089.1
OG0002892	NP_013309.1	XP_448090.1
OG0002893	NP_013310.1	XP_448091.1
OG0002894	NP_010133.1	XP_448093.1
OG0002895	NP_013312.2	XP_448094.1
OG0002896	NP_013313.1	XP_448095.1
OG0002897	NP_013314.1	XP_448096.1
OG0002898	NP_013316.1	XP_448097.1
OG0002899	NP_013317.1	XP_448098.1
OG0002900	NP_013319.1	XP_448099.1
OG0002901	NP_010086.2	XP_448100.1
OG0002902	NP_010091.2	XP_448105.1
OG0002903	NP_010092.2	XP_448106.1
OG0002904	NP_010146.1	XP_448107.1
OG0002905	NP_010095.1	XP_448108.1
OG0002906	NP_010149.1	XP_448109.1
OG0002907	NP_010150.1	XP_448110.1
OG0002908	NP_010154.1	XP_448113.1
OG0002909	NP_010155.1	XP_448114.1
OG0002910	NP_010156.2	XP_448115.1
OG0002911	NP_010157.1	XP_448116.1
OG0002912	NP_010158.1	XP_448117.1
OG0002913	NP_010159.1	XP_448118.1
OG0002914	NP_010160.1	XP_448119.1
OG0002915	NP_012186.1	XP_448120.1
OG0002916	NP_015301.1	XP_448121.1
