Orthogroup	CBS138_protein	sacCer_protein
OG0002282	XP_447104.1	NP_710144.3
OG0002283	XP_447105.1	NP_010606.1
OG0002284	XP_447106.1	NP_010605.1
OG0002285	XP_447107.1	NP_010604.4
OG0002286	XP_447108.1	NP_010603.3
OG0002287	XP_447109.1	NP_011937.1
OG0002288	XP_447110.1	NP_011936.1
OG0002289	XP_447111.1	NP_010602.3
OG0002290	XP_447112.1	NP_011935.1
OG0002291	XP_447113.1	NP_010601.3
OG0002292	XP_447114.1	NP_010600.1
OG0002293	XP_447115.2	NP_010599.1
OG0002294	XP_447117.1	NP_010769.3
OG0002295	XP_447118.1	NP_010770.3
OG0002296	XP_447120.1	NP_009713.1
OG0002297	XP_447121.1	NP_009714.3
OG0002298	XP_447122.1	NP_009715.4
OG0002299	XP_447123.1	NP_009716.1
OG0002300	XP_447124.1	NP_009717.1
OG0002301	XP_447125.1	NP_009718.3
OG0002302	XP_447126.1	NP_011260.1
OG0002303	XP_447128.1	NP_011263.2
OG0002304	XP_447129.1	NP_011264.2
OG0002305	XP_447130.1	NP_011265.1
OG0002306	XP_447131.1	NP_011266.1
OG0002307	XP_447132.1	NP_011267.1
OG0002308	XP_447133.1	NP_011270.1
OG0002309	XP_447134.1	NP_011271.1
OG0002310	XP_447135.1	NP_011272.1
OG0002311	XP_447136.1	NP_011273.1
OG0002312	XP_447137.1	NP_011274.2
OG0002313	XP_447138.1	NP_011276.1
OG0002314	XP_447139.1	NP_011277.1
OG0002315	XP_447140.1	NP_011278.2
OG0002316	XP_447141.1	NP_011280.1
OG0002317	XP_447142.1	NP_011281.1
OG0002318	XP_447143.1	NP_011282.1
OG0002319	XP_447144.1	NP_011283.1
OG0002320	XP_447145.1	NP_010232.1
OG0002321	XP_447146.1	NP_010234.1
OG0002322	XP_447147.1	NP_014192.1
OG0002323	XP_447148.1	NP_014193.1
OG0002324	XP_447149.1	NP_014197.2
OG0002325	XP_447151.1	NP_014675.1
OG0002326	XP_447152.1	NP_014673.1
OG0002328	XP_447155.1	NP_014670.1
OG0002329	XP_447156.1	NP_014669.1
OG0002330	XP_447157.1	NP_014668.1
OG0002331	XP_447159.1	NP_014663.1
OG0002332	XP_447161.1	NP_010335.1
OG0002333	XP_447162.1	NP_010334.1
OG0002334	XP_447163.1	NP_010332.3
OG0002335	XP_447165.1	NP_010330.1
OG0002336	XP_447166.1	NP_009655.2
OG0002337	XP_447167.1	NP_009654.3
OG0002338	XP_447168.1	NP_009653.2
OG0002339	XP_447169.1	NP_009652.2
OG0002340	XP_447170.1	NP_009649.1
OG0002341	XP_002999554.1	NP_009647.2
OG0002342	XP_447171.1	NP_015376.1
OG0002343	XP_447172.1	NP_015374.1
OG0002344	XP_447173.1	NP_015373.1
OG0002345	XP_447174.1	NP_015372.2
OG0002346	XP_447175.1	NP_015371.1
OG0002347	XP_447176.1	NP_015370.1
OG0002348	XP_447181.1	NP_015099.1
OG0002349	XP_447183.1	NP_013897.1
OG0002350	XP_447184.1	NP_013895.1
OG0002351	XP_447186.1	NP_011377.1
OG0002352	XP_447187.1	NP_011378.1
OG0002353	XP_447188.1	NP_011379.1
OG0002354	XP_447193.1	NP_011996.2
OG0002355	XP_447194.1	NP_011995.1
OG0002356	XP_447195.1	NP_015063.1
OG0002357	XP_447198.1	NP_012724.1
OG0002358	XP_447200.1	NP_011291.1
OG0002359	XP_447203.1	NP_011697.3
OG0002360	XP_447204.1	NP_011699.1
OG0002361	XP_447205.1	NP_011700.1
OG0002362	XP_447206.1	NP_011701.3
OG0002363	XP_447209.1	NP_010932.1
OG0002364	XP_447210.1	NP_010931.3
OG0002365	XP_447212.1	NP_010930.1
OG0002366	XP_447213.1	NP_010929.3
OG0002367	XP_447214.1	NP_010928.1
OG0002368	XP_447217.1	NP_010926.3
OG0002369	XP_447218.1	NP_010925.1
OG0002370	XP_447219.1	NP_010924.1
OG0002371	XP_447220.1	NP_010922.1
OG0002372	XP_447221.1	NP_010921.1
OG0002373	XP_447222.1	NP_010920.3
OG0002374	XP_447223.1	NP_010919.1
OG0002375	XP_447224.1	NP_010289.3
OG0002376	XP_447227.1	NP_009565.1
OG0002377	XP_447228.1	NP_009601.2
OG0002378	XP_447229.1	NP_009602.1
OG0002379	XP_447230.1	NP_009603.1
OG0002380	XP_447234.1	NP_009609.1
OG0002381	XP_447236.1	NP_009611.1
OG0002382	XP_447237.1	NP_009612.1
OG0002383	XP_447238.1	NP_010320.3
OG0002384	XP_447239.1	NP_009613.1
OG0002385	XP_447240.1	NP_009614.2
OG0002386	XP_002999555.1	NP_116327.3
OG0002387	XP_447242.1	NP_009616.1
OG0002388	XP_447243.1	NP_009617.3
OG0002389	XP_447244.2	NP_009618.2
OG0002390	XP_447245.1	NP_010176.1
OG0002391	XP_447246.1	NP_010175.1
OG0002392	XP_447248.1	NP_010173.1
OG0002393	XP_447249.1	NP_010172.1
OG0002394	XP_447250.1	NP_010171.1
OG0002395	XP_447251.1	NP_010170.1
OG0002396	XP_447252.1	NP_010169.1
OG0002397	XP_447253.1	NP_010168.4
OG0002398	XP_447254.1	NP_010167.1
OG0002399	XP_447255.1	NP_010166.1
OG0002400	XP_447256.1	NP_010164.1
OG0002401	XP_447257.1	NP_010162.1
OG0002402	XP_447258.1	NP_010161.1
OG0002403	XP_447259.1	NP_014382.1
OG0002404	XP_445423.1	NP_009342.2
OG0002405	XP_445424.1	NP_009343.1
OG0002406	XP_448801.1	NP_015016.3
OG0002407	XP_448804.1	NP_012215.1
OG0002408	XP_448805.1	NP_012216.1
OG0002409	XP_448806.1	NP_012217.3
OG0002410	XP_448807.1	NP_010975.3
OG0002411	XP_448808.1	NP_012218.1
OG0002412	XP_448810.1	NP_012220.3
OG0002413	XP_448811.1	NP_012221.2
OG0002414	XP_448812.1	NP_012222.1
OG0002415	XP_448813.1	NP_012223.3
OG0002416	XP_448814.1	NP_012224.1
OG0002417	XP_448816.1	NP_012225.1
OG0002418	XP_448817.1	NP_012226.3
OG0002419	XP_447476.1	NP_012229.1
OG0002420	XP_447477.1	NP_012230.3
OG0002421	XP_447478.1	NP_012231.1
OG0002422	XP_447479.1	NP_116695.3
OG0002423	XP_447480.1	NP_012241.1
OG0002424	XP_447481.1	NP_012238.1
OG0002425	XP_447482.1	NP_012237.1
OG0002426	XP_447484.1	NP_012866.1
OG0002427	XP_447485.1	NP_012865.1
OG0002428	XP_447486.1	NP_012864.1
OG0002429	XP_447487.1	NP_011026.3
OG0002430	XP_447490.1	NP_011021.3
OG0002431	XP_447491.1	NP_014414.3
OG0002432	XP_447492.1	NP_014412.1
OG0002433	XP_447494.1	NP_014410.3
OG0002434	XP_447495.1	NP_014409.1
OG0002435	XP_447496.1	NP_014408.1
OG0002436	XP_447498.1	NP_013930.1
OG0002437	XP_447499.1	NP_014407.3
OG0002438	XP_447500.1	NP_014406.1
OG0002439	XP_447501.1	NP_014405.1
OG0002440	XP_447502.1	NP_014404.3
OG0002441	XP_447503.1	NP_014403.3
OG0002442	XP_447506.1	NP_012394.1
OG0002443	XP_447507.1	NP_012392.1
OG0002444	XP_447508.1	NP_012390.1
OG0002445	XP_447509.1	NP_012389.1
OG0002446	XP_447510.1	NP_012388.1
OG0002447	XP_447511.1	NP_012387.1
OG0002448	XP_447512.1	NP_012386.1
OG0002449	XP_447513.1	NP_012382.2
OG0002450	XP_447514.1	NP_012381.1
OG0002451	XP_447515.1	NP_012380.1
OG0002452	XP_447516.1	NP_012379.2
OG0002453	XP_447517.1	NP_012378.1
OG0002454	XP_447521.1	NP_012373.2
OG0002455	XP_447523.1	NP_012369.1
OG0002456	XP_447524.1	NP_012325.1
OG0002457	XP_447525.1	NP_012326.1
OG0002458	XP_447526.1	NP_012327.1
OG0002459	XP_447527.1	NP_012328.1
OG0002460	XP_447528.1	NP_013619.1
OG0002461	XP_447529.1	NP_015499.1
OG0002462	XP_447530.1	NP_015498.1
OG0002463	XP_447531.1	NP_015497.1
OG0002464	XP_002999560.1	NP_001106949.1
OG0002465	XP_447532.1	NP_015495.2
OG0002466	XP_447533.1	NP_011082.3
OG0002467	XP_447534.1	NP_011081.1
OG0002468	XP_447535.1	NP_011080.1
OG0002469	XP_447536.1	NP_011079.3
OG0002470	XP_447537.1	NP_011078.3
OG0002471	XP_447539.1	NP_011076.1
OG0002472	XP_447540.1	NP_011075.3
OG0002473	XP_447541.1	NP_011074.3
OG0002474	XP_447542.1	NP_011073.1
OG0002475	XP_447543.1	NP_011072.1
OG0002476	XP_447545.1	NP_011070.3
OG0002477	XP_447546.1	NP_011069.1
OG0002478	XP_447547.1	NP_011068.1
OG0002479	XP_447548.1	NP_011067.3
OG0002480	XP_447549.1	NP_011066.3
OG0002481	XP_447550.1	NP_011292.1
OG0002482	XP_447551.1	NP_011293.1
OG0002483	XP_447552.1	NP_011294.1
OG0002484	XP_447553.1	NP_011295.1
OG0002485	XP_447554.1	NP_011296.1
OG0002486	XP_447555.1	NP_011299.1
OG0002487	XP_447556.1	NP_011300.1
OG0002488	XP_447557.1	NP_011302.1
OG0002489	XP_447558.1	NP_011303.1
OG0002490	XP_447559.1	NP_014786.1
OG0002491	XP_447560.1	NP_014785.3
OG0002492	XP_447561.1	NP_014784.1
OG0002493	XP_447562.1	NP_014783.4
OG0002494	XP_447563.1	NP_014781.1
OG0002495	XP_447564.1	NP_014779.1
OG0002496	XP_447566.1	NP_014775.3
OG0002497	XP_447568.1	NP_014774.1
OG0002498	XP_447569.1	NP_014533.1
OG0002499	XP_447570.1	NP_014534.1
OG0002500	XP_447571.1	NP_014537.1
OG0002501	XP_447573.1	NP_014539.1
OG0002502	XP_447574.1	NP_014540.1
OG0002503	XP_447576.1	NP_014543.1
OG0002504	XP_447577.1	NP_010775.1
OG0002505	XP_447578.1	NP_014544.1
OG0002506	XP_447579.1	NP_014545.2
OG0002507	XP_447580.1	NP_014546.1
OG0002508	XP_447581.1	NP_014547.1
OG0002509	XP_447582.1	NP_014548.1
OG0002510	XP_447583.1	NP_014549.1
OG0002511	XP_447585.1	NP_014551.1
OG0002512	XP_447587.1	NP_014553.1
OG0002513	XP_447588.1	NP_009712.1
OG0002514	XP_447589.1	NP_014554.1
OG0002515	XP_447591.1	NP_014557.1
OG0002516	XP_447594.1	NP_014561.1
OG0002517	XP_447595.1	NP_014563.1
OG0002518	XP_002999562.1	NP_014564.1
OG0002519	XP_447596.1	NP_014565.2
OG0002520	XP_447597.1	NP_014566.1
OG0002521	XP_447598.1	NP_014567.2
OG0002522	XP_447600.1	NP_014569.1
OG0002523	XP_447601.1	NP_014570.1
OG0002524	XP_447602.1	NP_014571.1
OG0002525	XP_447604.1	NP_010937.3
OG0002526	XP_447605.1	NP_012651.1
OG0002527	XP_447606.1	NP_010938.1
OG0002528	XP_447607.1	NP_010939.1
OG0002529	XP_447608.1	NP_010940.3
OG0002530	XP_447609.1	NP_010941.1
OG0002531	XP_447610.1	NP_010942.1
OG0002532	XP_447611.1	NP_015487.1
OG0002533	XP_447612.1	NP_015488.1
OG0002534	XP_447613.1	NP_015489.1
OG0002535	XP_447614.1	NP_015490.1
OG0002536	XP_447616.1	NP_015491.1
OG0002537	XP_447617.1	NP_015492.1
OG0002538	XP_447618.1	NP_015493.1
OG0002539	XP_447619.1	NP_015494.1
OG0002540	XP_447620.1	NP_011083.3
OG0002541	XP_447621.1	NP_011084.1
OG0002542	XP_447622.1	NP_011085.1
OG0002543	XP_447624.1	NP_011086.3
OG0002544	XP_447625.1	NP_011688.3
OG0002545	XP_447626.1	NP_011687.1
OG0002546	XP_447627.1	NP_011686.1
OG0002547	XP_447628.1	NP_878080.3
OG0002548	XP_447629.1	NP_011685.3
OG0002549	XP_447631.1	NP_011683.3
OG0002550	XP_447632.1	NP_011682.1
OG0002551	XP_447633.1	NP_011681.1
OG0002552	XP_447634.1	NP_011704.3
OG0002553	XP_447636.1	NP_219497.4
OG0002554	XP_447637.1	NP_011882.1
OG0002555	XP_447638.1	NP_116681.1
OG0002556	XP_447639.1	NP_116683.1
OG0002557	XP_447640.1	NP_116684.3
OG0002558	XP_447643.1	NP_116685.1
OG0002559	XP_447644.1	NP_009816.1
OG0002560	XP_447645.1	NP_009817.3
OG0002561	XP_447647.1	NP_009819.1
OG0002562	XP_447648.1	NP_009820.1
OG0002563	XP_447649.1	NP_009821.3
OG0002564	XP_447650.1	NP_009822.4
OG0002565	XP_447651.1	NP_009823.2
OG0002566	XP_447652.1	NP_009824.2
OG0002567	XP_447653.1	NP_009825.4
OG0002568	XP_447654.1	NP_009827.3
OG0002569	XP_447655.1	NP_009828.2
OG0002570	XP_447657.1	NP_009830.3
OG0002571	XP_447658.1	NP_009831.3
OG0002572	XP_447660.1	NP_009833.1
OG0002573	XP_447661.1	NP_011387.2
OG0002574	XP_447662.1	NP_011386.2
OG0002575	XP_447663.1	NP_011385.3
OG0002576	XP_447664.1	NP_014947.3
OG0002577	XP_447667.1	NP_014949.3
OG0002578	XP_447668.1	NP_014950.1
OG0002579	XP_447671.1	NP_014952.1
OG0002580	XP_447672.1	NP_014953.3
OG0002581	XP_447673.1	NP_014955.1
OG0002582	XP_447674.1	NP_014956.3
OG0002583	XP_447676.1	NP_014960.1
OG0002584	XP_447678.1	NP_014964.1
OG0002585	XP_447679.1	NP_014965.3
OG0002586	XP_447680.1	NP_014588.1
OG0002587	XP_447681.1	NP_014587.1
OG0002588	XP_447682.1	NP_011658.3
OG0002589	XP_447688.1	NP_011656.3
OG0002590	XP_447692.1	NP_011651.3
OG0002591	XP_447693.1	NP_011650.3
OG0002592	XP_447694.1	NP_011649.1
OG0002593	XP_447695.1	NP_011648.3
OG0002594	XP_447697.1	NP_011646.1
OG0002595	XP_447698.1	NP_011645.3
OG0002596	XP_447699.1	NP_011644.3
OG0002597	XP_447700.1	NP_011643.1
OG0002598	XP_447701.1	NP_011642.3
OG0002599	XP_447702.1	NP_011641.1
OG0002600	XP_447704.1	NP_015470.1
OG0002601	XP_447706.1	NP_011637.3
OG0002602	XP_447709.1	NP_012447.1
OG0002603	XP_447710.1	NP_009724.1
OG0002604	XP_447711.1	NP_009723.3
OG0002605	XP_447713.1	NP_014838.3
OG0002606	XP_447714.1	NP_014839.1
OG0002607	XP_447715.1	NP_014840.4
OG0002608	XP_447716.1	NP_014841.1
OG0002609	XP_447717.1	NP_014844.3
OG0002610	XP_447720.1	NP_011540.3
OG0002611	XP_447721.1	NP_011538.3
OG0002612	XP_447723.1	NP_010566.1
OG0002613	XP_447724.1	NP_011911.1
OG0002614	XP_447725.1	NP_011912.1
OG0002615	XP_447728.1	NP_011915.1
OG0002616	XP_447729.1	NP_011917.1
OG0002617	XP_447730.1	NP_011918.1
OG0002618	XP_447732.1	NP_011919.1
OG0002619	XP_447733.1	NP_011897.1
OG0002620	XP_447734.1	NP_011896.1
OG0002621	XP_447735.1	NP_011895.1
OG0002622	XP_447736.1	NP_011894.1
OG0002623	XP_447737.1	NP_011893.1
OG0002624	XP_447738.1	NP_011892.1
OG0002625	XP_447739.1	NP_011891.1
OG0002626	XP_447740.1	NP_011890.1
OG0002627	XP_447741.1	NP_011889.1
OG0002628	XP_447742.1	NP_011888.1
OG0002629	XP_447743.1	NP_011887.1
OG0002630	XP_447745.1	NP_012495.1
OG0002631	XP_447746.1	NP_012494.3
OG0002632	XP_447747.1	NP_012493.1
OG0002633	XP_447748.1	NP_012491.3
OG0002634	XP_447750.1	NP_012778.1
OG0002635	XP_447751.1	NP_012779.1
OG0002636	XP_447752.1	NP_013107.1
OG0002637	XP_447753.1	NP_013108.1
OG0002638	XP_447754.1	NP_013109.1
OG0002639	XP_447755.1	NP_012498.1
OG0002640	XP_447756.1	NP_012499.1
OG0002641	XP_447757.1	NP_012501.1
OG0002642	XP_447758.2	NP_012503.2
OG0002643	XP_447759.1	NP_012504.3
OG0002644	XP_447760.1	NP_012505.1
OG0002645	XP_447761.1	NP_013103.1
OG0002646	XP_447762.1	NP_012810.1
OG0002647	XP_447763.1	NP_013816.1
OG0002648	XP_447764.1	NP_013815.1
OG0002649	XP_447765.1	NP_013812.1
OG0002650	XP_447766.1	NP_013811.1
OG0002651	XP_447767.1	NP_013810.1
OG0002652	XP_447768.1	NP_013809.1
OG0002653	XP_447769.1	NP_013808.1
OG0002654	XP_447772.1	NP_013805.1
OG0002655	XP_447776.1	NP_011850.1
OG0002656	XP_447777.1	NP_013793.1
OG0002657	XP_447778.1	NP_013791.1
OG0002658	XP_447781.1	NP_015336.1
OG0002659	XP_002999566.1	NP_001091638.1
OG0002660	XP_447785.1	NP_015335.1
OG0002661	XP_447787.1	NP_012271.3
OG0002662	XP_447788.1	NP_012270.1
OG0002663	XP_447789.1	NP_012269.1
OG0002664	XP_447790.1	NP_012268.3
OG0002665	XP_447791.1	NP_012267.1
OG0002666	XP_447792.1	NP_012260.1
OG0002667	XP_447795.1	NP_012261.1
OG0002668	XP_447796.1	NP_012262.3
OG0002669	XP_447797.1	NP_012263.1
OG0002670	XP_447798.1	NP_012264.3
OG0002671	XP_447799.1	NP_012265.3
OG0002672	XP_447800.1	NP_012266.1
OG0002673	XP_447801.1	NP_010917.3
OG0002674	XP_447802.1	NP_010918.1
OG0002675	XP_447803.1	NP_010923.3
OG0002676	XP_447804.1	NP_012249.1
OG0002677	XP_447805.1	NP_012248.1
OG0002678	XP_447806.1	NP_012247.3
OG0002679	XP_447808.1	NP_012245.1
OG0002680	XP_447809.1	NP_012244.3
OG0002681	XP_447810.1	NP_012243.3
OG0002682	XP_447811.1	NP_012242.1
OG0002683	XP_447812.1	NP_012233.1
OG0002684	XP_447813.1	NP_012234.3
OG0002685	XP_447820.1	NP_116696.2
OG0002686	XP_447821.1	NP_010962.1
OG0002687	XP_447825.1	NP_010968.1
OG0002688	XP_447826.1	NP_010969.1
OG0002689	XP_447827.1	NP_010970.4
OG0002690	XP_447828.1	NP_010971.1
OG0002691	XP_447829.1	NP_010972.1
OG0002692	XP_447831.1	NP_010979.1
OG0002693	XP_447833.1	NP_010983.2
OG0002694	XP_447834.1	NP_010985.1
OG0002695	XP_447837.2	NP_010987.3
OG0002696	XP_447838.1	NP_010990.1
OG0002697	XP_447839.1	NP_010991.3
OG0002698	XP_447840.1	NP_010992.1
OG0002699	XP_447842.1	NP_012196.1
OG0002700	XP_447843.1	NP_010994.3
OG0002701	XP_002999570.1	NP_219496.2
OG0002702	XP_447846.1	NP_010998.2
OG0002703	XP_447847.1	NP_011000.1
OG0002704	XP_447848.1	NP_011001.1
OG0002705	XP_447849.1	NP_011003.1
OG0002706	XP_447850.1	NP_011005.1
OG0002707	XP_447851.1	NP_011006.2
OG0002708	XP_447854.1	NP_014377.1
OG0002709	XP_447855.1	NP_009997.2
OG0002710	XP_447856.1	NP_009996.2
OG0002711	XP_447858.1	NP_009994.2
OG0002712	XP_447860.1	NP_009992.1
OG0002713	XP_447861.1	NP_009991.2
OG0002714	XP_447862.1	NP_009990.1
OG0002715	XP_447863.1	NP_015165.1
OG0002716	XP_447864.1	NP_014888.1
OG0002717	XP_447865.1	NP_014887.3
OG0002718	XP_447866.1	NP_014886.1
OG0002719	XP_447867.1	NP_014885.3
OG0002720	XP_447868.1	NP_014884.1
OG0002721	XP_447872.1	NP_014875.3
OG0002722	XP_447874.1	NP_014879.1
OG0002723	XP_447876.1	NP_014881.2
OG0002724	XP_447879.1	NP_014871.3
OG0002725	XP_447881.1	NP_014869.3
OG0002726	XP_447882.1	NP_014867.1
OG0002727	XP_447883.1	NP_014866.3
OG0002728	XP_447885.1	NP_014864.4
OG0002729	XP_447886.1	NP_014863.1
OG0002730	XP_447887.1	NP_116641.1
OG0002731	XP_447888.1	NP_116640.1
OG0002732	XP_447889.1	NP_116638.1
OG0002733	XP_447890.1	NP_013961.1
OG0002734	XP_447891.1	NP_009538.1
OG0002735	XP_447892.1	NP_009537.1
OG0002736	XP_447894.1	NP_009535.1
OG0002737	XP_447895.1	NP_009534.1
OG0002738	XP_447896.1	NP_009533.1
OG0002739	XP_447897.1	NP_009532.1
OG0002740	XP_447898.1	NP_009531.1
OG0002741	XP_447899.1	NP_009530.1
OG0002742	XP_447900.1	NP_013518.3
OG0002743	XP_447901.1	NP_013521.3
OG0002744	XP_447902.1	NP_013522.1
OG0002745	XP_447903.1	NP_013523.3
OG0002746	XP_447905.1	NP_012730.1
OG0002747	XP_447906.1	NP_013524.1
OG0002748	XP_447907.1	NP_013525.3
OG0002749	XP_447908.1	NP_013526.1
OG0002750	XP_447910.1	NP_013527.3
OG0002751	XP_447911.1	NP_013528.1
OG0002752	XP_447912.1	NP_013529.3
OG0002753	XP_447913.1	NP_013530.1
OG0002754	XP_447914.1	NP_013531.3
OG0002755	XP_447915.1	NP_013533.1
OG0002756	XP_447916.1	NP_012489.2
OG0002757	XP_447917.1	NP_012488.3
OG0002758	XP_447919.1	NP_012486.3
OG0002759	XP_447920.1	NP_012485.1
OG0002760	XP_447921.1	NP_012484.1
OG0002761	XP_447923.1	NP_012482.1
OG0002762	XP_447924.1	NP_012481.3
OG0002763	XP_447925.1	NP_012480.1
OG0002764	XP_447926.1	NP_012479.1
OG0002765	XP_447927.1	NP_012478.3
OG0002766	XP_447928.1	NP_012476.1
OG0002767	XP_447929.1	NP_012475.3
OG0002768	XP_447931.1	NP_012474.1
OG0002769	XP_447932.1	NP_012473.1
OG0002770	XP_447933.1	NP_012472.1
OG0002771	XP_447934.1	NP_012470.1
OG0002772	XP_447935.1	NP_012469.3
OG0002773	XP_447936.1	NP_012467.1
OG0002774	XP_447937.1	NP_011418.1
OG0002775	XP_447938.1	NP_011417.1
OG0002776	XP_447940.1	NP_011416.3
OG0002777	XP_447942.1	NP_014319.1
OG0002778	XP_447943.1	NP_014318.3
OG0002779	XP_447944.1	NP_014317.4
OG0002780	XP_447945.1	NP_014316.3
OG0002781	XP_447946.1	NP_014315.1
OG0002782	XP_447947.1	NP_014314.3
OG0002783	XP_447948.1	NP_014313.1
OG0002784	XP_447949.1	NP_014311.3
OG0002785	XP_447950.1	NP_014309.3
OG0002786	XP_447951.1	NP_014260.3
OG0002787	XP_447952.1	NP_014247.1
OG0002788	XP_447953.1	NP_014248.3
OG0002789	XP_447954.1	NP_014250.1
OG0002790	XP_447955.1	NP_014251.1
OG0002791	XP_447956.1	NP_014252.2
OG0002792	XP_447961.1	NP_014240.1
OG0002793	XP_447965.1	NP_014244.1
OG0002794	XP_447966.1	NP_014258.1
OG0002795	XP_447967.1	NP_014246.1
OG0002796	XP_447968.1	NP_014257.1
OG0002797	XP_447970.1	NP_014238.3
OG0002798	XP_447971.1	NP_014236.1
OG0002799	XP_447972.1	NP_014235.1
OG0002800	XP_447973.1	NP_014234.3
OG0002801	XP_447974.1	NP_014233.1
OG0002802	XP_447975.1	NP_014232.1
OG0002803	XP_447976.1	NP_014231.1
OG0002804	XP_447977.1	NP_014230.1
OG0002805	XP_447978.1	NP_014227.4
OG0002806	XP_447979.1	NP_010105.1
OG0002807	XP_447980.1	NP_010104.1
OG0002808	XP_447983.1	NP_010101.1
OG0002809	XP_002999573.1	NP_010153.1
OG0002810	XP_447986.1	NP_011314.2
OG0002811	XP_447989.1	NP_013605.1
OG0002812	XP_447990.1	NP_013604.1
OG0002813	XP_447991.1	NP_013603.1
OG0002814	XP_447992.1	NP_013602.1
OG0002815	XP_447995.1	NP_013599.1
OG0002816	XP_447997.1	NP_013597.1
OG0002817	XP_447999.1	NP_013595.1
OG0002818	XP_448000.1	NP_015200.1
OG0002819	XP_448002.1	NP_015202.1
OG0002820	XP_448003.1	NP_015203.1
OG0002821	XP_448004.1	NP_015204.1
OG0002822	XP_448005.1	NP_015205.1
OG0002823	XP_448007.1	NP_015207.1
OG0002824	XP_448008.1	NP_015208.1
OG0002825	XP_448009.1	NP_015209.1
OG0002826	XP_448010.1	NP_015210.1
OG0002827	XP_448011.2	NP_015216.3
OG0002828	XP_448012.1	NP_015215.1
OG0002829	XP_448013.1	NP_015214.1
OG0002830	XP_448014.1	NP_015212.1
OG0002831	XP_448015.1	NP_014837.1
OG0002832	XP_448018.1	NP_015012.3
OG0002833	XP_448019.1	NP_009346.1
OG0002834	XP_448020.1	NP_015013.1
OG0002835	XP_448021.1	NP_015014.3
OG0002836	XP_448022.1	NP_015015.1
OG0002837	XP_448024.1	NP_014176.2
OG0002838	XP_448025.1	NP_014175.1
OG0002839	XP_448027.1	NP_014172.1
OG0002840	XP_448028.1	NP_014170.1
OG0002841	XP_448029.1	NP_014169.1
OG0002842	XP_448030.1	NP_014168.1
OG0002843	XP_448031.1	NP_014167.1
OG0002844	XP_448032.1	NP_014166.1
OG0002845	XP_448033.1	NP_014165.1
OG0002846	XP_448034.1	NP_014163.1
OG0002847	XP_448035.1	NP_014161.1
OG0002848	XP_448036.1	NP_014160.2
OG0002849	XP_448037.1	NP_014159.1
OG0002850	XP_448038.1	NP_014158.1
OG0002851	XP_448039.1	NP_014157.1
OG0002852	XP_448040.1	NP_014156.2
OG0002853	XP_448041.1	NP_014155.1
OG0002854	XP_448042.1	NP_014154.1
OG0002855	XP_448043.1	NP_014153.1
OG0002856	XP_448044.1	NP_014152.1
OG0002857	XP_448045.1	NP_014151.1
OG0002858	XP_448046.1	NP_014149.1
OG0002859	XP_448047.1	NP_014148.1
OG0002860	XP_448048.1	NP_014147.1
OG0002861	XP_448049.1	NP_014146.1
OG0002862	XP_448050.1	NP_014145.1
OG0002863	XP_448051.1	NP_014144.1
OG0002864	XP_448052.1	NP_014143.2
OG0002865	XP_448054.1	NP_014141.1
OG0002866	XP_002999574.1	NP_014140.1
OG0002867	XP_448055.1	NP_014139.2
OG0002868	XP_448056.1	NP_014138.1
OG0002869	XP_448057.1	NP_014137.1
OG0002870	XP_448058.1	NP_014136.1
OG0002871	XP_448059.1	NP_014135.1
OG0002872	XP_448060.1	NP_011562.1
OG0002873	XP_448061.1	NP_014134.1
OG0002874	XP_448062.1	NP_014132.1
OG0002875	XP_448065.1	NP_014128.2
OG0002876	XP_448066.1	NP_014127.1
OG0002877	XP_448067.1	NP_014126.1
OG0002878	XP_448069.1	NP_014124.1
OG0002879	XP_448070.1	NP_014122.1
OG0002880	XP_448073.1	NP_014120.1
OG0002881	XP_448074.1	NP_010787.3
OG0002882	XP_448076.1	NP_010791.3
OG0002883	XP_448078.1	NP_010794.3
OG0002884	XP_448079.1	NP_014727.1
OG0002885	XP_448080.1	NP_014728.1
OG0002886	XP_448082.1	NP_014730.2
OG0002887	XP_448083.1	NP_014732.1
OG0002888	XP_448084.1	NP_014733.1
OG0002889	XP_448085.1	NP_014734.2
OG0002890	XP_448087.1	NP_009380.1
OG0002891	XP_448089.1	NP_013308.1
OG0002892	XP_448090.1	NP_013309.1
OG0002893	XP_448091.1	NP_013310.1
OG0002894	XP_448093.1	NP_010133.1
OG0002895	XP_448094.1	NP_013312.2
OG0002896	XP_448095.1	NP_013313.1
OG0002897	XP_448096.1	NP_013314.1
OG0002898	XP_448097.1	NP_013316.1
OG0002899	XP_448098.1	NP_013317.1
OG0002900	XP_448099.1	NP_013319.1
OG0002901	XP_448100.1	NP_010086.2
OG0002902	XP_448105.1	NP_010091.2
OG0002903	XP_448106.1	NP_010092.2
OG0002904	XP_448107.1	NP_010146.1
OG0002905	XP_448108.1	NP_010095.1
OG0002906	XP_448109.1	NP_010149.1
OG0002907	XP_448110.1	NP_010150.1
OG0002908	XP_448113.1	NP_010154.1
OG0002909	XP_448114.1	NP_010155.1
OG0002910	XP_448115.1	NP_010156.2
OG0002911	XP_448116.1	NP_010157.1
OG0002912	XP_448117.1	NP_010158.1
OG0002913	XP_448118.1	NP_010159.1
OG0002914	XP_448119.1	NP_010160.1
OG0002915	XP_448120.1	NP_012186.1
OG0002916	XP_448121.1	NP_015301.1
