Orthogroup	CBS138_protein	BG2_protein
OG0002296	XP_447120.1	QNG14465.1
OG0002297	XP_447121.1	QNG14466.1
OG0002298	XP_447122.1	QNG14467.1
OG0002299	XP_447123.1	QNG14468.1
OG0002300	XP_447124.1	QNG14469.1
OG0002301	XP_447125.1	QNG14470.1
OG0002302	XP_447126.1	QNG14471.1
OG0002303	XP_447128.1	QNG14473.1
OG0002304	XP_447129.1	QNG14474.1
OG0002305	XP_447130.1	QNG14475.1
OG0002306	XP_447131.1	QNG14476.1
OG0002307	XP_447132.1	QNG14477.1
OG0002308	XP_447133.1	QNG14478.1
OG0002309	XP_447134.1	QNG14479.1
OG0002310	XP_447135.1	QNG14480.1
OG0002311	XP_447136.1	QNG14481.1
OG0002312	XP_447137.1	QNG14482.1
OG0002313	XP_447138.1	QNG14483.1
OG0002314	XP_447139.1	QNG14484.1
OG0002315	XP_447140.1	QNG14485.1
OG0002316	XP_447141.1	QNG14486.1
OG0002317	XP_447142.1	QNG14487.1
OG0002318	XP_447143.1	QNG14488.1
OG0002319	XP_447144.1	QNG14489.1
OG0002320	XP_447145.1	QNG14490.1
OG0002321	XP_447146.1	QNG14491.1
OG0002322	XP_447147.1	QNG14492.1
OG0002323	XP_447148.1	QNG14493.1
OG0002324	XP_447149.1	QNG14494.1
OG0002325	XP_447151.1	QNG14496.1
OG0002326	XP_447152.1	QNG14497.1
OG0002328	XP_447155.1	QNG14499.1
OG0002329	XP_447156.1	QNG14500.1
OG0002330	XP_447157.1	QNG14501.1
OG0002331	XP_447159.1	QNG14503.1
OG0002332	XP_447161.1	QNG14505.1
OG0002333	XP_447162.1	QNG14506.1
OG0002334	XP_447163.1	QNG14507.1
OG0002335	XP_447165.1	QNG14509.1
OG0002336	XP_447166.1	QNG14510.1
OG0002337	XP_447167.1	QNG14511.1
OG0002338	XP_447168.1	QNG14512.1
OG0002339	XP_447169.1	QNG14513.1
OG0002340	XP_447170.1	QNG14514.1
OG0002341	XP_002999554.1	QNG14515.1
OG0002342	XP_447171.1	QNG14516.1
OG0002343	XP_447172.1	QNG14517.1
OG0002344	XP_447173.1	QNG14518.1
OG0002345	XP_447174.1	QNG14519.1
OG0002346	XP_447175.1	QNG14520.1
OG0002347	XP_447176.1	QNG14521.1
OG0002348	XP_447181.1	QNG14526.1
OG0002349	XP_447183.1	QNG14528.1
OG0002350	XP_447184.1	QNG14529.1
OG0002351	XP_447186.1	QNG14531.1
OG0002352	XP_447187.1	QNG14532.1
OG0002353	XP_447188.1	QNG14533.1
OG0002354	XP_447193.1	QNG14538.1
OG0002355	XP_447194.1	QNG14539.1
OG0002356	XP_447195.1	QNG14540.1
OG0002357	XP_447198.1	QNG14543.1
OG0002358	XP_447200.1	QNG14545.1
OG0002359	XP_447203.1	QNG14548.1
OG0002360	XP_447204.1	QNG14549.1
OG0002361	XP_447205.1	QNG14550.1
OG0002362	XP_447206.1	QNG14551.1
OG0002363	XP_447209.1	QNG14554.1
OG0002364	XP_447210.1	QNG14555.1
OG0002365	XP_447212.1	QNG14557.1
OG0002366	XP_447213.1	QNG14558.1
OG0002367	XP_447214.1	QNG14559.1
OG0002368	XP_447217.1	QNG14562.1
OG0002369	XP_447218.1	QNG14563.1
OG0002370	XP_447219.1	QNG14564.1
OG0002371	XP_447220.1	QNG14565.1
OG0002372	XP_447221.1	QNG14566.1
OG0002373	XP_447222.1	QNG14567.1
OG0002374	XP_447223.1	QNG14568.1
OG0002375	XP_447224.1	QNG14569.1
OG0002376	XP_447227.1	QNG14572.1
OG0002377	XP_447228.1	QNG14573.1
OG0002378	XP_447229.1	QNG14574.1
OG0002379	XP_447230.1	QNG14575.1
OG0002380	XP_447234.1	QNG14579.1
OG0002381	XP_447236.1	QNG14581.1
OG0002382	XP_447237.1	QNG14582.1
OG0002383	XP_447238.1	QNG14583.1
OG0002384	XP_447239.1	QNG14584.1
OG0002385	XP_447240.1	QNG14585.1
OG0002386	XP_002999555.1	QNG14586.1
OG0002387	XP_447242.1	QNG14588.1
OG0002388	XP_447243.1	QNG14589.1
OG0002389	XP_447244.2	QNG14590.1
OG0002390	XP_447245.1	QNG14591.1
OG0002391	XP_447246.1	QNG14592.1
OG0002392	XP_447248.1	QNG14594.1
OG0002393	XP_447249.1	QNG14595.1
OG0002394	XP_447250.1	QNG14596.1
OG0002395	XP_447251.1	QNG14597.1
OG0002396	XP_447252.1	QNG14598.1
OG0002397	XP_447253.1	QNG14599.1
OG0002398	XP_447254.1	QNG14600.1
OG0002399	XP_447255.1	QNG14601.1
OG0002400	XP_447256.1	QNG14602.1
OG0002401	XP_447257.1	QNG14603.1
OG0002402	XP_447258.1	QNG14604.1
OG0002403	XP_447259.1	QNG14605.1
OG0002404	XP_445423.1	QNG14611.1
OG0002405	XP_445424.1	QNG14612.1
OG0002406	XP_448801.1	QNG14614.1
OG0002407	XP_448804.1	QNG14617.1
OG0002408	XP_448805.1	QNG14618.1
OG0002409	XP_448806.1	QNG14619.1
OG0002410	XP_448807.1	QNG14620.1
OG0002411	XP_448808.1	QNG14621.1
OG0002412	XP_448810.1	QNG14623.1
OG0002413	XP_448811.1	QNG14624.1
OG0002414	XP_448812.1	QNG14625.1
OG0002415	XP_448813.1	QNG14626.1
OG0002416	XP_448814.1	QNG14627.1
OG0002417	XP_448816.1	QNG14629.1
OG0002418	XP_448817.1	QNG14630.1
OG0002419	XP_447476.1	QNG14634.1
OG0002420	XP_447477.1	QNG14635.1
OG0002421	XP_447478.1	QNG14636.1
OG0002422	XP_447479.1	QNG14637.1
OG0002423	XP_447480.1	QNG14638.1
OG0002424	XP_447481.1	QNG14639.1
OG0002425	XP_447482.1	QNG14640.1
OG0002426	XP_447484.1	QNG14642.1
OG0002427	XP_447485.1	QNG14643.1
OG0002428	XP_447486.1	QNG14644.1
OG0002429	XP_447487.1	QNG14645.1
OG0002430	XP_447490.1	QNG14648.1
OG0002431	XP_447491.1	QNG14649.1
OG0002432	XP_447492.1	QNG14650.1
OG0002433	XP_447494.1	QNG14652.1
OG0002434	XP_447495.1	QNG14653.1
OG0002435	XP_447496.1	QNG14654.1
OG0002436	XP_447498.1	QNG14656.1
OG0002437	XP_447499.1	QNG14657.1
OG0002438	XP_447500.1	QNG14658.1
OG0002439	XP_447501.1	QNG14659.1
OG0002440	XP_447502.1	QNG14660.1
OG0002441	XP_447503.1	QNG14661.1
OG0002442	XP_447506.1	QNG14664.1
OG0002443	XP_447507.1	QNG14665.1
OG0002444	XP_447508.1	QNG14667.1
OG0002445	XP_447509.1	QNG14668.1
OG0002446	XP_447510.1	QNG14669.1
OG0002447	XP_447511.1	QNG14670.1
OG0002448	XP_447512.1	QNG14671.1
OG0002449	XP_447513.1	QNG14672.1
OG0002450	XP_447514.1	QNG14673.1
OG0002451	XP_447515.1	QNG14674.1
OG0002452	XP_447516.1	QNG14675.1
OG0002453	XP_447517.1	QNG14676.1
OG0002454	XP_447521.1	QNG14680.1
OG0002455	XP_447523.1	QNG14682.1
OG0002456	XP_447524.1	QNG14683.1
OG0002457	XP_447525.1	QNG14684.1
OG0002458	XP_447526.1	QNG14685.1
OG0002459	XP_447527.1	QNG14686.1
OG0002460	XP_447528.1	QNG14687.1
OG0002461	XP_447529.1	QNG14688.1
OG0002462	XP_447530.1	QNG14689.1
OG0002463	XP_447531.1	QNG14690.1
OG0002464	XP_002999560.1	QNG14691.1
OG0002465	XP_447532.1	QNG14692.1
OG0002466	XP_447533.1	QNG14693.1
OG0002467	XP_447534.1	QNG14694.1
OG0002468	XP_447535.1	QNG14695.1
OG0002469	XP_447536.1	QNG14696.1
OG0002470	XP_447537.1	QNG14697.1
OG0002471	XP_447539.1	QNG14699.1
OG0002472	XP_447540.1	QNG14700.1
OG0002473	XP_447541.1	QNG14701.1
OG0002474	XP_447542.1	QNG14702.1
OG0002475	XP_447543.1	QNG14703.1
OG0002476	XP_447545.1	QNG14705.1
OG0002477	XP_447546.1	QNG14706.1
OG0002478	XP_447547.1	QNG14707.1
OG0002479	XP_447548.1	QNG14708.1
OG0002480	XP_447549.1	QNG14709.1
OG0002481	XP_447550.1	QNG14710.1
OG0002482	XP_447551.1	QNG14711.1
OG0002483	XP_447552.1	QNG14712.1
OG0002484	XP_447553.1	QNG14713.1
OG0002485	XP_447554.1	QNG14714.1
OG0002486	XP_447555.1	QNG14715.1
OG0002487	XP_447556.1	QNG14716.1
OG0002488	XP_447557.1	QNG14717.1
OG0002489	XP_447558.1	QNG14718.1
OG0002490	XP_447559.1	QNG14719.1
OG0002491	XP_447560.1	QNG14720.1
OG0002492	XP_447561.1	QNG14721.1
OG0002493	XP_447562.1	QNG14722.1
OG0002494	XP_447563.1	QNG14723.1
OG0002495	XP_447564.1	QNG14724.1
OG0002496	XP_447566.1	QNG14726.1
OG0002497	XP_447568.1	QNG14728.1
OG0002498	XP_447569.1	QNG14729.1
OG0002499	XP_447570.1	QNG14730.1
OG0002500	XP_447571.1	QNG14731.1
OG0002501	XP_447573.1	QNG14733.1
OG0002502	XP_447574.1	QNG14734.1
OG0002503	XP_447576.1	QNG14736.1
OG0002504	XP_447577.1	QNG14737.1
OG0002505	XP_447578.1	QNG14738.1
OG0002506	XP_447579.1	QNG14739.1
OG0002507	XP_447580.1	QNG14740.1
OG0002508	XP_447581.1	QNG14741.1
OG0002509	XP_447582.1	QNG14742.1
OG0002510	XP_447583.1	QNG14743.1
OG0002511	XP_447585.1	QNG14745.1
OG0002512	XP_447587.1	QNG14747.1
OG0002513	XP_447588.1	QNG14748.1
OG0002514	XP_447589.1	QNG14749.1
OG0002515	XP_447591.1	QNG14751.1
OG0002516	XP_447594.1	QNG14754.1
OG0002517	XP_447595.1	QNG14755.1
OG0002518	XP_002999562.1	QNG14756.1
OG0002519	XP_447596.1	QNG14757.1
OG0002520	XP_447597.1	QNG14758.1
OG0002521	XP_447598.1	QNG14759.1
OG0002522	XP_447600.1	QNG14761.1
OG0002523	XP_447601.1	QNG14762.1
OG0002524	XP_447602.1	QNG14763.1
OG0002525	XP_447604.1	QNG14765.1
OG0002526	XP_447605.1	QNG14766.1
OG0002527	XP_447606.1	QNG14767.1
OG0002528	XP_447607.1	QNG14768.1
OG0002529	XP_447608.1	QNG14769.1
OG0002530	XP_447609.1	QNG14770.1
OG0002531	XP_447610.1	QNG14771.1
OG0002532	XP_447611.1	QNG14772.1
OG0002533	XP_447612.1	QNG14773.1
OG0002534	XP_447613.1	QNG14774.1
OG0002535	XP_447614.1	QNG14775.1
OG0002536	XP_447616.1	QNG14777.1
OG0002537	XP_447617.1	QNG14778.1
OG0002538	XP_447618.1	QNG14779.1
OG0002539	XP_447619.1	QNG14780.1
OG0002540	XP_447620.1	QNG14781.1
OG0002541	XP_447621.1	QNG14782.1
OG0002542	XP_447622.1	QNG14783.1
OG0002543	XP_447624.1	QNG14785.1
OG0002544	XP_447625.1	QNG14786.1
OG0002545	XP_447626.1	QNG14787.1
OG0002546	XP_447627.1	QNG14788.1
OG0002547	XP_447628.1	QNG14789.1
OG0002548	XP_447629.1	QNG14790.1
OG0002549	XP_447631.1	QNG14792.1
OG0002550	XP_447632.1	QNG14793.1
OG0002551	XP_447633.1	QNG14794.1
OG0002552	XP_447634.1	QNG14795.1
OG0002553	XP_447636.1	QNG14797.1
OG0002554	XP_447637.1	QNG14798.1
OG0002555	XP_447638.1	QNG14799.1
OG0002556	XP_447639.1	QNG14800.1
OG0002557	XP_447640.1	QNG14801.1
OG0002558	XP_447643.1	QNG14804.1
OG0002559	XP_447644.1	QNG14805.1
OG0002560	XP_447645.1	QNG14806.1
OG0002561	XP_447647.1	QNG14808.1
OG0002562	XP_447648.1	QNG14809.1
OG0002563	XP_447649.1	QNG14810.1
OG0002564	XP_447650.1	QNG14811.1
OG0002565	XP_447651.1	QNG14812.1
OG0002566	XP_447652.1	QNG14813.1
OG0002567	XP_447653.1	QNG14814.1
OG0002568	XP_447654.1	QNG14815.1
OG0002569	XP_447655.1	QNG14816.1
OG0002570	XP_447657.1	QNG14818.1
OG0002571	XP_447658.1	QNG14819.1
OG0002572	XP_447660.1	QNG14821.1
OG0002573	XP_447661.1	QNG14822.1
OG0002574	XP_447662.1	QNG14823.1
OG0002575	XP_447663.1	QNG14824.1
OG0002576	XP_447664.1	QNG14825.1
OG0002577	XP_447667.1	QNG14828.1
OG0002578	XP_447668.1	QNG14829.1
OG0002579	XP_447671.1	QNG14832.1
OG0002580	XP_447672.1	QNG14833.1
OG0002581	XP_447673.1	QNG14834.1
OG0002582	XP_447674.1	QNG14835.1
OG0002583	XP_447676.1	QNG14837.1
OG0002584	XP_447678.1	QNG14839.1
OG0002585	XP_447679.1	QNG14840.1
OG0002586	XP_447680.1	QNG14841.1
OG0002587	XP_447681.1	QNG14842.1
OG0002588	XP_447682.1	QNG14843.1
OG0002589	XP_447688.1	QNG14850.1
OG0002590	XP_447692.1	QNG14853.1
OG0002591	XP_447693.1	QNG14854.1
OG0002592	XP_447694.1	QNG14855.1
OG0002593	XP_447695.1	QNG14856.1
OG0002594	XP_447697.1	QNG14858.1
OG0002595	XP_447698.1	QNG14859.1
OG0002596	XP_447699.1	QNG14860.1
OG0002597	XP_447700.1	QNG14861.1
OG0002598	XP_447701.1	QNG14862.1
OG0002599	XP_447702.1	QNG14863.1
OG0002600	XP_447704.1	QNG14865.1
OG0002601	XP_447706.1	QNG14866.1
OG0002602	XP_447709.1	QNG14869.1
OG0002603	XP_447710.1	QNG14870.1
OG0002604	XP_447711.1	QNG14871.1
OG0002605	XP_447713.1	QNG14873.1
OG0002606	XP_447714.1	QNG14874.1
OG0002607	XP_447715.1	QNG14875.1
OG0002608	XP_447716.1	QNG14876.1
OG0002609	XP_447717.1	QNG14877.1
OG0002610	XP_447720.1	QNG14882.1
OG0002611	XP_447721.1	QNG14883.1
OG0002612	XP_447723.1	QNG14885.1
OG0002613	XP_447724.1	QNG14886.1
OG0002614	XP_447725.1	QNG14887.1
OG0002615	XP_447728.1	QNG14890.1
OG0002616	XP_447729.1	QNG14891.1
OG0002617	XP_447730.1	QNG14892.1
OG0002618	XP_447732.1	QNG14894.1
OG0002619	XP_447733.1	QNG14895.1
OG0002620	XP_447734.1	QNG14896.1
OG0002621	XP_447735.1	QNG14897.1
OG0002622	XP_447736.1	QNG14898.1
OG0002623	XP_447737.1	QNG14899.1
OG0002624	XP_447738.1	QNG14900.1
OG0002625	XP_447739.1	QNG14901.1
OG0002626	XP_447740.1	QNG14902.1
OG0002627	XP_447741.1	QNG14903.1
OG0002628	XP_447742.1	QNG14904.1
OG0002629	XP_447743.1	QNG14905.1
OG0002630	XP_447745.1	QNG14907.1
OG0002631	XP_447746.1	QNG14908.1
OG0002632	XP_447747.1	QNG14909.1
OG0002633	XP_447748.1	QNG14910.1
OG0002634	XP_447750.1	QNG14912.1
OG0002635	XP_447751.1	QNG14913.1
OG0002636	XP_447752.1	QNG14914.1
OG0002637	XP_447753.1	QNG14915.1
OG0002638	XP_447754.1	QNG14916.1
OG0002639	XP_447755.1	QNG14918.1
OG0002640	XP_447756.1	QNG14919.1
OG0002641	XP_447757.1	QNG14920.1
OG0002642	XP_447758.2	QNG14921.1
OG0002643	XP_447759.1	QNG14922.1
OG0002644	XP_447760.1	QNG14923.1
OG0002645	XP_447761.1	QNG14924.1
OG0002646	XP_447762.1	QNG14925.1
OG0002647	XP_447763.1	QNG14926.1
OG0002648	XP_447764.1	QNG14927.1
OG0002649	XP_447765.1	QNG14928.1
OG0002650	XP_447766.1	QNG14929.1
OG0002651	XP_447767.1	QNG14930.1
OG0002652	XP_447768.1	QNG14931.1
OG0002653	XP_447769.1	QNG14932.1
OG0002654	XP_447772.1	QNG14935.1
OG0002655	XP_447776.1	QNG14939.1
OG0002656	XP_447777.1	QNG14940.1
OG0002657	XP_447778.1	QNG14941.1
OG0002658	XP_447781.1	QNG14943.1
OG0002659	XP_002999566.1	QNG14944.1
OG0002660	XP_447785.1	QNG14948.1
OG0002661	XP_447787.1	QNG14950.1
OG0002662	XP_447788.1	QNG14951.1
OG0002663	XP_447789.1	QNG14952.1
OG0002664	XP_447790.1	QNG14953.1
OG0002665	XP_447791.1	QNG14954.1
OG0002666	XP_447792.1	QNG14955.1
OG0002667	XP_447795.1	QNG14958.1
OG0002668	XP_447796.1	QNG14959.1
OG0002669	XP_447797.1	QNG14960.1
OG0002670	XP_447798.1	QNG14961.1
OG0002671	XP_447799.1	QNG14962.1
OG0002672	XP_447800.1	QNG14963.1
OG0002673	XP_447801.1	QNG14964.1
OG0002674	XP_447802.1	QNG14965.1
OG0002675	XP_447803.1	QNG14966.1
OG0002676	XP_447804.1	QNG14967.1
OG0002677	XP_447805.1	QNG14968.1
OG0002678	XP_447806.1	QNG14970.1
OG0002679	XP_447808.1	QNG14971.1
OG0002680	XP_447809.1	QNG14972.1
OG0002681	XP_447810.1	QNG14973.1
OG0002682	XP_447811.1	QNG14974.1
OG0002683	XP_447812.1	QNG14975.1
OG0002684	XP_447813.1	QNG14976.1
OG0002685	XP_447820.1	QNG14982.1
OG0002686	XP_447821.1	QNG14983.1
OG0002687	XP_447825.1	QNG14987.1
OG0002688	XP_447826.1	QNG14988.1
OG0002689	XP_447827.1	QNG14989.1
OG0002690	XP_447828.1	QNG14990.1
OG0002691	XP_447829.1	QNG14991.1
OG0002692	XP_447831.1	QNG14993.1
OG0002693	XP_447833.1	QNG14995.1
OG0002694	XP_447834.1	QNG14996.1
OG0002695	XP_447837.2	QNG14998.1
OG0002696	XP_447838.1	QNG14999.1
OG0002697	XP_447839.1	QNG15000.1
OG0002698	XP_447840.1	QNG15001.1
OG0002699	XP_447842.1	QNG15003.1
OG0002700	XP_447843.1	QNG15004.1
OG0002701	XP_002999570.1	QNG15007.1
OG0002702	XP_447846.1	QNG15008.1
OG0002703	XP_447847.1	QNG15009.1
OG0002704	XP_447848.1	QNG15010.1
OG0002705	XP_447849.1	QNG15011.1
OG0002706	XP_447850.1	QNG15012.1
OG0002707	XP_447851.1	QNG15013.1
OG0002708	XP_447854.1	QNG15016.1
OG0002709	XP_447855.1	QNG15017.1
OG0002710	XP_447856.1	QNG15018.1
OG0002711	XP_447858.1	QNG15020.1
OG0002712	XP_447860.1	QNG15022.1
OG0002713	XP_447861.1	QNG15023.1
OG0002714	XP_447862.1	QNG15024.1
OG0002715	XP_447863.1	QNG15025.1
OG0002716	XP_447864.1	QNG15026.1
OG0002717	XP_447865.1	QNG15027.1
OG0002718	XP_447866.1	QNG15028.1
OG0002719	XP_447867.1	QNG15029.1
OG0002720	XP_447868.1	QNG15030.1
OG0002721	XP_447872.1	QNG15033.1
OG0002722	XP_447874.1	QNG15035.1
OG0002723	XP_447876.1	QNG15037.1
OG0002724	XP_447879.1	QNG15040.1
OG0002725	XP_447881.1	QNG15042.1
OG0002726	XP_447882.1	QNG15043.1
OG0002727	XP_447883.1	QNG15044.1
OG0002728	XP_447885.1	QNG15046.1
OG0002729	XP_447886.1	QNG15047.1
OG0002730	XP_447887.1	QNG15048.1
OG0002731	XP_447888.1	QNG15049.1
OG0002732	XP_447889.1	QNG15050.1
OG0002733	XP_447890.1	QNG15051.1
OG0002734	XP_447891.1	QNG15052.1
OG0002735	XP_447892.1	QNG15053.1
OG0002736	XP_447894.1	QNG15055.1
OG0002737	XP_447895.1	QNG15056.1
OG0002738	XP_447896.1	QNG15057.1
OG0002739	XP_447897.1	QNG15058.1
OG0002740	XP_447898.1	QNG15059.1
OG0002741	XP_447899.1	QNG15060.1
OG0002742	XP_447900.1	QNG15061.1
OG0002743	XP_447901.1	QNG15062.1
OG0002744	XP_447902.1	QNG15063.1
OG0002745	XP_447903.1	QNG15064.1
OG0002746	XP_447905.1	QNG15066.1
OG0002747	XP_447906.1	QNG15067.1
OG0002748	XP_447907.1	QNG15068.1
OG0002749	XP_447908.1	QNG15069.1
OG0002750	XP_447910.1	QNG15071.1
OG0002751	XP_447911.1	QNG15072.1
OG0002752	XP_447912.1	QNG15073.1
OG0002753	XP_447913.1	QNG15074.1
OG0002754	XP_447914.1	QNG15075.1
OG0002755	XP_447915.1	QNG15076.1
OG0002756	XP_447916.1	QNG15077.1
OG0002757	XP_447917.1	QNG15078.1
OG0002758	XP_447919.1	QNG15080.1
OG0002759	XP_447920.1	QNG15081.1
OG0002760	XP_447921.1	QNG15082.1
OG0002761	XP_447923.1	QNG15084.1
OG0002762	XP_447924.1	QNG15085.1
OG0002763	XP_447925.1	QNG15086.1
OG0002764	XP_447926.1	QNG15087.1
OG0002765	XP_447927.1	QNG15088.1
OG0002766	XP_447928.1	QNG15089.1
OG0002767	XP_447929.1	QNG15090.1
OG0002768	XP_447931.1	QNG15091.1
OG0002769	XP_447932.1	QNG15092.1
OG0002770	XP_447933.1	QNG15094.1
OG0002771	XP_447934.1	QNG15095.1
OG0002772	XP_447935.1	QNG15096.1
OG0002773	XP_447936.1	QNG15097.1
OG0002774	XP_447937.1	QNG15098.1
OG0002775	XP_447938.1	QNG15099.1
OG0002776	XP_447940.1	QNG15101.1
OG0002777	XP_447942.1	QNG15103.1
OG0002778	XP_447943.1	QNG15104.1
OG0002779	XP_447944.1	QNG15105.1
OG0002780	XP_447945.1	QNG15106.1
OG0002781	XP_447946.1	QNG15107.1
OG0002782	XP_447947.1	QNG15108.1
OG0002783	XP_447948.1	QNG15109.1
OG0002784	XP_447949.1	QNG15110.1
OG0002785	XP_447950.1	QNG15111.1
OG0002786	XP_447951.1	QNG15112.1
OG0002787	XP_447952.1	QNG15113.1
OG0002788	XP_447953.1	QNG15114.1
OG0002789	XP_447954.1	QNG15115.1
OG0002790	XP_447955.1	QNG15116.1
OG0002791	XP_447956.1	QNG15117.1
OG0002792	XP_447961.1	QNG15122.1
OG0002793	XP_447965.1	QNG15126.1
OG0002794	XP_447966.1	QNG15127.1
OG0002795	XP_447967.1	QNG15128.1
OG0002796	XP_447968.1	QNG15129.1
OG0002797	XP_447970.1	QNG15131.1
OG0002798	XP_447971.1	QNG15133.1
OG0002799	XP_447972.1	QNG15134.1
OG0002800	XP_447973.1	QNG15135.1
OG0002801	XP_447974.1	QNG15136.1
OG0002802	XP_447975.1	QNG15137.1
OG0002803	XP_447976.1	QNG15138.1
OG0002804	XP_447977.1	QNG15139.1
OG0002805	XP_447978.1	QNG15140.1
OG0002806	XP_447979.1	QNG15141.1
OG0002807	XP_447980.1	QNG15142.1
OG0002808	XP_447983.1	QNG15145.1
OG0002809	XP_002999573.1	QNG15146.1
OG0002810	XP_447986.1	QNG15149.1
OG0002811	XP_447989.1	QNG15152.1
OG0002812	XP_447990.1	QNG15153.1
OG0002813	XP_447991.1	QNG15154.1
OG0002814	XP_447992.1	QNG15155.1
OG0002815	XP_447995.1	QNG15158.1
OG0002816	XP_447997.1	QNG15160.1
OG0002817	XP_447999.1	QNG15162.1
OG0002818	XP_448000.1	QNG15163.1
OG0002819	XP_448002.1	QNG15165.1
OG0002820	XP_448003.1	QNG15166.1
OG0002821	XP_448004.1	QNG15167.1
OG0002822	XP_448005.1	QNG15168.1
OG0002823	XP_448007.1	QNG15170.1
OG0002824	XP_448008.1	QNG15171.1
OG0002825	XP_448009.1	QNG15172.1
OG0002826	XP_448010.1	QNG15173.1
OG0002827	XP_448011.2	QNG15174.1
OG0002828	XP_448012.1	QNG15175.1
OG0002829	XP_448013.1	QNG15176.1
OG0002830	XP_448014.1	QNG15177.1
OG0002831	XP_448015.1	QNG15178.1
OG0002832	XP_448018.1	QNG15181.1
OG0002833	XP_448019.1	QNG15182.1
OG0002834	XP_448020.1	QNG15183.1
OG0002835	XP_448021.1	QNG15184.1
OG0002836	XP_448022.1	QNG15185.1
OG0002837	XP_448024.1	QNG15187.1
OG0002838	XP_448025.1	QNG15188.1
OG0002839	XP_448027.1	QNG15190.1
OG0002840	XP_448028.1	QNG15191.1
OG0002841	XP_448029.1	QNG15192.1
OG0002842	XP_448030.1	QNG15193.1
OG0002843	XP_448031.1	QNG15194.1
OG0002844	XP_448032.1	QNG15195.1
OG0002845	XP_448033.1	QNG15196.1
OG0002846	XP_448034.1	QNG15197.1
OG0002847	XP_448035.1	QNG15198.1
OG0002848	XP_448036.1	QNG15199.1
OG0002849	XP_448037.1	QNG15200.1
OG0002850	XP_448038.1	QNG15201.1
OG0002851	XP_448039.1	QNG15202.1
OG0002852	XP_448040.1	QNG15203.1
OG0002853	XP_448041.1	QNG15204.1
OG0002854	XP_448042.1	QNG15205.1
OG0002855	XP_448043.1	QNG15206.1
OG0002856	XP_448044.1	QNG15207.1
OG0002857	XP_448045.1	QNG15208.1
OG0002858	XP_448046.1	QNG15209.1
OG0002859	XP_448047.1	QNG15210.1
OG0002860	XP_448048.1	QNG15211.1
OG0002861	XP_448049.1	QNG15212.1
OG0002862	XP_448050.1	QNG15213.1
OG0002863	XP_448051.1	QNG15214.1
OG0002864	XP_448052.1	QNG15215.1
OG0002865	XP_448054.1	QNG15217.1
OG0002866	XP_002999574.1	QNG15218.1
OG0002867	XP_448055.1	QNG15219.1
OG0002868	XP_448056.1	QNG15220.1
OG0002869	XP_448057.1	QNG15221.1
OG0002870	XP_448058.1	QNG15222.1
OG0002871	XP_448059.1	QNG15223.1
OG0002872	XP_448060.1	QNG15224.1
OG0002873	XP_448061.1	QNG15225.1
OG0002874	XP_448062.1	QNG15226.1
OG0002875	XP_448065.1	QNG15229.1
OG0002876	XP_448066.1	QNG15230.1
OG0002877	XP_448067.1	QNG15231.1
OG0002878	XP_448069.1	QNG15233.1
OG0002879	XP_448070.1	QNG15234.1
OG0002880	XP_448073.1	QNG15236.1
OG0002881	XP_448074.1	QNG15237.1
OG0002882	XP_448076.1	QNG15239.1
OG0002883	XP_448078.1	QNG15241.1
OG0002884	XP_448079.1	QNG15242.1
OG0002885	XP_448080.1	QNG15243.1
OG0002886	XP_448082.1	QNG15245.1
OG0002887	XP_448083.1	QNG15246.1
OG0002888	XP_448084.1	QNG15247.1
OG0002889	XP_448085.1	QNG15248.1
OG0002890	XP_448087.1	QNG15249.1
OG0002891	XP_448089.1	QNG15251.1
OG0002892	XP_448090.1	QNG15252.1
OG0002893	XP_448091.1	QNG15253.1
OG0002894	XP_448093.1	QNG15255.1
OG0002895	XP_448094.1	QNG15256.1
OG0002896	XP_448095.1	QNG15257.1
OG0002897	XP_448096.1	QNG15258.1
OG0002898	XP_448097.1	QNG15259.1
OG0002899	XP_448098.1	QNG15260.1
OG0002900	XP_448099.1	QNG15261.1
OG0002901	XP_448100.1	QNG15262.1
OG0002902	XP_448105.1	QNG15267.1
OG0002903	XP_448106.1	QNG15268.1
OG0002904	XP_448107.1	QNG15269.1
OG0002905	XP_448108.1	QNG15270.1
OG0002906	XP_448109.1	QNG15271.1
OG0002907	XP_448110.1	QNG15272.1
OG0002908	XP_448113.1	QNG15275.1
OG0002909	XP_448114.1	QNG15276.1
OG0002910	XP_448115.1	QNG15277.1
OG0002911	XP_448116.1	QNG15278.1
OG0002912	XP_448117.1	QNG15279.1
OG0002913	XP_448118.1	QNG15280.1
OG0002914	XP_448119.1	QNG15281.1
OG0002915	XP_448120.1	QNG15282.1
OG0002916	XP_448121.1	QNG15283.1
OG0002917	XP_448122.1	QNG15284.1
OG0002918	XP_448123.1	QNG15285.1
OG0002919	XP_448124.1	QNG15286.1
OG0002920	XP_448126.1	QNG15288.1
OG0002921	XP_448127.1	QNG15289.1
OG0002922	XP_448128.1	QNG15290.1
OG0002923	XP_448129.1	QNG15291.1
OG0002924	XP_448130.1	QNG15292.1
OG0002925	XP_448131.1	QNG15293.1
OG0002926	XP_448132.1	QNG15294.1
OG0002927	XP_448133.1	QNG15295.1
OG0002928	XP_448134.1	QNG15296.1
OG0002929	XP_448135.1	QNG15297.1
OG0002930	XP_448136.1	QNG15298.1
OG0002931	XP_448137.1	QNG15299.1
