Orthogroup	BG2_protein	sacCer_protein
OG0002286	QNG14453.1	NP_010603.3
OG0002287	QNG14454.1	NP_011937.1
OG0002288	QNG14455.1	NP_011936.1
OG0002289	QNG14456.1	NP_010602.3
OG0002290	QNG14457.1	NP_011935.1
OG0002291	QNG14458.1	NP_010601.3
OG0002292	QNG14459.1	NP_010600.1
OG0002293	QNG14460.1	NP_010599.1
OG0002294	QNG14462.1	NP_010769.3
OG0002295	QNG14463.1	NP_010770.3
OG0002296	QNG14465.1	NP_009713.1
OG0002297	QNG14466.1	NP_009714.3
OG0002298	QNG14467.1	NP_009715.4
OG0002299	QNG14468.1	NP_009716.1
OG0002300	QNG14469.1	NP_009717.1
OG0002301	QNG14470.1	NP_009718.3
OG0002302	QNG14471.1	NP_011260.1
OG0002303	QNG14473.1	NP_011263.2
OG0002304	QNG14474.1	NP_011264.2
OG0002305	QNG14475.1	NP_011265.1
OG0002306	QNG14476.1	NP_011266.1
OG0002307	QNG14477.1	NP_011267.1
OG0002308	QNG14478.1	NP_011270.1
OG0002309	QNG14479.1	NP_011271.1
OG0002310	QNG14480.1	NP_011272.1
OG0002311	QNG14481.1	NP_011273.1
OG0002312	QNG14482.1	NP_011274.2
OG0002313	QNG14483.1	NP_011276.1
OG0002314	QNG14484.1	NP_011277.1
OG0002315	QNG14485.1	NP_011278.2
OG0002316	QNG14486.1	NP_011280.1
OG0002317	QNG14487.1	NP_011281.1
OG0002318	QNG14488.1	NP_011282.1
OG0002319	QNG14489.1	NP_011283.1
OG0002320	QNG14490.1	NP_010232.1
OG0002321	QNG14491.1	NP_010234.1
OG0002322	QNG14492.1	NP_014192.1
OG0002323	QNG14493.1	NP_014193.1
OG0002324	QNG14494.1	NP_014197.2
OG0002325	QNG14496.1	NP_014675.1
OG0002326	QNG14497.1	NP_014673.1
OG0002327	QNG14498.1	NP_014671.1, NP_010545.3
OG0002328	QNG14499.1	NP_014670.1
OG0002329	QNG14500.1	NP_014669.1
OG0002330	QNG14501.1	NP_014668.1
OG0002331	QNG14503.1	NP_014663.1
OG0002332	QNG14505.1	NP_010335.1
OG0002333	QNG14506.1	NP_010334.1
OG0002334	QNG14507.1	NP_010332.3
OG0002335	QNG14509.1	NP_010330.1
OG0002336	QNG14510.1	NP_009655.2
OG0002337	QNG14511.1	NP_009654.3
OG0002338	QNG14512.1	NP_009653.2
OG0002339	QNG14513.1	NP_009652.2
OG0002340	QNG14514.1	NP_009649.1
OG0002341	QNG14515.1	NP_009647.2
OG0002342	QNG14516.1	NP_015376.1
OG0002343	QNG14517.1	NP_015374.1
OG0002344	QNG14518.1	NP_015373.1
OG0002345	QNG14519.1	NP_015372.2
OG0002346	QNG14520.1	NP_015371.1
OG0002347	QNG14521.1	NP_015370.1
OG0002348	QNG14526.1	NP_015099.1
OG0002349	QNG14528.1	NP_013897.1
OG0002350	QNG14529.1	NP_013895.1
OG0002351	QNG14531.1	NP_011377.1
OG0002352	QNG14532.1	NP_011378.1
OG0002353	QNG14533.1	NP_011379.1
OG0002354	QNG14538.1	NP_011996.2
OG0002355	QNG14539.1	NP_011995.1
OG0002356	QNG14540.1	NP_015063.1
OG0002357	QNG14543.1	NP_012724.1
OG0002358	QNG14545.1	NP_011291.1
OG0002359	QNG14548.1	NP_011697.3
OG0002360	QNG14549.1	NP_011699.1
OG0002361	QNG14550.1	NP_011700.1
OG0002362	QNG14551.1	NP_011701.3
OG0002363	QNG14554.1	NP_010932.1
OG0002364	QNG14555.1	NP_010931.3
OG0002365	QNG14557.1	NP_010930.1
OG0002366	QNG14558.1	NP_010929.3
OG0002367	QNG14559.1	NP_010928.1
OG0002368	QNG14562.1	NP_010926.3
OG0002369	QNG14563.1	NP_010925.1
OG0002370	QNG14564.1	NP_010924.1
OG0002371	QNG14565.1	NP_010922.1
OG0002372	QNG14566.1	NP_010921.1
OG0002373	QNG14567.1	NP_010920.3
OG0002374	QNG14568.1	NP_010919.1
OG0002375	QNG14569.1	NP_010289.3
OG0002376	QNG14572.1	NP_009565.1
OG0002377	QNG14573.1	NP_009601.2
OG0002378	QNG14574.1	NP_009602.1
OG0002379	QNG14575.1	NP_009603.1
OG0002380	QNG14579.1	NP_009609.1
OG0002381	QNG14581.1	NP_009611.1
OG0002382	QNG14582.1	NP_009612.1
OG0002383	QNG14583.1	NP_010320.3
OG0002384	QNG14584.1	NP_009613.1
OG0002385	QNG14585.1	NP_009614.2
OG0002386	QNG14586.1	NP_116327.3
OG0002387	QNG14588.1	NP_009616.1
OG0002388	QNG14589.1	NP_009617.3
OG0002389	QNG14590.1	NP_009618.2
OG0002390	QNG14591.1	NP_010176.1
OG0002391	QNG14592.1	NP_010175.1
OG0002392	QNG14594.1	NP_010173.1
OG0002393	QNG14595.1	NP_010172.1
OG0002394	QNG14596.1	NP_010171.1
OG0002395	QNG14597.1	NP_010170.1
OG0002396	QNG14598.1	NP_010169.1
OG0002397	QNG14599.1	NP_010168.4
OG0002398	QNG14600.1	NP_010167.1
OG0002399	QNG14601.1	NP_010166.1
OG0002400	QNG14602.1	NP_010164.1
OG0002401	QNG14603.1	NP_010162.1
OG0002402	QNG14604.1	NP_010161.1
OG0002403	QNG14605.1	NP_014382.1
OG0002404	QNG14611.1	NP_009342.2
OG0002405	QNG14612.1	NP_009343.1
OG0002406	QNG14614.1	NP_015016.3
OG0002407	QNG14617.1	NP_012215.1
OG0002408	QNG14618.1	NP_012216.1
OG0002409	QNG14619.1	NP_012217.3
OG0002410	QNG14620.1	NP_010975.3
OG0002411	QNG14621.1	NP_012218.1
OG0002412	QNG14623.1	NP_012220.3
OG0002413	QNG14624.1	NP_012221.2
OG0002414	QNG14625.1	NP_012222.1
OG0002415	QNG14626.1	NP_012223.3
OG0002416	QNG14627.1	NP_012224.1
OG0002417	QNG14629.1	NP_012225.1
OG0002418	QNG14630.1	NP_012226.3
OG0002419	QNG14634.1	NP_012229.1
OG0002420	QNG14635.1	NP_012230.3
OG0002421	QNG14636.1	NP_012231.1
OG0002422	QNG14637.1	NP_116695.3
OG0002423	QNG14638.1	NP_012241.1
OG0002424	QNG14639.1	NP_012238.1
OG0002425	QNG14640.1	NP_012237.1
OG0002426	QNG14642.1	NP_012866.1
OG0002427	QNG14643.1	NP_012865.1
OG0002428	QNG14644.1	NP_012864.1
OG0002429	QNG14645.1	NP_011026.3
OG0002430	QNG14648.1	NP_011021.3
OG0002431	QNG14649.1	NP_014414.3
OG0002432	QNG14650.1	NP_014412.1
OG0002433	QNG14652.1	NP_014410.3
OG0002434	QNG14653.1	NP_014409.1
OG0002435	QNG14654.1	NP_014408.1
OG0002436	QNG14656.1	NP_013930.1
OG0002437	QNG14657.1	NP_014407.3
OG0002438	QNG14658.1	NP_014406.1
OG0002439	QNG14659.1	NP_014405.1
OG0002440	QNG14660.1	NP_014404.3
OG0002441	QNG14661.1	NP_014403.3
OG0002442	QNG14664.1	NP_012394.1
OG0002443	QNG14665.1	NP_012392.1
OG0002444	QNG14667.1	NP_012390.1
OG0002445	QNG14668.1	NP_012389.1
OG0002446	QNG14669.1	NP_012388.1
OG0002447	QNG14670.1	NP_012387.1
OG0002448	QNG14671.1	NP_012386.1
OG0002449	QNG14672.1	NP_012382.2
OG0002450	QNG14673.1	NP_012381.1
OG0002451	QNG14674.1	NP_012380.1
OG0002452	QNG14675.1	NP_012379.2
OG0002453	QNG14676.1	NP_012378.1
OG0002454	QNG14680.1	NP_012373.2
OG0002455	QNG14682.1	NP_012369.1
OG0002456	QNG14683.1	NP_012325.1
OG0002457	QNG14684.1	NP_012326.1
OG0002458	QNG14685.1	NP_012327.1
OG0002459	QNG14686.1	NP_012328.1
OG0002460	QNG14687.1	NP_013619.1
OG0002461	QNG14688.1	NP_015499.1
OG0002462	QNG14689.1	NP_015498.1
OG0002463	QNG14690.1	NP_015497.1
OG0002464	QNG14691.1	NP_001106949.1
OG0002465	QNG14692.1	NP_015495.2
OG0002466	QNG14693.1	NP_011082.3
OG0002467	QNG14694.1	NP_011081.1
OG0002468	QNG14695.1	NP_011080.1
OG0002469	QNG14696.1	NP_011079.3
OG0002470	QNG14697.1	NP_011078.3
OG0002471	QNG14699.1	NP_011076.1
OG0002472	QNG14700.1	NP_011075.3
OG0002473	QNG14701.1	NP_011074.3
OG0002474	QNG14702.1	NP_011073.1
OG0002475	QNG14703.1	NP_011072.1
OG0002476	QNG14705.1	NP_011070.3
OG0002477	QNG14706.1	NP_011069.1
OG0002478	QNG14707.1	NP_011068.1
OG0002479	QNG14708.1	NP_011067.3
OG0002480	QNG14709.1	NP_011066.3
OG0002481	QNG14710.1	NP_011292.1
OG0002482	QNG14711.1	NP_011293.1
OG0002483	QNG14712.1	NP_011294.1
OG0002484	QNG14713.1	NP_011295.1
OG0002485	QNG14714.1	NP_011296.1
OG0002486	QNG14715.1	NP_011299.1
OG0002487	QNG14716.1	NP_011300.1
OG0002488	QNG14717.1	NP_011302.1
OG0002489	QNG14718.1	NP_011303.1
OG0002490	QNG14719.1	NP_014786.1
OG0002491	QNG14720.1	NP_014785.3
OG0002492	QNG14721.1	NP_014784.1
OG0002493	QNG14722.1	NP_014783.4
OG0002494	QNG14723.1	NP_014781.1
OG0002495	QNG14724.1	NP_014779.1
OG0002496	QNG14726.1	NP_014775.3
OG0002497	QNG14728.1	NP_014774.1
OG0002498	QNG14729.1	NP_014533.1
OG0002499	QNG14730.1	NP_014534.1
OG0002500	QNG14731.1	NP_014537.1
OG0002501	QNG14733.1	NP_014539.1
OG0002502	QNG14734.1	NP_014540.1
OG0002503	QNG14736.1	NP_014543.1
OG0002504	QNG14737.1	NP_010775.1
OG0002505	QNG14738.1	NP_014544.1
OG0002506	QNG14739.1	NP_014545.2
OG0002507	QNG14740.1	NP_014546.1
OG0002508	QNG14741.1	NP_014547.1
OG0002509	QNG14742.1	NP_014548.1
OG0002510	QNG14743.1	NP_014549.1
OG0002511	QNG14745.1	NP_014551.1
OG0002512	QNG14747.1	NP_014553.1
OG0002513	QNG14748.1	NP_009712.1
OG0002514	QNG14749.1	NP_014554.1
OG0002515	QNG14751.1	NP_014557.1
OG0002516	QNG14754.1	NP_014561.1
OG0002517	QNG14755.1	NP_014563.1
OG0002518	QNG14756.1	NP_014564.1
OG0002519	QNG14757.1	NP_014565.2
OG0002520	QNG14758.1	NP_014566.1
OG0002521	QNG14759.1	NP_014567.2
OG0002522	QNG14761.1	NP_014569.1
OG0002523	QNG14762.1	NP_014570.1
OG0002524	QNG14763.1	NP_014571.1
OG0002525	QNG14765.1	NP_010937.3
OG0002526	QNG14766.1	NP_012651.1
OG0002527	QNG14767.1	NP_010938.1
OG0002528	QNG14768.1	NP_010939.1
OG0002529	QNG14769.1	NP_010940.3
OG0002530	QNG14770.1	NP_010941.1
OG0002531	QNG14771.1	NP_010942.1
OG0002532	QNG14772.1	NP_015487.1
OG0002533	QNG14773.1	NP_015488.1
OG0002534	QNG14774.1	NP_015489.1
OG0002535	QNG14775.1	NP_015490.1
OG0002536	QNG14777.1	NP_015491.1
OG0002537	QNG14778.1	NP_015492.1
OG0002538	QNG14779.1	NP_015493.1
OG0002539	QNG14780.1	NP_015494.1
OG0002540	QNG14781.1	NP_011083.3
OG0002541	QNG14782.1	NP_011084.1
OG0002542	QNG14783.1	NP_011085.1
OG0002543	QNG14785.1	NP_011086.3
OG0002544	QNG14786.1	NP_011688.3
OG0002545	QNG14787.1	NP_011687.1
OG0002546	QNG14788.1	NP_011686.1
OG0002547	QNG14789.1	NP_878080.3
OG0002548	QNG14790.1	NP_011685.3
OG0002549	QNG14792.1	NP_011683.3
OG0002550	QNG14793.1	NP_011682.1
OG0002551	QNG14794.1	NP_011681.1
OG0002552	QNG14795.1	NP_011704.3
OG0002553	QNG14797.1	NP_219497.4
OG0002554	QNG14798.1	NP_011882.1
OG0002555	QNG14799.1	NP_116681.1
OG0002556	QNG14800.1	NP_116683.1
OG0002557	QNG14801.1	NP_116684.3
OG0002558	QNG14804.1	NP_116685.1
OG0002559	QNG14805.1	NP_009816.1
OG0002560	QNG14806.1	NP_009817.3
OG0002561	QNG14808.1	NP_009819.1
OG0002562	QNG14809.1	NP_009820.1
OG0002563	QNG14810.1	NP_009821.3
OG0002564	QNG14811.1	NP_009822.4
OG0002565	QNG14812.1	NP_009823.2
OG0002566	QNG14813.1	NP_009824.2
OG0002567	QNG14814.1	NP_009825.4
OG0002568	QNG14815.1	NP_009827.3
OG0002569	QNG14816.1	NP_009828.2
OG0002570	QNG14818.1	NP_009830.3
OG0002571	QNG14819.1	NP_009831.3
OG0002572	QNG14821.1	NP_009833.1
OG0002573	QNG14822.1	NP_011387.2
OG0002574	QNG14823.1	NP_011386.2
OG0002575	QNG14824.1	NP_011385.3
OG0002576	QNG14825.1	NP_014947.3
OG0002577	QNG14828.1	NP_014949.3
OG0002578	QNG14829.1	NP_014950.1
OG0002579	QNG14832.1	NP_014952.1
OG0002580	QNG14833.1	NP_014953.3
OG0002581	QNG14834.1	NP_014955.1
OG0002582	QNG14835.1	NP_014956.3
OG0002583	QNG14837.1	NP_014960.1
OG0002584	QNG14839.1	NP_014964.1
OG0002585	QNG14840.1	NP_014965.3
OG0002586	QNG14841.1	NP_014588.1
OG0002587	QNG14842.1	NP_014587.1
OG0002588	QNG14843.1	NP_011658.3
OG0002589	QNG14850.1	NP_011656.3
OG0002590	QNG14853.1	NP_011651.3
OG0002591	QNG14854.1	NP_011650.3
OG0002592	QNG14855.1	NP_011649.1
OG0002593	QNG14856.1	NP_011648.3
OG0002594	QNG14858.1	NP_011646.1
OG0002595	QNG14859.1	NP_011645.3
OG0002596	QNG14860.1	NP_011644.3
OG0002597	QNG14861.1	NP_011643.1
OG0002598	QNG14862.1	NP_011642.3
OG0002599	QNG14863.1	NP_011641.1
OG0002600	QNG14865.1	NP_015470.1
OG0002601	QNG14866.1	NP_011637.3
OG0002602	QNG14869.1	NP_012447.1
OG0002603	QNG14870.1	NP_009724.1
OG0002604	QNG14871.1	NP_009723.3
OG0002605	QNG14873.1	NP_014838.3
OG0002606	QNG14874.1	NP_014839.1
OG0002607	QNG14875.1	NP_014840.4
OG0002608	QNG14876.1	NP_014841.1
OG0002609	QNG14877.1	NP_014844.3
OG0002610	QNG14882.1	NP_011540.3
OG0002611	QNG14883.1	NP_011538.3
OG0002612	QNG14885.1	NP_010566.1
OG0002613	QNG14886.1	NP_011911.1
OG0002614	QNG14887.1	NP_011912.1
OG0002615	QNG14890.1	NP_011915.1
OG0002616	QNG14891.1	NP_011917.1
OG0002617	QNG14892.1	NP_011918.1
OG0002618	QNG14894.1	NP_011919.1
OG0002619	QNG14895.1	NP_011897.1
OG0002620	QNG14896.1	NP_011896.1
OG0002621	QNG14897.1	NP_011895.1
OG0002622	QNG14898.1	NP_011894.1
OG0002623	QNG14899.1	NP_011893.1
OG0002624	QNG14900.1	NP_011892.1
OG0002625	QNG14901.1	NP_011891.1
OG0002626	QNG14902.1	NP_011890.1
OG0002627	QNG14903.1	NP_011889.1
OG0002628	QNG14904.1	NP_011888.1
OG0002629	QNG14905.1	NP_011887.1
OG0002630	QNG14907.1	NP_012495.1
OG0002631	QNG14908.1	NP_012494.3
OG0002632	QNG14909.1	NP_012493.1
OG0002633	QNG14910.1	NP_012491.3
OG0002634	QNG14912.1	NP_012778.1
OG0002635	QNG14913.1	NP_012779.1
OG0002636	QNG14914.1	NP_013107.1
OG0002637	QNG14915.1	NP_013108.1
OG0002638	QNG14916.1	NP_013109.1
OG0002639	QNG14918.1	NP_012498.1
OG0002640	QNG14919.1	NP_012499.1
OG0002641	QNG14920.1	NP_012501.1
OG0002642	QNG14921.1	NP_012503.2
OG0002643	QNG14922.1	NP_012504.3
OG0002644	QNG14923.1	NP_012505.1
OG0002645	QNG14924.1	NP_013103.1
OG0002646	QNG14925.1	NP_012810.1
OG0002647	QNG14926.1	NP_013816.1
OG0002648	QNG14927.1	NP_013815.1
OG0002649	QNG14928.1	NP_013812.1
OG0002650	QNG14929.1	NP_013811.1
OG0002651	QNG14930.1	NP_013810.1
OG0002652	QNG14931.1	NP_013809.1
OG0002653	QNG14932.1	NP_013808.1
OG0002654	QNG14935.1	NP_013805.1
OG0002655	QNG14939.1	NP_011850.1
OG0002656	QNG14940.1	NP_013793.1
OG0002657	QNG14941.1	NP_013791.1
OG0002658	QNG14943.1	NP_015336.1
OG0002659	QNG14944.1	NP_001091638.1
OG0002660	QNG14948.1	NP_015335.1
OG0002661	QNG14950.1	NP_012271.3
OG0002662	QNG14951.1	NP_012270.1
OG0002663	QNG14952.1	NP_012269.1
OG0002664	QNG14953.1	NP_012268.3
OG0002665	QNG14954.1	NP_012267.1
OG0002666	QNG14955.1	NP_012260.1
OG0002667	QNG14958.1	NP_012261.1
OG0002668	QNG14959.1	NP_012262.3
OG0002669	QNG14960.1	NP_012263.1
OG0002670	QNG14961.1	NP_012264.3
OG0002671	QNG14962.1	NP_012265.3
OG0002672	QNG14963.1	NP_012266.1
OG0002673	QNG14964.1	NP_010917.3
OG0002674	QNG14965.1	NP_010918.1
OG0002675	QNG14966.1	NP_010923.3
OG0002676	QNG14967.1	NP_012249.1
OG0002677	QNG14968.1	NP_012248.1
OG0002678	QNG14970.1	NP_012247.3
OG0002679	QNG14971.1	NP_012245.1
OG0002680	QNG14972.1	NP_012244.3
OG0002681	QNG14973.1	NP_012243.3
OG0002682	QNG14974.1	NP_012242.1
OG0002683	QNG14975.1	NP_012233.1
OG0002684	QNG14976.1	NP_012234.3
OG0002685	QNG14982.1	NP_116696.2
OG0002686	QNG14983.1	NP_010962.1
OG0002687	QNG14987.1	NP_010968.1
OG0002688	QNG14988.1	NP_010969.1
OG0002689	QNG14989.1	NP_010970.4
OG0002690	QNG14990.1	NP_010971.1
OG0002691	QNG14991.1	NP_010972.1
OG0002692	QNG14993.1	NP_010979.1
OG0002693	QNG14995.1	NP_010983.2
OG0002694	QNG14996.1	NP_010985.1
OG0002695	QNG14998.1	NP_010987.3
OG0002696	QNG14999.1	NP_010990.1
OG0002697	QNG15000.1	NP_010991.3
OG0002698	QNG15001.1	NP_010992.1
OG0002699	QNG15003.1	NP_012196.1
OG0002700	QNG15004.1	NP_010994.3
OG0002701	QNG15007.1	NP_219496.2
OG0002702	QNG15008.1	NP_010998.2
OG0002703	QNG15009.1	NP_011000.1
OG0002704	QNG15010.1	NP_011001.1
OG0002705	QNG15011.1	NP_011003.1
OG0002706	QNG15012.1	NP_011005.1
OG0002707	QNG15013.1	NP_011006.2
OG0002708	QNG15016.1	NP_014377.1
OG0002709	QNG15017.1	NP_009997.2
OG0002710	QNG15018.1	NP_009996.2
OG0002711	QNG15020.1	NP_009994.2
OG0002712	QNG15022.1	NP_009992.1
OG0002713	QNG15023.1	NP_009991.2
OG0002714	QNG15024.1	NP_009990.1
OG0002715	QNG15025.1	NP_015165.1
OG0002716	QNG15026.1	NP_014888.1
OG0002717	QNG15027.1	NP_014887.3
OG0002718	QNG15028.1	NP_014886.1
OG0002719	QNG15029.1	NP_014885.3
OG0002720	QNG15030.1	NP_014884.1
OG0002721	QNG15033.1	NP_014875.3
OG0002722	QNG15035.1	NP_014879.1
OG0002723	QNG15037.1	NP_014881.2
OG0002724	QNG15040.1	NP_014871.3
OG0002725	QNG15042.1	NP_014869.3
OG0002726	QNG15043.1	NP_014867.1
OG0002727	QNG15044.1	NP_014866.3
OG0002728	QNG15046.1	NP_014864.4
OG0002729	QNG15047.1	NP_014863.1
OG0002730	QNG15048.1	NP_116641.1
OG0002731	QNG15049.1	NP_116640.1
OG0002732	QNG15050.1	NP_116638.1
OG0002733	QNG15051.1	NP_013961.1
OG0002734	QNG15052.1	NP_009538.1
OG0002735	QNG15053.1	NP_009537.1
OG0002736	QNG15055.1	NP_009535.1
OG0002737	QNG15056.1	NP_009534.1
OG0002738	QNG15057.1	NP_009533.1
OG0002739	QNG15058.1	NP_009532.1
OG0002740	QNG15059.1	NP_009531.1
OG0002741	QNG15060.1	NP_009530.1
OG0002742	QNG15061.1	NP_013518.3
OG0002743	QNG15062.1	NP_013521.3
OG0002744	QNG15063.1	NP_013522.1
OG0002745	QNG15064.1	NP_013523.3
OG0002746	QNG15066.1	NP_012730.1
OG0002747	QNG15067.1	NP_013524.1
OG0002748	QNG15068.1	NP_013525.3
OG0002749	QNG15069.1	NP_013526.1
OG0002750	QNG15071.1	NP_013527.3
OG0002751	QNG15072.1	NP_013528.1
OG0002752	QNG15073.1	NP_013529.3
OG0002753	QNG15074.1	NP_013530.1
OG0002754	QNG15075.1	NP_013531.3
OG0002755	QNG15076.1	NP_013533.1
OG0002756	QNG15077.1	NP_012489.2
OG0002757	QNG15078.1	NP_012488.3
OG0002758	QNG15080.1	NP_012486.3
OG0002759	QNG15081.1	NP_012485.1
OG0002760	QNG15082.1	NP_012484.1
OG0002761	QNG15084.1	NP_012482.1
OG0002762	QNG15085.1	NP_012481.3
OG0002763	QNG15086.1	NP_012480.1
OG0002764	QNG15087.1	NP_012479.1
OG0002765	QNG15088.1	NP_012478.3
OG0002766	QNG15089.1	NP_012476.1
OG0002767	QNG15090.1	NP_012475.3
OG0002768	QNG15091.1	NP_012474.1
OG0002769	QNG15092.1	NP_012473.1
OG0002770	QNG15094.1	NP_012472.1
OG0002771	QNG15095.1	NP_012470.1
OG0002772	QNG15096.1	NP_012469.3
OG0002773	QNG15097.1	NP_012467.1
OG0002774	QNG15098.1	NP_011418.1
OG0002775	QNG15099.1	NP_011417.1
OG0002776	QNG15101.1	NP_011416.3
OG0002777	QNG15103.1	NP_014319.1
OG0002778	QNG15104.1	NP_014318.3
OG0002779	QNG15105.1	NP_014317.4
OG0002780	QNG15106.1	NP_014316.3
OG0002781	QNG15107.1	NP_014315.1
OG0002782	QNG15108.1	NP_014314.3
OG0002783	QNG15109.1	NP_014313.1
OG0002784	QNG15110.1	NP_014311.3
OG0002785	QNG15111.1	NP_014309.3
OG0002786	QNG15112.1	NP_014260.3
OG0002787	QNG15113.1	NP_014247.1
OG0002788	QNG15114.1	NP_014248.3
OG0002789	QNG15115.1	NP_014250.1
OG0002790	QNG15116.1	NP_014251.1
OG0002791	QNG15117.1	NP_014252.2
OG0002792	QNG15122.1	NP_014240.1
OG0002793	QNG15126.1	NP_014244.1
OG0002794	QNG15127.1	NP_014258.1
OG0002795	QNG15128.1	NP_014246.1
OG0002796	QNG15129.1	NP_014257.1
OG0002797	QNG15131.1	NP_014238.3
OG0002798	QNG15133.1	NP_014236.1
OG0002799	QNG15134.1	NP_014235.1
OG0002800	QNG15135.1	NP_014234.3
OG0002801	QNG15136.1	NP_014233.1
OG0002802	QNG15137.1	NP_014232.1
OG0002803	QNG15138.1	NP_014231.1
OG0002804	QNG15139.1	NP_014230.1
OG0002805	QNG15140.1	NP_014227.4
OG0002806	QNG15141.1	NP_010105.1
OG0002807	QNG15142.1	NP_010104.1
OG0002808	QNG15145.1	NP_010101.1
OG0002809	QNG15146.1	NP_010153.1
OG0002810	QNG15149.1	NP_011314.2
OG0002811	QNG15152.1	NP_013605.1
OG0002812	QNG15153.1	NP_013604.1
OG0002813	QNG15154.1	NP_013603.1
OG0002814	QNG15155.1	NP_013602.1
OG0002815	QNG15158.1	NP_013599.1
OG0002816	QNG15160.1	NP_013597.1
OG0002817	QNG15162.1	NP_013595.1
OG0002818	QNG15163.1	NP_015200.1
OG0002819	QNG15165.1	NP_015202.1
OG0002820	QNG15166.1	NP_015203.1
OG0002821	QNG15167.1	NP_015204.1
OG0002822	QNG15168.1	NP_015205.1
OG0002823	QNG15170.1	NP_015207.1
OG0002824	QNG15171.1	NP_015208.1
OG0002825	QNG15172.1	NP_015209.1
OG0002826	QNG15173.1	NP_015210.1
OG0002827	QNG15174.1	NP_015216.3
OG0002828	QNG15175.1	NP_015215.1
OG0002829	QNG15176.1	NP_015214.1
OG0002830	QNG15177.1	NP_015212.1
OG0002831	QNG15178.1	NP_014837.1
OG0002832	QNG15181.1	NP_015012.3
OG0002833	QNG15182.1	NP_009346.1
OG0002834	QNG15183.1	NP_015013.1
OG0002835	QNG15184.1	NP_015014.3
OG0002836	QNG15185.1	NP_015015.1
OG0002837	QNG15187.1	NP_014176.2
OG0002838	QNG15188.1	NP_014175.1
OG0002839	QNG15190.1	NP_014172.1
OG0002840	QNG15191.1	NP_014170.1
OG0002841	QNG15192.1	NP_014169.1
OG0002842	QNG15193.1	NP_014168.1
OG0002843	QNG15194.1	NP_014167.1
OG0002844	QNG15195.1	NP_014166.1
OG0002845	QNG15196.1	NP_014165.1
OG0002846	QNG15197.1	NP_014163.1
OG0002847	QNG15198.1	NP_014161.1
OG0002848	QNG15199.1	NP_014160.2
OG0002849	QNG15200.1	NP_014159.1
OG0002850	QNG15201.1	NP_014158.1
OG0002851	QNG15202.1	NP_014157.1
OG0002852	QNG15203.1	NP_014156.2
OG0002853	QNG15204.1	NP_014155.1
OG0002854	QNG15205.1	NP_014154.1
OG0002855	QNG15206.1	NP_014153.1
OG0002856	QNG15207.1	NP_014152.1
OG0002857	QNG15208.1	NP_014151.1
OG0002858	QNG15209.1	NP_014149.1
OG0002859	QNG15210.1	NP_014148.1
OG0002860	QNG15211.1	NP_014147.1
OG0002861	QNG15212.1	NP_014146.1
OG0002862	QNG15213.1	NP_014145.1
OG0002863	QNG15214.1	NP_014144.1
OG0002864	QNG15215.1	NP_014143.2
OG0002865	QNG15217.1	NP_014141.1
OG0002866	QNG15218.1	NP_014140.1
OG0002867	QNG15219.1	NP_014139.2
OG0002868	QNG15220.1	NP_014138.1
OG0002869	QNG15221.1	NP_014137.1
OG0002870	QNG15222.1	NP_014136.1
OG0002871	QNG15223.1	NP_014135.1
OG0002872	QNG15224.1	NP_011562.1
OG0002873	QNG15225.1	NP_014134.1
OG0002874	QNG15226.1	NP_014132.1
OG0002875	QNG15229.1	NP_014128.2
OG0002876	QNG15230.1	NP_014127.1
OG0002877	QNG15231.1	NP_014126.1
OG0002878	QNG15233.1	NP_014124.1
OG0002879	QNG15234.1	NP_014122.1
OG0002880	QNG15236.1	NP_014120.1
OG0002881	QNG15237.1	NP_010787.3
OG0002882	QNG15239.1	NP_010791.3
OG0002883	QNG15241.1	NP_010794.3
OG0002884	QNG15242.1	NP_014727.1
OG0002885	QNG15243.1	NP_014728.1
OG0002886	QNG15245.1	NP_014730.2
OG0002887	QNG15246.1	NP_014732.1
OG0002888	QNG15247.1	NP_014733.1
OG0002889	QNG15248.1	NP_014734.2
OG0002890	QNG15249.1	NP_009380.1
OG0002891	QNG15251.1	NP_013308.1
OG0002892	QNG15252.1	NP_013309.1
OG0002893	QNG15253.1	NP_013310.1
OG0002894	QNG15255.1	NP_010133.1
OG0002895	QNG15256.1	NP_013312.2
OG0002896	QNG15257.1	NP_013313.1
OG0002897	QNG15258.1	NP_013314.1
OG0002898	QNG15259.1	NP_013316.1
OG0002899	QNG15260.1	NP_013317.1
OG0002900	QNG15261.1	NP_013319.1
OG0002901	QNG15262.1	NP_010086.2
OG0002902	QNG15267.1	NP_010091.2
OG0002903	QNG15268.1	NP_010092.2
OG0002904	QNG15269.1	NP_010146.1
OG0002905	QNG15270.1	NP_010095.1
OG0002906	QNG15271.1	NP_010149.1
OG0002907	QNG15272.1	NP_010150.1
OG0002908	QNG15275.1	NP_010154.1
OG0002909	QNG15276.1	NP_010155.1
OG0002910	QNG15277.1	NP_010156.2
OG0002911	QNG15278.1	NP_010157.1
OG0002912	QNG15279.1	NP_010158.1
OG0002913	QNG15280.1	NP_010159.1
OG0002914	QNG15281.1	NP_010160.1
OG0002915	QNG15282.1	NP_012186.1
OG0002916	QNG15283.1	NP_015301.1
OG0002917	QNG15284.1	NP_015302.1
OG0002918	QNG15285.1	NP_015303.1
OG0002919	QNG15286.1	NP_015309.1
