Orthogroup	BG2_protein	CBS138_protein
OG0002296	QNG14465.1	XP_447120.1
OG0002297	QNG14466.1	XP_447121.1
OG0002298	QNG14467.1	XP_447122.1
OG0002299	QNG14468.1	XP_447123.1
OG0002300	QNG14469.1	XP_447124.1
OG0002301	QNG14470.1	XP_447125.1
OG0002302	QNG14471.1	XP_447126.1
OG0002303	QNG14473.1	XP_447128.1
OG0002304	QNG14474.1	XP_447129.1
OG0002305	QNG14475.1	XP_447130.1
OG0002306	QNG14476.1	XP_447131.1
OG0002307	QNG14477.1	XP_447132.1
OG0002308	QNG14478.1	XP_447133.1
OG0002309	QNG14479.1	XP_447134.1
OG0002310	QNG14480.1	XP_447135.1
OG0002311	QNG14481.1	XP_447136.1
OG0002312	QNG14482.1	XP_447137.1
OG0002313	QNG14483.1	XP_447138.1
OG0002314	QNG14484.1	XP_447139.1
OG0002315	QNG14485.1	XP_447140.1
OG0002316	QNG14486.1	XP_447141.1
OG0002317	QNG14487.1	XP_447142.1
OG0002318	QNG14488.1	XP_447143.1
OG0002319	QNG14489.1	XP_447144.1
OG0002320	QNG14490.1	XP_447145.1
OG0002321	QNG14491.1	XP_447146.1
OG0002322	QNG14492.1	XP_447147.1
OG0002323	QNG14493.1	XP_447148.1
OG0002324	QNG14494.1	XP_447149.1
OG0002325	QNG14496.1	XP_447151.1
OG0002326	QNG14497.1	XP_447152.1
OG0002328	QNG14499.1	XP_447155.1
OG0002329	QNG14500.1	XP_447156.1
OG0002330	QNG14501.1	XP_447157.1
OG0002331	QNG14503.1	XP_447159.1
OG0002332	QNG14505.1	XP_447161.1
OG0002333	QNG14506.1	XP_447162.1
OG0002334	QNG14507.1	XP_447163.1
OG0002335	QNG14509.1	XP_447165.1
OG0002336	QNG14510.1	XP_447166.1
OG0002337	QNG14511.1	XP_447167.1
OG0002338	QNG14512.1	XP_447168.1
OG0002339	QNG14513.1	XP_447169.1
OG0002340	QNG14514.1	XP_447170.1
OG0002341	QNG14515.1	XP_002999554.1
OG0002342	QNG14516.1	XP_447171.1
OG0002343	QNG14517.1	XP_447172.1
OG0002344	QNG14518.1	XP_447173.1
OG0002345	QNG14519.1	XP_447174.1
OG0002346	QNG14520.1	XP_447175.1
OG0002347	QNG14521.1	XP_447176.1
OG0002348	QNG14526.1	XP_447181.1
OG0002349	QNG14528.1	XP_447183.1
OG0002350	QNG14529.1	XP_447184.1
OG0002351	QNG14531.1	XP_447186.1
OG0002352	QNG14532.1	XP_447187.1
OG0002353	QNG14533.1	XP_447188.1
OG0002354	QNG14538.1	XP_447193.1
OG0002355	QNG14539.1	XP_447194.1
OG0002356	QNG14540.1	XP_447195.1
OG0002357	QNG14543.1	XP_447198.1
OG0002358	QNG14545.1	XP_447200.1
OG0002359	QNG14548.1	XP_447203.1
OG0002360	QNG14549.1	XP_447204.1
OG0002361	QNG14550.1	XP_447205.1
OG0002362	QNG14551.1	XP_447206.1
OG0002363	QNG14554.1	XP_447209.1
OG0002364	QNG14555.1	XP_447210.1
OG0002365	QNG14557.1	XP_447212.1
OG0002366	QNG14558.1	XP_447213.1
OG0002367	QNG14559.1	XP_447214.1
OG0002368	QNG14562.1	XP_447217.1
OG0002369	QNG14563.1	XP_447218.1
OG0002370	QNG14564.1	XP_447219.1
OG0002371	QNG14565.1	XP_447220.1
OG0002372	QNG14566.1	XP_447221.1
OG0002373	QNG14567.1	XP_447222.1
OG0002374	QNG14568.1	XP_447223.1
OG0002375	QNG14569.1	XP_447224.1
OG0002376	QNG14572.1	XP_447227.1
OG0002377	QNG14573.1	XP_447228.1
OG0002378	QNG14574.1	XP_447229.1
OG0002379	QNG14575.1	XP_447230.1
OG0002380	QNG14579.1	XP_447234.1
OG0002381	QNG14581.1	XP_447236.1
OG0002382	QNG14582.1	XP_447237.1
OG0002383	QNG14583.1	XP_447238.1
OG0002384	QNG14584.1	XP_447239.1
OG0002385	QNG14585.1	XP_447240.1
OG0002386	QNG14586.1	XP_002999555.1
OG0002387	QNG14588.1	XP_447242.1
OG0002388	QNG14589.1	XP_447243.1
OG0002389	QNG14590.1	XP_447244.2
OG0002390	QNG14591.1	XP_447245.1
OG0002391	QNG14592.1	XP_447246.1
OG0002392	QNG14594.1	XP_447248.1
OG0002393	QNG14595.1	XP_447249.1
OG0002394	QNG14596.1	XP_447250.1
OG0002395	QNG14597.1	XP_447251.1
OG0002396	QNG14598.1	XP_447252.1
OG0002397	QNG14599.1	XP_447253.1
OG0002398	QNG14600.1	XP_447254.1
OG0002399	QNG14601.1	XP_447255.1
OG0002400	QNG14602.1	XP_447256.1
OG0002401	QNG14603.1	XP_447257.1
OG0002402	QNG14604.1	XP_447258.1
OG0002403	QNG14605.1	XP_447259.1
OG0002404	QNG14611.1	XP_445423.1
OG0002405	QNG14612.1	XP_445424.1
OG0002406	QNG14614.1	XP_448801.1
OG0002407	QNG14617.1	XP_448804.1
OG0002408	QNG14618.1	XP_448805.1
OG0002409	QNG14619.1	XP_448806.1
OG0002410	QNG14620.1	XP_448807.1
OG0002411	QNG14621.1	XP_448808.1
OG0002412	QNG14623.1	XP_448810.1
OG0002413	QNG14624.1	XP_448811.1
OG0002414	QNG14625.1	XP_448812.1
OG0002415	QNG14626.1	XP_448813.1
OG0002416	QNG14627.1	XP_448814.1
OG0002417	QNG14629.1	XP_448816.1
OG0002418	QNG14630.1	XP_448817.1
OG0002419	QNG14634.1	XP_447476.1
OG0002420	QNG14635.1	XP_447477.1
OG0002421	QNG14636.1	XP_447478.1
OG0002422	QNG14637.1	XP_447479.1
OG0002423	QNG14638.1	XP_447480.1
OG0002424	QNG14639.1	XP_447481.1
OG0002425	QNG14640.1	XP_447482.1
OG0002426	QNG14642.1	XP_447484.1
OG0002427	QNG14643.1	XP_447485.1
OG0002428	QNG14644.1	XP_447486.1
OG0002429	QNG14645.1	XP_447487.1
OG0002430	QNG14648.1	XP_447490.1
OG0002431	QNG14649.1	XP_447491.1
OG0002432	QNG14650.1	XP_447492.1
OG0002433	QNG14652.1	XP_447494.1
OG0002434	QNG14653.1	XP_447495.1
OG0002435	QNG14654.1	XP_447496.1
OG0002436	QNG14656.1	XP_447498.1
OG0002437	QNG14657.1	XP_447499.1
OG0002438	QNG14658.1	XP_447500.1
OG0002439	QNG14659.1	XP_447501.1
OG0002440	QNG14660.1	XP_447502.1
OG0002441	QNG14661.1	XP_447503.1
OG0002442	QNG14664.1	XP_447506.1
OG0002443	QNG14665.1	XP_447507.1
OG0002444	QNG14667.1	XP_447508.1
OG0002445	QNG14668.1	XP_447509.1
OG0002446	QNG14669.1	XP_447510.1
OG0002447	QNG14670.1	XP_447511.1
OG0002448	QNG14671.1	XP_447512.1
OG0002449	QNG14672.1	XP_447513.1
OG0002450	QNG14673.1	XP_447514.1
OG0002451	QNG14674.1	XP_447515.1
OG0002452	QNG14675.1	XP_447516.1
OG0002453	QNG14676.1	XP_447517.1
OG0002454	QNG14680.1	XP_447521.1
OG0002455	QNG14682.1	XP_447523.1
OG0002456	QNG14683.1	XP_447524.1
OG0002457	QNG14684.1	XP_447525.1
OG0002458	QNG14685.1	XP_447526.1
OG0002459	QNG14686.1	XP_447527.1
OG0002460	QNG14687.1	XP_447528.1
OG0002461	QNG14688.1	XP_447529.1
OG0002462	QNG14689.1	XP_447530.1
OG0002463	QNG14690.1	XP_447531.1
OG0002464	QNG14691.1	XP_002999560.1
OG0002465	QNG14692.1	XP_447532.1
OG0002466	QNG14693.1	XP_447533.1
OG0002467	QNG14694.1	XP_447534.1
OG0002468	QNG14695.1	XP_447535.1
OG0002469	QNG14696.1	XP_447536.1
OG0002470	QNG14697.1	XP_447537.1
OG0002471	QNG14699.1	XP_447539.1
OG0002472	QNG14700.1	XP_447540.1
OG0002473	QNG14701.1	XP_447541.1
OG0002474	QNG14702.1	XP_447542.1
OG0002475	QNG14703.1	XP_447543.1
OG0002476	QNG14705.1	XP_447545.1
OG0002477	QNG14706.1	XP_447546.1
OG0002478	QNG14707.1	XP_447547.1
OG0002479	QNG14708.1	XP_447548.1
OG0002480	QNG14709.1	XP_447549.1
OG0002481	QNG14710.1	XP_447550.1
OG0002482	QNG14711.1	XP_447551.1
OG0002483	QNG14712.1	XP_447552.1
OG0002484	QNG14713.1	XP_447553.1
OG0002485	QNG14714.1	XP_447554.1
OG0002486	QNG14715.1	XP_447555.1
OG0002487	QNG14716.1	XP_447556.1
OG0002488	QNG14717.1	XP_447557.1
OG0002489	QNG14718.1	XP_447558.1
OG0002490	QNG14719.1	XP_447559.1
OG0002491	QNG14720.1	XP_447560.1
OG0002492	QNG14721.1	XP_447561.1
OG0002493	QNG14722.1	XP_447562.1
OG0002494	QNG14723.1	XP_447563.1
OG0002495	QNG14724.1	XP_447564.1
OG0002496	QNG14726.1	XP_447566.1
OG0002497	QNG14728.1	XP_447568.1
OG0002498	QNG14729.1	XP_447569.1
OG0002499	QNG14730.1	XP_447570.1
OG0002500	QNG14731.1	XP_447571.1
OG0002501	QNG14733.1	XP_447573.1
OG0002502	QNG14734.1	XP_447574.1
OG0002503	QNG14736.1	XP_447576.1
OG0002504	QNG14737.1	XP_447577.1
OG0002505	QNG14738.1	XP_447578.1
OG0002506	QNG14739.1	XP_447579.1
OG0002507	QNG14740.1	XP_447580.1
OG0002508	QNG14741.1	XP_447581.1
OG0002509	QNG14742.1	XP_447582.1
OG0002510	QNG14743.1	XP_447583.1
OG0002511	QNG14745.1	XP_447585.1
OG0002512	QNG14747.1	XP_447587.1
OG0002513	QNG14748.1	XP_447588.1
OG0002514	QNG14749.1	XP_447589.1
OG0002515	QNG14751.1	XP_447591.1
OG0002516	QNG14754.1	XP_447594.1
OG0002517	QNG14755.1	XP_447595.1
OG0002518	QNG14756.1	XP_002999562.1
OG0002519	QNG14757.1	XP_447596.1
OG0002520	QNG14758.1	XP_447597.1
OG0002521	QNG14759.1	XP_447598.1
OG0002522	QNG14761.1	XP_447600.1
OG0002523	QNG14762.1	XP_447601.1
OG0002524	QNG14763.1	XP_447602.1
OG0002525	QNG14765.1	XP_447604.1
OG0002526	QNG14766.1	XP_447605.1
OG0002527	QNG14767.1	XP_447606.1
OG0002528	QNG14768.1	XP_447607.1
OG0002529	QNG14769.1	XP_447608.1
OG0002530	QNG14770.1	XP_447609.1
OG0002531	QNG14771.1	XP_447610.1
OG0002532	QNG14772.1	XP_447611.1
OG0002533	QNG14773.1	XP_447612.1
OG0002534	QNG14774.1	XP_447613.1
OG0002535	QNG14775.1	XP_447614.1
OG0002536	QNG14777.1	XP_447616.1
OG0002537	QNG14778.1	XP_447617.1
OG0002538	QNG14779.1	XP_447618.1
OG0002539	QNG14780.1	XP_447619.1
OG0002540	QNG14781.1	XP_447620.1
OG0002541	QNG14782.1	XP_447621.1
OG0002542	QNG14783.1	XP_447622.1
OG0002543	QNG14785.1	XP_447624.1
OG0002544	QNG14786.1	XP_447625.1
OG0002545	QNG14787.1	XP_447626.1
OG0002546	QNG14788.1	XP_447627.1
OG0002547	QNG14789.1	XP_447628.1
OG0002548	QNG14790.1	XP_447629.1
OG0002549	QNG14792.1	XP_447631.1
OG0002550	QNG14793.1	XP_447632.1
OG0002551	QNG14794.1	XP_447633.1
OG0002552	QNG14795.1	XP_447634.1
OG0002553	QNG14797.1	XP_447636.1
OG0002554	QNG14798.1	XP_447637.1
OG0002555	QNG14799.1	XP_447638.1
OG0002556	QNG14800.1	XP_447639.1
OG0002557	QNG14801.1	XP_447640.1
OG0002558	QNG14804.1	XP_447643.1
OG0002559	QNG14805.1	XP_447644.1
OG0002560	QNG14806.1	XP_447645.1
OG0002561	QNG14808.1	XP_447647.1
OG0002562	QNG14809.1	XP_447648.1
OG0002563	QNG14810.1	XP_447649.1
OG0002564	QNG14811.1	XP_447650.1
OG0002565	QNG14812.1	XP_447651.1
OG0002566	QNG14813.1	XP_447652.1
OG0002567	QNG14814.1	XP_447653.1
OG0002568	QNG14815.1	XP_447654.1
OG0002569	QNG14816.1	XP_447655.1
OG0002570	QNG14818.1	XP_447657.1
OG0002571	QNG14819.1	XP_447658.1
OG0002572	QNG14821.1	XP_447660.1
OG0002573	QNG14822.1	XP_447661.1
OG0002574	QNG14823.1	XP_447662.1
OG0002575	QNG14824.1	XP_447663.1
OG0002576	QNG14825.1	XP_447664.1
OG0002577	QNG14828.1	XP_447667.1
OG0002578	QNG14829.1	XP_447668.1
OG0002579	QNG14832.1	XP_447671.1
OG0002580	QNG14833.1	XP_447672.1
OG0002581	QNG14834.1	XP_447673.1
OG0002582	QNG14835.1	XP_447674.1
OG0002583	QNG14837.1	XP_447676.1
OG0002584	QNG14839.1	XP_447678.1
OG0002585	QNG14840.1	XP_447679.1
OG0002586	QNG14841.1	XP_447680.1
OG0002587	QNG14842.1	XP_447681.1
OG0002588	QNG14843.1	XP_447682.1
OG0002589	QNG14850.1	XP_447688.1
OG0002590	QNG14853.1	XP_447692.1
OG0002591	QNG14854.1	XP_447693.1
OG0002592	QNG14855.1	XP_447694.1
OG0002593	QNG14856.1	XP_447695.1
OG0002594	QNG14858.1	XP_447697.1
OG0002595	QNG14859.1	XP_447698.1
OG0002596	QNG14860.1	XP_447699.1
OG0002597	QNG14861.1	XP_447700.1
OG0002598	QNG14862.1	XP_447701.1
OG0002599	QNG14863.1	XP_447702.1
OG0002600	QNG14865.1	XP_447704.1
OG0002601	QNG14866.1	XP_447706.1
OG0002602	QNG14869.1	XP_447709.1
OG0002603	QNG14870.1	XP_447710.1
OG0002604	QNG14871.1	XP_447711.1
OG0002605	QNG14873.1	XP_447713.1
OG0002606	QNG14874.1	XP_447714.1
OG0002607	QNG14875.1	XP_447715.1
OG0002608	QNG14876.1	XP_447716.1
OG0002609	QNG14877.1	XP_447717.1
OG0002610	QNG14882.1	XP_447720.1
OG0002611	QNG14883.1	XP_447721.1
OG0002612	QNG14885.1	XP_447723.1
OG0002613	QNG14886.1	XP_447724.1
OG0002614	QNG14887.1	XP_447725.1
OG0002615	QNG14890.1	XP_447728.1
OG0002616	QNG14891.1	XP_447729.1
OG0002617	QNG14892.1	XP_447730.1
OG0002618	QNG14894.1	XP_447732.1
OG0002619	QNG14895.1	XP_447733.1
OG0002620	QNG14896.1	XP_447734.1
OG0002621	QNG14897.1	XP_447735.1
OG0002622	QNG14898.1	XP_447736.1
OG0002623	QNG14899.1	XP_447737.1
OG0002624	QNG14900.1	XP_447738.1
OG0002625	QNG14901.1	XP_447739.1
OG0002626	QNG14902.1	XP_447740.1
OG0002627	QNG14903.1	XP_447741.1
OG0002628	QNG14904.1	XP_447742.1
OG0002629	QNG14905.1	XP_447743.1
OG0002630	QNG14907.1	XP_447745.1
OG0002631	QNG14908.1	XP_447746.1
OG0002632	QNG14909.1	XP_447747.1
OG0002633	QNG14910.1	XP_447748.1
OG0002634	QNG14912.1	XP_447750.1
OG0002635	QNG14913.1	XP_447751.1
OG0002636	QNG14914.1	XP_447752.1
OG0002637	QNG14915.1	XP_447753.1
OG0002638	QNG14916.1	XP_447754.1
OG0002639	QNG14918.1	XP_447755.1
OG0002640	QNG14919.1	XP_447756.1
OG0002641	QNG14920.1	XP_447757.1
OG0002642	QNG14921.1	XP_447758.2
OG0002643	QNG14922.1	XP_447759.1
OG0002644	QNG14923.1	XP_447760.1
OG0002645	QNG14924.1	XP_447761.1
OG0002646	QNG14925.1	XP_447762.1
OG0002647	QNG14926.1	XP_447763.1
OG0002648	QNG14927.1	XP_447764.1
OG0002649	QNG14928.1	XP_447765.1
OG0002650	QNG14929.1	XP_447766.1
OG0002651	QNG14930.1	XP_447767.1
OG0002652	QNG14931.1	XP_447768.1
OG0002653	QNG14932.1	XP_447769.1
OG0002654	QNG14935.1	XP_447772.1
OG0002655	QNG14939.1	XP_447776.1
OG0002656	QNG14940.1	XP_447777.1
OG0002657	QNG14941.1	XP_447778.1
OG0002658	QNG14943.1	XP_447781.1
OG0002659	QNG14944.1	XP_002999566.1
OG0002660	QNG14948.1	XP_447785.1
OG0002661	QNG14950.1	XP_447787.1
OG0002662	QNG14951.1	XP_447788.1
OG0002663	QNG14952.1	XP_447789.1
OG0002664	QNG14953.1	XP_447790.1
OG0002665	QNG14954.1	XP_447791.1
OG0002666	QNG14955.1	XP_447792.1
OG0002667	QNG14958.1	XP_447795.1
OG0002668	QNG14959.1	XP_447796.1
OG0002669	QNG14960.1	XP_447797.1
OG0002670	QNG14961.1	XP_447798.1
OG0002671	QNG14962.1	XP_447799.1
OG0002672	QNG14963.1	XP_447800.1
OG0002673	QNG14964.1	XP_447801.1
OG0002674	QNG14965.1	XP_447802.1
OG0002675	QNG14966.1	XP_447803.1
OG0002676	QNG14967.1	XP_447804.1
OG0002677	QNG14968.1	XP_447805.1
OG0002678	QNG14970.1	XP_447806.1
OG0002679	QNG14971.1	XP_447808.1
OG0002680	QNG14972.1	XP_447809.1
OG0002681	QNG14973.1	XP_447810.1
OG0002682	QNG14974.1	XP_447811.1
OG0002683	QNG14975.1	XP_447812.1
OG0002684	QNG14976.1	XP_447813.1
OG0002685	QNG14982.1	XP_447820.1
OG0002686	QNG14983.1	XP_447821.1
OG0002687	QNG14987.1	XP_447825.1
OG0002688	QNG14988.1	XP_447826.1
OG0002689	QNG14989.1	XP_447827.1
OG0002690	QNG14990.1	XP_447828.1
OG0002691	QNG14991.1	XP_447829.1
OG0002692	QNG14993.1	XP_447831.1
OG0002693	QNG14995.1	XP_447833.1
OG0002694	QNG14996.1	XP_447834.1
OG0002695	QNG14998.1	XP_447837.2
OG0002696	QNG14999.1	XP_447838.1
OG0002697	QNG15000.1	XP_447839.1
OG0002698	QNG15001.1	XP_447840.1
OG0002699	QNG15003.1	XP_447842.1
OG0002700	QNG15004.1	XP_447843.1
OG0002701	QNG15007.1	XP_002999570.1
OG0002702	QNG15008.1	XP_447846.1
OG0002703	QNG15009.1	XP_447847.1
OG0002704	QNG15010.1	XP_447848.1
OG0002705	QNG15011.1	XP_447849.1
OG0002706	QNG15012.1	XP_447850.1
OG0002707	QNG15013.1	XP_447851.1
OG0002708	QNG15016.1	XP_447854.1
OG0002709	QNG15017.1	XP_447855.1
OG0002710	QNG15018.1	XP_447856.1
OG0002711	QNG15020.1	XP_447858.1
OG0002712	QNG15022.1	XP_447860.1
OG0002713	QNG15023.1	XP_447861.1
OG0002714	QNG15024.1	XP_447862.1
OG0002715	QNG15025.1	XP_447863.1
OG0002716	QNG15026.1	XP_447864.1
OG0002717	QNG15027.1	XP_447865.1
OG0002718	QNG15028.1	XP_447866.1
OG0002719	QNG15029.1	XP_447867.1
OG0002720	QNG15030.1	XP_447868.1
OG0002721	QNG15033.1	XP_447872.1
OG0002722	QNG15035.1	XP_447874.1
OG0002723	QNG15037.1	XP_447876.1
OG0002724	QNG15040.1	XP_447879.1
OG0002725	QNG15042.1	XP_447881.1
OG0002726	QNG15043.1	XP_447882.1
OG0002727	QNG15044.1	XP_447883.1
OG0002728	QNG15046.1	XP_447885.1
OG0002729	QNG15047.1	XP_447886.1
OG0002730	QNG15048.1	XP_447887.1
OG0002731	QNG15049.1	XP_447888.1
OG0002732	QNG15050.1	XP_447889.1
OG0002733	QNG15051.1	XP_447890.1
OG0002734	QNG15052.1	XP_447891.1
OG0002735	QNG15053.1	XP_447892.1
OG0002736	QNG15055.1	XP_447894.1
OG0002737	QNG15056.1	XP_447895.1
OG0002738	QNG15057.1	XP_447896.1
OG0002739	QNG15058.1	XP_447897.1
OG0002740	QNG15059.1	XP_447898.1
OG0002741	QNG15060.1	XP_447899.1
OG0002742	QNG15061.1	XP_447900.1
OG0002743	QNG15062.1	XP_447901.1
OG0002744	QNG15063.1	XP_447902.1
OG0002745	QNG15064.1	XP_447903.1
OG0002746	QNG15066.1	XP_447905.1
OG0002747	QNG15067.1	XP_447906.1
OG0002748	QNG15068.1	XP_447907.1
OG0002749	QNG15069.1	XP_447908.1
OG0002750	QNG15071.1	XP_447910.1
OG0002751	QNG15072.1	XP_447911.1
OG0002752	QNG15073.1	XP_447912.1
OG0002753	QNG15074.1	XP_447913.1
OG0002754	QNG15075.1	XP_447914.1
OG0002755	QNG15076.1	XP_447915.1
OG0002756	QNG15077.1	XP_447916.1
OG0002757	QNG15078.1	XP_447917.1
OG0002758	QNG15080.1	XP_447919.1
OG0002759	QNG15081.1	XP_447920.1
OG0002760	QNG15082.1	XP_447921.1
OG0002761	QNG15084.1	XP_447923.1
OG0002762	QNG15085.1	XP_447924.1
OG0002763	QNG15086.1	XP_447925.1
OG0002764	QNG15087.1	XP_447926.1
OG0002765	QNG15088.1	XP_447927.1
OG0002766	QNG15089.1	XP_447928.1
OG0002767	QNG15090.1	XP_447929.1
OG0002768	QNG15091.1	XP_447931.1
OG0002769	QNG15092.1	XP_447932.1
OG0002770	QNG15094.1	XP_447933.1
OG0002771	QNG15095.1	XP_447934.1
OG0002772	QNG15096.1	XP_447935.1
OG0002773	QNG15097.1	XP_447936.1
OG0002774	QNG15098.1	XP_447937.1
OG0002775	QNG15099.1	XP_447938.1
OG0002776	QNG15101.1	XP_447940.1
OG0002777	QNG15103.1	XP_447942.1
OG0002778	QNG15104.1	XP_447943.1
OG0002779	QNG15105.1	XP_447944.1
OG0002780	QNG15106.1	XP_447945.1
OG0002781	QNG15107.1	XP_447946.1
OG0002782	QNG15108.1	XP_447947.1
OG0002783	QNG15109.1	XP_447948.1
OG0002784	QNG15110.1	XP_447949.1
OG0002785	QNG15111.1	XP_447950.1
OG0002786	QNG15112.1	XP_447951.1
OG0002787	QNG15113.1	XP_447952.1
OG0002788	QNG15114.1	XP_447953.1
OG0002789	QNG15115.1	XP_447954.1
OG0002790	QNG15116.1	XP_447955.1
OG0002791	QNG15117.1	XP_447956.1
OG0002792	QNG15122.1	XP_447961.1
OG0002793	QNG15126.1	XP_447965.1
OG0002794	QNG15127.1	XP_447966.1
OG0002795	QNG15128.1	XP_447967.1
OG0002796	QNG15129.1	XP_447968.1
OG0002797	QNG15131.1	XP_447970.1
OG0002798	QNG15133.1	XP_447971.1
OG0002799	QNG15134.1	XP_447972.1
OG0002800	QNG15135.1	XP_447973.1
OG0002801	QNG15136.1	XP_447974.1
OG0002802	QNG15137.1	XP_447975.1
OG0002803	QNG15138.1	XP_447976.1
OG0002804	QNG15139.1	XP_447977.1
OG0002805	QNG15140.1	XP_447978.1
OG0002806	QNG15141.1	XP_447979.1
OG0002807	QNG15142.1	XP_447980.1
OG0002808	QNG15145.1	XP_447983.1
OG0002809	QNG15146.1	XP_002999573.1
OG0002810	QNG15149.1	XP_447986.1
OG0002811	QNG15152.1	XP_447989.1
OG0002812	QNG15153.1	XP_447990.1
OG0002813	QNG15154.1	XP_447991.1
OG0002814	QNG15155.1	XP_447992.1
OG0002815	QNG15158.1	XP_447995.1
OG0002816	QNG15160.1	XP_447997.1
OG0002817	QNG15162.1	XP_447999.1
OG0002818	QNG15163.1	XP_448000.1
OG0002819	QNG15165.1	XP_448002.1
OG0002820	QNG15166.1	XP_448003.1
OG0002821	QNG15167.1	XP_448004.1
OG0002822	QNG15168.1	XP_448005.1
OG0002823	QNG15170.1	XP_448007.1
OG0002824	QNG15171.1	XP_448008.1
OG0002825	QNG15172.1	XP_448009.1
OG0002826	QNG15173.1	XP_448010.1
OG0002827	QNG15174.1	XP_448011.2
OG0002828	QNG15175.1	XP_448012.1
OG0002829	QNG15176.1	XP_448013.1
OG0002830	QNG15177.1	XP_448014.1
OG0002831	QNG15178.1	XP_448015.1
OG0002832	QNG15181.1	XP_448018.1
OG0002833	QNG15182.1	XP_448019.1
OG0002834	QNG15183.1	XP_448020.1
OG0002835	QNG15184.1	XP_448021.1
OG0002836	QNG15185.1	XP_448022.1
OG0002837	QNG15187.1	XP_448024.1
OG0002838	QNG15188.1	XP_448025.1
OG0002839	QNG15190.1	XP_448027.1
OG0002840	QNG15191.1	XP_448028.1
OG0002841	QNG15192.1	XP_448029.1
OG0002842	QNG15193.1	XP_448030.1
OG0002843	QNG15194.1	XP_448031.1
OG0002844	QNG15195.1	XP_448032.1
OG0002845	QNG15196.1	XP_448033.1
OG0002846	QNG15197.1	XP_448034.1
OG0002847	QNG15198.1	XP_448035.1
OG0002848	QNG15199.1	XP_448036.1
OG0002849	QNG15200.1	XP_448037.1
OG0002850	QNG15201.1	XP_448038.1
OG0002851	QNG15202.1	XP_448039.1
OG0002852	QNG15203.1	XP_448040.1
OG0002853	QNG15204.1	XP_448041.1
OG0002854	QNG15205.1	XP_448042.1
OG0002855	QNG15206.1	XP_448043.1
OG0002856	QNG15207.1	XP_448044.1
OG0002857	QNG15208.1	XP_448045.1
OG0002858	QNG15209.1	XP_448046.1
OG0002859	QNG15210.1	XP_448047.1
OG0002860	QNG15211.1	XP_448048.1
OG0002861	QNG15212.1	XP_448049.1
OG0002862	QNG15213.1	XP_448050.1
OG0002863	QNG15214.1	XP_448051.1
OG0002864	QNG15215.1	XP_448052.1
OG0002865	QNG15217.1	XP_448054.1
OG0002866	QNG15218.1	XP_002999574.1
OG0002867	QNG15219.1	XP_448055.1
OG0002868	QNG15220.1	XP_448056.1
OG0002869	QNG15221.1	XP_448057.1
OG0002870	QNG15222.1	XP_448058.1
OG0002871	QNG15223.1	XP_448059.1
OG0002872	QNG15224.1	XP_448060.1
OG0002873	QNG15225.1	XP_448061.1
OG0002874	QNG15226.1	XP_448062.1
OG0002875	QNG15229.1	XP_448065.1
OG0002876	QNG15230.1	XP_448066.1
OG0002877	QNG15231.1	XP_448067.1
OG0002878	QNG15233.1	XP_448069.1
OG0002879	QNG15234.1	XP_448070.1
OG0002880	QNG15236.1	XP_448073.1
OG0002881	QNG15237.1	XP_448074.1
OG0002882	QNG15239.1	XP_448076.1
OG0002883	QNG15241.1	XP_448078.1
OG0002884	QNG15242.1	XP_448079.1
OG0002885	QNG15243.1	XP_448080.1
OG0002886	QNG15245.1	XP_448082.1
OG0002887	QNG15246.1	XP_448083.1
OG0002888	QNG15247.1	XP_448084.1
OG0002889	QNG15248.1	XP_448085.1
OG0002890	QNG15249.1	XP_448087.1
OG0002891	QNG15251.1	XP_448089.1
OG0002892	QNG15252.1	XP_448090.1
OG0002893	QNG15253.1	XP_448091.1
OG0002894	QNG15255.1	XP_448093.1
OG0002895	QNG15256.1	XP_448094.1
OG0002896	QNG15257.1	XP_448095.1
OG0002897	QNG15258.1	XP_448096.1
OG0002898	QNG15259.1	XP_448097.1
OG0002899	QNG15260.1	XP_448098.1
OG0002900	QNG15261.1	XP_448099.1
OG0002901	QNG15262.1	XP_448100.1
OG0002902	QNG15267.1	XP_448105.1
OG0002903	QNG15268.1	XP_448106.1
OG0002904	QNG15269.1	XP_448107.1
OG0002905	QNG15270.1	XP_448108.1
OG0002906	QNG15271.1	XP_448109.1
OG0002907	QNG15272.1	XP_448110.1
OG0002908	QNG15275.1	XP_448113.1
OG0002909	QNG15276.1	XP_448114.1
OG0002910	QNG15277.1	XP_448115.1
OG0002911	QNG15278.1	XP_448116.1
OG0002912	QNG15279.1	XP_448117.1
OG0002913	QNG15280.1	XP_448118.1
OG0002914	QNG15281.1	XP_448119.1
OG0002915	QNG15282.1	XP_448120.1
OG0002916	QNG15283.1	XP_448121.1
OG0002917	QNG15284.1	XP_448122.1
OG0002918	QNG15285.1	XP_448123.1
OG0002919	QNG15286.1	XP_448124.1
OG0002920	QNG15288.1	XP_448126.1
OG0002921	QNG15289.1	XP_448127.1
OG0002922	QNG15290.1	XP_448128.1
OG0002923	QNG15291.1	XP_448129.1
OG0002924	QNG15292.1	XP_448130.1
OG0002925	QNG15293.1	XP_448131.1
OG0002926	QNG15294.1	XP_448132.1
OG0002927	QNG15295.1	XP_448133.1
OG0002928	QNG15296.1	XP_448134.1
OG0002929	QNG15297.1	XP_448135.1
OG0002930	QNG15298.1	XP_448136.1
OG0002931	QNG15299.1	XP_448137.1
