Orthogroup	Species	CBS138_protein	Orthologs
OG0000122	BG2_protein	XP_446877.1	QNG14212.1
OG0000122	sacCer_protein	XP_447196.1	NP_012721.1
OG0000122	BG2_protein	XP_447196.1	QNG14541.1
OG0000123	sacCer_protein	XP_447197.1	NP_012723.3
OG0000123	BG2_protein	XP_447197.1	QNG14542.1
OG0000123	sacCer_protein	XP_446879.1	NP_012593.3
OG0000123	BG2_protein	XP_446879.1	QNG14214.1
OG0000124	sacCer_protein	XP_447029.1	NP_015251.1
OG0000124	BG2_protein	XP_447029.1	QNG14370.1
OG0000124	sacCer_protein	XP_447823.1	NP_010966.1
OG0000124	BG2_protein	XP_447823.1	QNG14985.1
OG0000125	sacCer_protein	XP_449630.1, XP_447035.1	NP_015244.1, NP_009748.3
OG0000125	BG2_protein	XP_449630.1	QNG16992.1
OG0000125	BG2_protein	XP_447035.1	QNG14376.1
OG0000126	sacCer_protein	XP_449621.1, XP_447041.1	NP_009740.3, NP_015235.1
OG0000126	BG2_protein	XP_449621.1	QNG16983.1
OG0000126	BG2_protein	XP_447041.1	QNG14382.1
OG0000127	sacCer_protein	XP_449735.1	NP_010763.2
OG0000127	BG2_protein	XP_449735.1	QNG17097.1
OG0000127	sacCer_protein	XP_447158.1	NP_014662.1
OG0000127	BG2_protein	XP_447158.1	QNG14502.1
OG0000128	sacCer_protein	XP_447208.1	NP_010933.1
OG0000128	BG2_protein	XP_447208.1	QNG14553.1
OG0000128	sacCer_protein	XP_447770.1	NP_013807.1
OG0000128	BG2_protein	XP_447770.1	QNG14933.1
OG0000129	sacCer_protein	XP_448732.1, XP_447235.1	NP_010316.1, NP_009610.1
OG0000129	BG2_protein	XP_448732.1	QNG15904.1
OG0000129	BG2_protein	XP_447235.1	QNG14580.1
OG0000130	sacCer_protein	XP_447483.1	NP_015299.1
OG0000130	BG2_protein	XP_447483.1	QNG14641.1
OG0000130	sacCer_protein	XP_448705.1	NP_010533.1
OG0000130	BG2_protein	XP_448705.1	QNG15878.1
OG0000131	sacCer_protein	XP_447504.1	NP_015067.1
OG0000131	BG2_protein	XP_447504.1	QNG14662.1
OG0000131	sacCer_protein	XP_449230.1	NP_013926.1
OG0000131	BG2_protein	XP_449230.1	QNG16587.1
OG0000132	sacCer_protein	XP_449781.1	NP_009698.3
OG0000132	BG2_protein	XP_449781.1	QNG17143.1
OG0000132	sacCer_protein	XP_447593.1	NP_014560.1
OG0000132	BG2_protein	XP_447593.1	QNG14753.1
OG0000133	BG2_protein	XP_448783.1	QNG15954.1
OG0000133	BG2_protein	XP_447684.1	QNG14845.1
OG0000133	BG2_protein	XP_002999567.1	QNG14946.1
OG0000134	sacCer_protein	XP_449456.1	NP_015184.1
OG0000134	BG2_protein	XP_449456.1	QNG16814.1
OG0000134	sacCer_protein	XP_447873.1	NP_014876.1
OG0000134	BG2_protein	XP_447873.1	QNG15034.1
OG0000135	sacCer_protein	XP_447875.1	NP_014880.3
OG0000135	BG2_protein	XP_447875.1	QNG15036.1
OG0000135	sacCer_protein	XP_449452.1	NP_015180.1
OG0000135	BG2_protein	XP_449452.1	QNG16811.1
OG0000136	sacCer_protein	XP_449460.1	NP_015188.1
OG0000136	BG2_protein	XP_449460.1	QNG16818.1
OG0000136	sacCer_protein	XP_447880.1	NP_014870.1
OG0000136	BG2_protein	XP_447880.1	QNG15041.1
OG0000137	sacCer_protein	XP_448111.1	NP_010151.1
OG0000137	BG2_protein	XP_448111.1	QNG15273.1
OG0000137	sacCer_protein	XP_447985.1	NP_010099.1
OG0000137	BG2_protein	XP_447985.1	QNG15148.1
OG0000138	sacCer_protein	XP_448898.1	NP_014847.3
OG0000138	BG2_protein	XP_448898.1	QNG16491.1
OG0000138	sacCer_protein	XP_448006.1	NP_015206.1
OG0000138	BG2_protein	XP_448006.1	QNG15169.1
OG0000139	sacCer_protein	XP_448053.1	NP_014142.1
OG0000139	BG2_protein	XP_448053.1	QNG15216.1
OG0000139	sacCer_protein	XP_447337.1	NP_012025.1
OG0000139	BG2_protein	XP_447337.1	QNG16031.1
OG0000140	sacCer_protein	XP_448064.1	NP_010851.1
OG0000140	BG2_protein	XP_448064.1	QNG15228.1
OG0000140	sacCer_protein	XP_448063.1	NP_014131.1
OG0000140	BG2_protein	XP_448063.1	QNG15227.1
OG0000141	sacCer_protein	XP_448101.1	NP_010087.1
OG0000141	BG2_protein	XP_448101.1	QNG15263.1
OG0000141	sacCer_protein	XP_447417.1	NP_010143.1
OG0000141	BG2_protein	XP_447417.1	QNG16109.1
OG0000142	sacCer_protein	XP_448103.1	NP_010144.1
OG0000142	BG2_protein	XP_448103.1	QNG15265.1
OG0000142	sacCer_protein	XP_447419.1	NP_010089.1
OG0000142	BG2_protein	XP_447419.1	QNG16111.1
OG0000143	sacCer_protein	XP_449129.1, XP_448253.1	NP_012344.1, NP_009960.2
OG0000143	BG2_protein	XP_449129.1	QNG16258.1
OG0000143	BG2_protein	XP_448253.1	QNG15418.1
OG0000144	sacCer_protein	XP_449418.1	NP_009640.1
OG0000144	BG2_protein	XP_449418.1	QNG16777.1
OG0000144	sacCer_protein	XP_448264.1	NP_011720.3
OG0000144	BG2_protein	XP_448264.1	QNG15429.1
OG0000145	sacCer_protein	XP_448344.1	NP_011860.1
OG0000145	BG2_protein	XP_448344.1	QNG15510.1
OG0000145	sacCer_protein	XP_449791.1	NP_012917.3
OG0000145	BG2_protein	XP_449791.1	QNG17153.1
OG0000146	sacCer_protein	XP_448545.1	NP_013822.1
OG0000146	BG2_protein	XP_448545.1	QNG15716.1
OG0000146	sacCer_protein	XP_448372.1	NP_012796.1
OG0000146	BG2_protein	XP_448372.1	QNG15538.1
OG0000147	sacCer_protein	XP_448373.1	NP_013823.1
OG0000147	BG2_protein	XP_448373.1	QNG15539.1
OG0000147	sacCer_protein	XP_448546.1	NP_012795.1
OG0000147	BG2_protein	XP_448546.1	QNG15717.1
OG0000148	sacCer_protein	XP_448551.1	NP_012793.2
OG0000148	BG2_protein	XP_448551.1	QNG15721.1
OG0000148	sacCer_protein	XP_448376.1	NP_013827.1
OG0000148	BG2_protein	XP_448376.1	QNG15543.1
OG0000149	sacCer_protein	XP_448425.1, XP_002999595.1	NP_012345.1, NP_013471.1
OG0000149	BG2_protein	XP_448425.1	QNG15592.1
OG0000149	BG2_protein	XP_002999595.1	QNG16259.1
OG0000150	sacCer_protein	XP_448483.1	NP_013361.1
OG0000150	BG2_protein	XP_448483.1	QNG15651.1
OG0000150	sacCer_protein	XP_448973.1	NP_014814.1
OG0000150	BG2_protein	XP_448973.1	QNG16416.1
OG0000151	sacCer_protein	XP_447437.1	NP_012401.1
OG0000151	BG2_protein	XP_447437.1	QNG16130.1
OG0000151	sacCer_protein	XP_448581.1	NP_012979.3
OG0000151	BG2_protein	XP_448581.1	QNG15751.1
OG0000152	sacCer_protein	XP_449337.1	NP_011991.1
OG0000152	BG2_protein	XP_449337.1	QNG16692.1
OG0000152	sacCer_protein	XP_448636.1	NP_014269.4
OG0000152	BG2_protein	XP_448636.1	QNG15806.1
OG0000153	sacCer_protein	XP_447312.1	NP_012585.1
OG0000153	BG2_protein	XP_447312.1	QNG16006.1
OG0000153	sacCer_protein	XP_448824.1	NP_010867.3
OG0000153	BG2_protein	XP_448824.1	QNG16173.1
OG0000154	sacCer_protein	XP_002999600.1, XP_449124.2	NP_010898.1, NP_058137.1
OG0000154	BG2_protein	XP_002999600.1	QNG16849.1
OG0000154	BG2_protein	XP_449124.2	QNG16266.1
OG0000155	sacCer_protein	XP_449115.1, XP_449497.1	NP_009936.1, NP_014399.3
OG0000155	BG2_protein	XP_449115.1	QNG16276.1
OG0000155	BG2_protein	XP_449497.1	QNG16857.1
OG0000156	sacCer_protein	XP_449055.1	NP_010417.3
OG0000156	BG2_protein	XP_449055.1	QNG16334.1
OG0000156	sacCer_protein	XP_449849.1	NP_013209.1
OG0000156	BG2_protein	XP_449849.1	QNG17217.1
OG0000157	sacCer_protein	XP_449292.1, XP_449048.1	NP_010384.3, NP_011104.3
OG0000157	BG2_protein	XP_449292.1	QNG16649.1
OG0000157	BG2_protein	XP_449048.1	QNG16342.1
OG0000158	sacCer_protein	XP_448974.1	NP_014815.3, NP_014805.3, NP_012700.1, NP_013368.1
OG0000158	BG2_protein	XP_448974.1	QNG16415.1
OG0000159	sacCer_protein	XP_449267.1	NP_013637.1
OG0000159	BG2_protein	XP_449267.1	QNG16624.1
OG0000159	sacCer_protein	XP_449373.1	NP_013554.3
OG0000159	BG2_protein	XP_449373.1	QNG16731.1
OG0000160	sacCer_protein	XP_449666.1	NP_015268.1
OG0000160	BG2_protein	XP_449666.1	QNG17029.1
OG0000160	sacCer_protein	XP_449590.1	NP_009719.3
OG0000160	BG2_protein	XP_449590.1	QNG16952.1
OG0000161	sacCer_protein	XP_449848.1, XP_449883.1	NP_012211.2, NP_010984.3
OG0000161	BG2_protein	XP_449848.1	QNG17216.1
OG0000161	BG2_protein	XP_449883.1	QNG17251.1
OG0000163	BG2_protein	XP_446673.1	QNG12132.1
OG0000163	BG2_protein	XP_022456058.1	QNG12983.1, QNG12133.1
OG0000164	sacCer_protein	XP_002999511.1, XP_444828.1	NP_011490.2
OG0000164	BG2_protein	XP_002999511.1, XP_444828.1	QNG12160.1, QNG12162.1
OG0000165	sacCer_protein	XP_444831.1, XP_445816.1	NP_011487.3
OG0000165	BG2_protein	XP_444831.1	QNG12165.1
OG0000165	BG2_protein	XP_445816.1	QNG13167.1
OG0000166	sacCer_protein	XP_444872.1, XP_449271.1	NP_011971.1
OG0000166	BG2_protein	XP_444872.1	QNG12205.1
OG0000166	BG2_protein	XP_449271.1	QNG16628.1
OG0000167	sacCer_protein	XP_444875.1, XP_447306.1	NP_011975.1
OG0000167	BG2_protein	XP_444875.1	QNG12208.1
OG0000167	BG2_protein	XP_447306.1	QNG16000.1
OG0000168	sacCer_protein	XP_447469.1, XP_444954.1	NP_009497.2
OG0000168	BG2_protein	XP_447469.1	QNG16162.1
OG0000168	BG2_protein	XP_444954.1	QNG12288.1
OG0000169	sacCer_protein	XP_445024.2, XP_444980.2	NP_009867.1, NP_009869.3
OG0000169	BG2_protein	XP_445024.2, XP_444980.2	QNG12314.1
OG0000170	sacCer_protein	XP_448415.1, XP_445095.2	NP_011569.1
OG0000170	BG2_protein	XP_448415.1	QNG15582.1
OG0000170	BG2_protein	XP_445095.2	QNG12431.1
OG0000171	sacCer_protein	XP_445804.1, XP_445129.1	NP_010854.1
OG0000171	BG2_protein	XP_445804.1	QNG13155.1
OG0000171	BG2_protein	XP_445129.1	QNG12464.1
OG0000172	sacCer_protein	XP_445161.1, XP_447460.1	NP_009579.1
OG0000172	BG2_protein	XP_445161.1	QNG12498.1
OG0000172	BG2_protein	XP_447460.1	QNG16153.1
OG0000173	sacCer_protein	XP_445172.1, XP_446565.1	NP_014752.3
OG0000173	BG2_protein	XP_445172.1	QNG12509.1
OG0000173	BG2_protein	XP_446565.1	QNG13901.1
OG0000174	sacCer_protein	XP_449793.1, XP_445175.2	NP_009924.4
OG0000174	BG2_protein	XP_449793.1	QNG17156.1
OG0000174	BG2_protein	XP_445175.2	QNG12512.1
OG0000175	sacCer_protein	XP_445461.1, XP_445233.1	NP_012157.3
OG0000175	BG2_protein	XP_445461.1	QNG12806.1
OG0000175	BG2_protein	XP_445233.1	QNG12569.1
OG0000176	sacCer_protein	XP_445235.1, XP_445462.1	NP_012159.1
OG0000176	BG2_protein	XP_445235.1	QNG12571.1
OG0000176	BG2_protein	XP_445462.1	QNG12807.1
OG0000177	sacCer_protein	XP_445249.1	NP_009803.3, NP_012899.3, NP_012303.1
OG0000177	BG2_protein	XP_445249.1	QNG12586.1
OG0000178	sacCer_protein	XP_445252.1	NP_009800.1, NP_009952.2, NP_011411.3
OG0000178	BG2_protein	XP_445252.1	QNG12589.1
OG0000179	sacCer_protein	XP_446131.1, XP_445303.1	NP_014910.1
OG0000179	BG2_protein	XP_446131.1	QNG13472.1
OG0000179	BG2_protein	XP_445303.1	QNG12641.1
OG0000180	sacCer_protein	XP_445316.1, XP_445854.1	NP_013059.1
OG0000180	BG2_protein	XP_445316.1	QNG12653.1
OG0000180	BG2_protein	XP_445854.1	QNG13202.1
OG0000181	sacCer_protein	XP_445318.1, XP_445856.1	NP_013057.1
OG0000181	BG2_protein	XP_445318.1	QNG12655.1
OG0000181	BG2_protein	XP_445856.1	QNG13204.1
OG0000182	sacCer_protein	XP_445334.1, XP_445712.1	NP_010007.1
OG0000182	BG2_protein	XP_445334.1	QNG12671.1
OG0000182	BG2_protein	XP_445712.1	QNG13063.1
OG0000183	sacCer_protein	XP_448302.1, XP_445392.1	NP_009420.1
OG0000183	BG2_protein	XP_448302.1	QNG15467.1
OG0000183	BG2_protein	XP_445392.1	QNG12725.1
OG0000184	sacCer_protein	XP_445394.1	NP_014586.1, NP_015065.1, NP_015446.2
OG0000184	BG2_protein	XP_445394.1	QNG12727.1
OG0000185	sacCer_protein	XP_448288.1, XP_445407.1	NP_014573.1
OG0000185	BG2_protein	XP_448288.1	QNG15453.1
OG0000185	BG2_protein	XP_445407.1	QNG12740.1
OG0000186	sacCer_protein	XP_446832.1, XP_448791.1	NP_013915.1
OG0000186	BG2_protein	XP_446832.1	QNG14165.1
OG0000186	BG2_protein	XP_448791.1	QNG12762.1
OG0000187	sacCer_protein	XP_445459.1, XP_447012.1	NP_010228.1
OG0000187	BG2_protein	XP_445459.1	QNG12804.1
OG0000187	BG2_protein	XP_447012.1	QNG14353.1
OG0000188	sacCer_protein	XP_447904.1, XP_445496.1	NP_013127.2
OG0000188	BG2_protein	XP_447904.1	QNG15065.1
OG0000188	BG2_protein	XP_445496.1	QNG12843.1
OG0000189	sacCer_protein	XP_445653.1, XP_445557.1	NP_013119.1
OG0000189	BG2_protein	XP_445653.1	QNG13004.1
OG0000189	BG2_protein	XP_445557.1	QNG12906.1
OG0000190	sacCer_protein	XP_445618.1, XP_447340.1	NP_015452.1
OG0000190	BG2_protein	XP_445618.1	QNG12968.1
OG0000190	BG2_protein	XP_447340.1	QNG16034.1
OG0000191	sacCer_protein	XP_449534.1, XP_445747.1	NP_013231.1
OG0000191	BG2_protein	XP_449534.1	QNG16894.1
OG0000191	BG2_protein	XP_445747.1	QNG13098.1
OG0000192	sacCer_protein	XP_449511.1, XP_445774.1	NP_014518.1
OG0000192	BG2_protein	XP_449511.1	QNG16871.1
OG0000192	BG2_protein	XP_445774.1	QNG13124.1
OG0000193	sacCer_protein	XP_445795.1, XP_448220.1	NP_014637.1
OG0000193	BG2_protein	XP_445795.1	QNG13146.1
OG0000193	BG2_protein	XP_448220.1	QNG15381.1
OG0000194	sacCer_protein	XP_446533.1, XP_445846.1	NP_013072.1
OG0000194	BG2_protein	XP_446533.1	QNG13871.1
OG0000194	BG2_protein	XP_445846.1	QNG13195.1
OG0000195	sacCer_protein	XP_447160.1, XP_445868.1	NP_010336.3
OG0000195	BG2_protein	XP_447160.1	QNG14504.1
OG0000195	BG2_protein	XP_445868.1	QNG13216.1
OG0000196	sacCer_protein	XP_449422.1, XP_445890.1	NP_009636.3
OG0000196	BG2_protein	XP_449422.1	QNG16781.1
OG0000196	BG2_protein	XP_445890.1	QNG13238.1
OG0000197	sacCer_protein	XP_445894.1	NP_010344.1, NP_014984.3, NP_009638.1
OG0000197	BG2_protein	XP_445894.1	QNG13242.1
OG0000198	sacCer_protein	XP_445918.1, XP_445913.1	NP_014490.1
OG0000198	BG2_protein	XP_445918.1	QNG13264.1
OG0000198	BG2_protein	XP_445913.1	QNG13261.1
OG0000199	sacCer_protein	XP_445916.1, XP_445914.1, XP_445915.1	NP_015237.1
OG0000199	BG2_protein	XP_445916.1, XP_445914.1, XP_445915.1	QNG13262.1
OG0000200	sacCer_protein	XP_445932.1, XP_449865.1	NP_009362.1
OG0000200	BG2_protein	XP_445932.1	QNG13278.1
OG0000200	BG2_protein	XP_449865.1	QNG17234.1
OG0000201	sacCer_protein	XP_446015.1, XP_447068.1	NP_009386.1
OG0000201	BG2_protein	XP_446015.1	QNG13359.1
OG0000201	BG2_protein	XP_447068.1	QNG14410.1
OG0000202	sacCer_protein	XP_446064.1, XP_449151.1	NP_116648.2
OG0000202	BG2_protein	XP_446064.1	QNG13406.1
OG0000202	BG2_protein	XP_449151.1	QNG16506.1
OG0000203	sacCer_protein	XP_447006.1, XP_446110.1	NP_013696.1
OG0000203	BG2_protein	XP_447006.1	QNG14347.1
OG0000203	BG2_protein	XP_446110.1	QNG13452.1
OG0000204	sacCer_protein	XP_446282.1, XP_446288.1	NP_011403.1
OG0000204	BG2_protein	XP_446282.1	QNG13620.1
OG0000204	BG2_protein	XP_446288.1	QNG13626.1
OG0000205	sacCer_protein	XP_446298.1, XP_446297.1	NP_012827.1
OG0000205	BG2_protein	XP_446298.1	QNG13636.1
OG0000205	BG2_protein	XP_446297.1	QNG13635.1
OG0000206	sacCer_protein	XP_446368.1, XP_449352.1	NP_012078.3
OG0000206	BG2_protein	XP_446368.1	QNG13705.1
OG0000206	BG2_protein	XP_449352.1	QNG16710.1
OG0000207	sacCer_protein	XP_446447.1, XP_449212.1	NP_012998.1
OG0000207	BG2_protein	XP_446447.1	QNG13785.1
OG0000207	BG2_protein	XP_449212.1	QNG16569.1
OG0000208	sacCer_protein	XP_446476.1, XP_447853.1	NP_012171.1
OG0000208	BG2_protein	XP_446476.1	QNG13814.1
OG0000208	BG2_protein	XP_447853.1	QNG15015.1
OG0000209	sacCer_protein	XP_446994.1, XP_446521.1	NP_011044.1
OG0000209	BG2_protein	XP_446994.1	QNG14334.1
OG0000209	BG2_protein	XP_446521.1	QNG13859.1
OG0000210	sacCer_protein	XP_447575.1, XP_446560.1	NP_014541.1
OG0000210	BG2_protein	XP_447575.1	QNG14735.1
OG0000210	BG2_protein	XP_446560.1	QNG13896.1
OG0000211	sacCer_protein	XP_447544.1, XP_446588.1	NP_010354.3
OG0000211	BG2_protein	XP_447544.1	QNG14704.1
OG0000211	BG2_protein	XP_446588.1	QNG13924.1
OG0000212	sacCer_protein	XP_446808.1, XP_446791.1	NP_015507.1
OG0000212	BG2_protein	XP_446808.1	QNG14142.1
OG0000212	BG2_protein	XP_446791.1	QNG14126.1
OG0000213	sacCer_protein	XP_449227.1, XP_446828.1	NP_013923.1
OG0000213	BG2_protein	XP_449227.1	QNG16584.1
OG0000213	BG2_protein	XP_446828.1	QNG14162.1
OG0000214	sacCer_protein	XP_446899.1, XP_447987.1	NP_013988.1
OG0000214	BG2_protein	XP_446899.1	QNG14234.1
OG0000214	BG2_protein	XP_447987.1	QNG15150.1
OG0000215	sacCer_protein	XP_446941.1	NP_011438.1, NP_010071.1, NP_014454.3
OG0000215	BG2_protein	XP_446941.1	QNG14277.1
OG0000216	sacCer_protein	XP_447425.1, XP_447010.1	NP_013481.3
OG0000216	BG2_protein	XP_447425.1	QNG16116.1
OG0000216	BG2_protein	XP_447010.1	QNG14351.1
OG0000217	sacCer_protein	XP_448016.1, XP_447057.1	NP_009350.1
OG0000217	BG2_protein	XP_448016.1	QNG15179.1
OG0000217	BG2_protein	XP_447057.1	QNG14399.1
OG0000218	sacCer_protein	XP_447058.1, XP_447059.1	NP_009562.1
OG0000218	BG2_protein	XP_447058.1	QNG14400.1
OG0000218	BG2_protein	XP_447059.1	QNG14401.1
OG0000219	sacCer_protein	XP_447094.1, XP_449955.1	NP_014051.3
OG0000219	BG2_protein	XP_447094.1	QNG14438.1
OG0000219	BG2_protein	XP_449955.1	QNG17322.1
OG0000220	sacCer_protein	XP_447199.1	NP_010956.1, NP_010957.1, NP_011290.1
OG0000220	BG2_protein	XP_447199.1	QNG14544.1
OG0000221	sacCer_protein	XP_447241.1, XP_448736.1	NP_009615.1
OG0000221	BG2_protein	XP_447241.1	QNG14587.1
OG0000221	BG2_protein	XP_448736.1	QNG15908.1
OG0000222	sacCer_protein	XP_447824.1, XP_448815.1	NP_010967.3
OG0000222	BG2_protein	XP_447824.1	QNG14986.1
OG0000222	BG2_protein	XP_448815.1	QNG14628.1
OG0000223	sacCer_protein	XP_447497.1, XP_449235.1	NP_013932.1
OG0000223	BG2_protein	XP_447497.1	QNG14655.1
OG0000223	BG2_protein	XP_449235.1	QNG16592.1
OG0000224	sacCer_protein	XP_447522.1, XP_449709.1	NP_012370.1
OG0000224	BG2_protein	XP_447522.1	QNG14681.1
OG0000224	BG2_protein	XP_449709.1	QNG17071.1
OG0000225	sacCer_protein	XP_447641.1, XP_447642.1	NP_014274.1
OG0000225	BG2_protein	XP_447641.1	QNG14802.1
OG0000225	BG2_protein	XP_447642.1	QNG14803.1
OG0000226	sacCer_protein	XP_447670.1, XP_447669.1	NP_014951.4
OG0000226	BG2_protein	XP_447670.1	QNG14831.1
OG0000226	BG2_protein	XP_447669.1	QNG14830.1
OG0000227	sacCer_protein	XP_447771.1	NP_010404.1, NP_009852.3, NP_013806.1
OG0000227	BG2_protein	XP_447771.1	QNG14934.1
OG0000228	sacCer_protein	XP_447786.1, XP_447436.1	NP_011348.1
OG0000228	BG2_protein	XP_447786.1	QNG14949.1
OG0000228	BG2_protein	XP_447436.1	QNG16128.1
OG0000229	sacCer_protein	XP_448092.1, XP_447403.1	NP_013311.1
OG0000229	BG2_protein	XP_448092.1	QNG15254.1
OG0000229	BG2_protein	XP_447403.1	QNG16095.1
OG0000230	sacCer_protein	XP_448341.1, XP_449788.1	NP_011856.1
OG0000230	BG2_protein	XP_448341.1	QNG15507.1
OG0000230	BG2_protein	XP_449788.1	QNG17150.1
OG0000231	sacCer_protein	XP_448347.1, XP_449795.1	NP_012922.1
OG0000231	BG2_protein	XP_448347.1	QNG15513.1
OG0000231	BG2_protein	XP_449795.1	QNG17158.1
OG0000232	sacCer_protein	XP_448426.1, XP_448424.1	NP_011579.1
OG0000232	BG2_protein	XP_448426.1	QNG15593.1
OG0000232	BG2_protein	XP_448424.1	QNG15591.1
OG0000233	sacCer_protein	XP_448472.1, XP_447310.1	NP_011980.1
OG0000233	BG2_protein	XP_448472.1	QNG15639.1
OG0000233	BG2_protein	XP_447310.1	QNG16004.1
OG0000234	sacCer_protein	XP_448971.1, XP_448486.1	NP_014810.1
OG0000234	BG2_protein	XP_448971.1	QNG15655.1
OG0000234	BG2_protein	XP_448486.1	QNG16418.1
OG0000235	sacCer_protein	XP_448593.1	NP_012818.1, NP_013802.1, NP_013801.1
OG0000235	BG2_protein	XP_448593.1	QNG15763.1
OG0000236	sacCer_protein	XP_448685.1	NP_013656.1, NP_012088.3, NP_013536.3
OG0000236	BG2_protein	XP_448685.1	QNG15856.1
OG0000237	sacCer_protein	XP_448738.1	NP_010323.3, NP_010325.1, NP_010324.3
OG0000237	BG2_protein	XP_448738.1	QNG15910.1
OG0000238	sacCer_protein	XP_448828.1, XP_447315.1	NP_012583.1
OG0000238	BG2_protein	XP_448828.1	QNG16177.1
OG0000238	BG2_protein	XP_447315.1	QNG16009.1
OG0000239	sacCer_protein	XP_448832.1, XP_447317.1	NP_010880.3
OG0000239	BG2_protein	XP_448832.1, XP_447317.1	QNG16011.1, QNG16181.1
OG0000240	sacCer_protein	XP_449127.1, XP_449472.1	NP_009959.2
OG0000240	BG2_protein	XP_449127.1	QNG16262.1
OG0000240	BG2_protein	XP_449472.1	QNG16830.1
OG0000241	sacCer_protein	XP_449331.1, XP_448950.1	NP_014278.3
OG0000241	BG2_protein	XP_449331.1	QNG16686.1
OG0000241	BG2_protein	XP_448950.1	QNG16440.1
OG0000242	sacCer_protein	XP_449913.1, XP_449329.1	NP_012873.1
OG0000242	BG2_protein	XP_449913.1	QNG17279.1
OG0000242	BG2_protein	XP_449329.1	QNG16684.1
OG0000243	sacCer_protein	XP_449369.1	NP_013042.1, NP_012664.1, NP_013628.1
OG0000243	BG2_protein	XP_449369.1	QNG16727.1
OG0000244	sacCer_protein	XP_449529.1	NP_013222.1, NP_013221.1, NP_010428.3
OG0000244	BG2_protein	XP_449529.1	QNG16889.1
OG0000245	sacCer_protein	NP_818779.1	NP_009311.2, NP_009308.2, NP_009310.1, NP_009309.1
OG0000251	sacCer_protein	XP_444782.1	NP_009544.1, NP_011494.1
OG0000251	BG2_protein	XP_444782.1	QNG12112.1
OG0000252	sacCer_protein	XP_444792.1	NP_011502.1, NP_009548.1
OG0000252	BG2_protein	XP_444792.1	QNG12122.1
OG0000253	sacCer_protein	XP_444794.1	NP_011507.1, NP_015289.1
OG0000253	BG2_protein	XP_444794.1	QNG12124.1
OG0000254	sacCer_protein	XP_444815.1	NP_013432.1, NP_011524.1
OG0000254	BG2_protein	XP_444815.1	QNG12147.1
OG0000255	BG2_protein	XP_002999512.1	QNG12161.1
OG0000255	BG2_protein	XP_002999510.1	QNG12159.1
OG0000256	sacCer_protein	XP_444833.1	NP_011484.1, NP_011664.3
OG0000256	BG2_protein	XP_444833.1	QNG12167.1
OG0000257	sacCer_protein	XP_444838.1	NP_013730.1, NP_011523.3
OG0000257	BG2_protein	XP_444838.1	QNG12172.1
OG0000258	sacCer_protein	XP_444854.1	NP_014661.1, NP_116677.3
OG0000258	BG2_protein	XP_444854.1	QNG12188.1
OG0000259	sacCer_protein	XP_444879.1	NP_010645.1, NP_011976.1
OG0000259	BG2_protein	XP_444879.1	QNG12212.1
OG0000260	sacCer_protein	XP_444908.1	NP_014776.1, NP_010673.1
OG0000260	BG2_protein	XP_444908.1	QNG12242.1
OG0000261	sacCer_protein	XP_444910.1	NP_009526.1, NP_009641.1
OG0000261	BG2_protein	XP_444910.1	QNG12244.1
OG0000262	sacCer_protein	XP_444914.1	NP_013128.1, NP_013839.1
OG0000262	BG2_protein	XP_444914.1	QNG12248.1
OG0000263	sacCer_protein	XP_444915.1	NP_013129.1, NP_013840.1
OG0000263	BG2_protein	XP_444915.1	QNG12249.1
OG0000264	sacCer_protein	XP_444959.1	NP_011022.1, NP_009492.1
OG0000264	BG2_protein	XP_444959.1	QNG12293.1
OG0000265	sacCer_protein	XP_444964.1	NP_009481.1, NP_011028.1
OG0000265	BG2_protein	XP_444964.1	QNG12298.1
OG0000266	sacCer_protein	XP_444993.1	NP_009879.2, NP_010817.3
OG0000266	BG2_protein	XP_444993.1	QNG12327.1
OG0000267	sacCer_protein	XP_444994.1	NP_009880.2, NP_010819.1
OG0000267	BG2_protein	XP_444994.1	QNG12328.1
OG0000268	sacCer_protein	XP_444996.1	NP_001032573.1, NP_878067.1
OG0000268	BG2_protein	XP_444996.1	QNG12329.1
OG0000269	sacCer_protein	XP_445005.1	NP_009893.2, NP_010803.3
OG0000269	BG2_protein	XP_445005.1	QNG12339.1
OG0000270	sacCer_protein	XP_445017.1	NP_013280.1, NP_013279.1
OG0000270	BG2_protein	XP_445017.1	QNG12351.1
OG0000271	sacCer_protein	XP_445021.1	NP_013284.1, NP_010789.1
OG0000271	BG2_protein	XP_445021.1	QNG12355.1
OG0000272	sacCer_protein	XP_445022.1	NP_013286.1, NP_010788.1
OG0000272	BG2_protein	XP_445022.1	QNG12356.1
OG0000273	sacCer_protein	XP_445702.1	NP_010021.1
OG0000273	BG2_protein	XP_445702.1	QNG13053.1, QNG12358.1
OG0000274	sacCer_protein	XP_445042.1	NP_010392.1, NP_013184.1
OG0000274	BG2_protein	XP_445042.1	QNG12376.1
OG0000275	sacCer_protein	XP_445079.1	NP_013582.1, NP_013625.1
OG0000275	BG2_protein	XP_445079.1	QNG12414.1
OG0000276	sacCer_protein	XP_445080.1	NP_013581.1, NP_013623.1
