Orthogroup	Species	BG2_protein	Orthologs
OG0000119	CBS138_protein	QNG17325.1	XP_449958.1
OG0000120	sacCer_protein	QNG14076.1	NP_012140.1
OG0000120	CBS138_protein	QNG14076.1	XP_446743.1
OG0000120	sacCer_protein	QNG16917.1	NP_014933.3
OG0000120	CBS138_protein	QNG16917.1	XP_449556.1
OG0000121	sacCer_protein	QNG15968.1, QNG14108.1	NP_013403.1, NP_014833.3
OG0000121	CBS138_protein	QNG15968.1	XP_447274.1
OG0000121	CBS138_protein	QNG14108.1	XP_446773.1
OG0000122	sacCer_protein	QNG14212.1	NP_012595.1
OG0000122	CBS138_protein	QNG14212.1	XP_446877.1
OG0000122	sacCer_protein	QNG14541.1	NP_012721.1
OG0000122	CBS138_protein	QNG14541.1	XP_447196.1
OG0000123	sacCer_protein	QNG14542.1	NP_012723.3
OG0000123	CBS138_protein	QNG14542.1	XP_447197.1
OG0000123	sacCer_protein	QNG14214.1	NP_012593.3
OG0000123	CBS138_protein	QNG14214.1	XP_446879.1
OG0000124	sacCer_protein	QNG14370.1	NP_015251.1
OG0000124	CBS138_protein	QNG14370.1	XP_447029.1
OG0000124	sacCer_protein	QNG14985.1	NP_010966.1
OG0000124	CBS138_protein	QNG14985.1	XP_447823.1
OG0000125	sacCer_protein	QNG16992.1, QNG14376.1	NP_015244.1, NP_009748.3
OG0000125	CBS138_protein	QNG16992.1	XP_449630.1
OG0000125	CBS138_protein	QNG14376.1	XP_447035.1
OG0000126	sacCer_protein	QNG16983.1, QNG14382.1	NP_009740.3, NP_015235.1
OG0000126	CBS138_protein	QNG16983.1	XP_449621.1
OG0000126	CBS138_protein	QNG14382.1	XP_447041.1
OG0000127	sacCer_protein	QNG17097.1	NP_010763.2
OG0000127	CBS138_protein	QNG17097.1	XP_449735.1
OG0000127	sacCer_protein	QNG14502.1	NP_014662.1
OG0000127	CBS138_protein	QNG14502.1	XP_447158.1
OG0000128	sacCer_protein	QNG14553.1	NP_010933.1
OG0000128	CBS138_protein	QNG14553.1	XP_447208.1
OG0000128	sacCer_protein	QNG14933.1	NP_013807.1
OG0000128	CBS138_protein	QNG14933.1	XP_447770.1
OG0000129	sacCer_protein	QNG15904.1, QNG14580.1	NP_010316.1, NP_009610.1
OG0000129	CBS138_protein	QNG15904.1	XP_448732.1
OG0000129	CBS138_protein	QNG14580.1	XP_447235.1
OG0000130	sacCer_protein	QNG14641.1	NP_015299.1
OG0000130	CBS138_protein	QNG14641.1	XP_447483.1
OG0000130	sacCer_protein	QNG15878.1	NP_010533.1
OG0000130	CBS138_protein	QNG15878.1	XP_448705.1
OG0000131	sacCer_protein	QNG14662.1	NP_015067.1
OG0000131	CBS138_protein	QNG14662.1	XP_447504.1
OG0000131	sacCer_protein	QNG16587.1	NP_013926.1
OG0000131	CBS138_protein	QNG16587.1	XP_449230.1
OG0000132	sacCer_protein	QNG17143.1	NP_009698.3
OG0000132	CBS138_protein	QNG17143.1	XP_449781.1
OG0000132	sacCer_protein	QNG14753.1	NP_014560.1
OG0000132	CBS138_protein	QNG14753.1	XP_447593.1
OG0000133	CBS138_protein	QNG15954.1	XP_448783.1
OG0000133	CBS138_protein	QNG14845.1	XP_447684.1
OG0000133	CBS138_protein	QNG14946.1	XP_002999567.1
OG0000134	sacCer_protein	QNG16814.1	NP_015184.1
OG0000134	CBS138_protein	QNG16814.1	XP_449456.1
OG0000134	sacCer_protein	QNG15034.1	NP_014876.1
OG0000134	CBS138_protein	QNG15034.1	XP_447873.1
OG0000135	sacCer_protein	QNG15036.1	NP_014880.3
OG0000135	CBS138_protein	QNG15036.1	XP_447875.1
OG0000135	sacCer_protein	QNG16811.1	NP_015180.1
OG0000135	CBS138_protein	QNG16811.1	XP_449452.1
OG0000136	sacCer_protein	QNG16818.1	NP_015188.1
OG0000136	CBS138_protein	QNG16818.1	XP_449460.1
OG0000136	sacCer_protein	QNG15041.1	NP_014870.1
OG0000136	CBS138_protein	QNG15041.1	XP_447880.1
OG0000137	sacCer_protein	QNG15273.1	NP_010151.1
OG0000137	CBS138_protein	QNG15273.1	XP_448111.1
OG0000137	sacCer_protein	QNG15148.1	NP_010099.1
OG0000137	CBS138_protein	QNG15148.1	XP_447985.1
OG0000138	sacCer_protein	QNG16491.1	NP_014847.3
OG0000138	CBS138_protein	QNG16491.1	XP_448898.1
OG0000138	sacCer_protein	QNG15169.1	NP_015206.1
OG0000138	CBS138_protein	QNG15169.1	XP_448006.1
OG0000139	sacCer_protein	QNG15216.1	NP_014142.1
OG0000139	CBS138_protein	QNG15216.1	XP_448053.1
OG0000139	sacCer_protein	QNG16031.1	NP_012025.1
OG0000139	CBS138_protein	QNG16031.1	XP_447337.1
OG0000140	sacCer_protein	QNG15228.1	NP_010851.1
OG0000140	CBS138_protein	QNG15228.1	XP_448064.1
OG0000140	sacCer_protein	QNG15227.1	NP_014131.1
OG0000140	CBS138_protein	QNG15227.1	XP_448063.1
OG0000141	sacCer_protein	QNG15263.1	NP_010087.1
OG0000141	CBS138_protein	QNG15263.1	XP_448101.1
OG0000141	sacCer_protein	QNG16109.1	NP_010143.1
OG0000141	CBS138_protein	QNG16109.1	XP_447417.1
OG0000142	sacCer_protein	QNG15265.1	NP_010144.1
OG0000142	CBS138_protein	QNG15265.1	XP_448103.1
OG0000142	sacCer_protein	QNG16111.1	NP_010089.1
OG0000142	CBS138_protein	QNG16111.1	XP_447419.1
OG0000143	sacCer_protein	QNG16258.1, QNG15418.1	NP_012344.1, NP_009960.2
OG0000143	CBS138_protein	QNG16258.1	XP_449129.1
OG0000143	CBS138_protein	QNG15418.1	XP_448253.1
OG0000144	sacCer_protein	QNG16777.1	NP_009640.1
OG0000144	CBS138_protein	QNG16777.1	XP_449418.1
OG0000144	sacCer_protein	QNG15429.1	NP_011720.3
OG0000144	CBS138_protein	QNG15429.1	XP_448264.1
OG0000145	sacCer_protein	QNG15510.1	NP_011860.1
OG0000145	CBS138_protein	QNG15510.1	XP_448344.1
OG0000145	sacCer_protein	QNG17153.1	NP_012917.3
OG0000145	CBS138_protein	QNG17153.1	XP_449791.1
OG0000146	sacCer_protein	QNG15716.1	NP_013822.1
OG0000146	CBS138_protein	QNG15716.1	XP_448545.1
OG0000146	sacCer_protein	QNG15538.1	NP_012796.1
OG0000146	CBS138_protein	QNG15538.1	XP_448372.1
OG0000147	sacCer_protein	QNG15539.1	NP_013823.1
OG0000147	CBS138_protein	QNG15539.1	XP_448373.1
OG0000147	sacCer_protein	QNG15717.1	NP_012795.1
OG0000147	CBS138_protein	QNG15717.1	XP_448546.1
OG0000148	sacCer_protein	QNG15721.1	NP_012793.2
OG0000148	CBS138_protein	QNG15721.1	XP_448551.1
OG0000148	sacCer_protein	QNG15543.1	NP_013827.1
OG0000148	CBS138_protein	QNG15543.1	XP_448376.1
OG0000149	sacCer_protein	QNG15592.1, QNG16259.1	NP_012345.1, NP_013471.1
OG0000149	CBS138_protein	QNG15592.1	XP_448425.1
OG0000149	CBS138_protein	QNG16259.1	XP_002999595.1
OG0000150	sacCer_protein	QNG15651.1	NP_013361.1
OG0000150	CBS138_protein	QNG15651.1	XP_448483.1
OG0000150	sacCer_protein	QNG16416.1	NP_014814.1
OG0000150	CBS138_protein	QNG16416.1	XP_448973.1
OG0000151	sacCer_protein	QNG16130.1	NP_012401.1
OG0000151	CBS138_protein	QNG16130.1	XP_447437.1
OG0000151	sacCer_protein	QNG15751.1	NP_012979.3
OG0000151	CBS138_protein	QNG15751.1	XP_448581.1
OG0000152	sacCer_protein	QNG16692.1	NP_011991.1
OG0000152	CBS138_protein	QNG16692.1	XP_449337.1
OG0000152	sacCer_protein	QNG15806.1	NP_014269.4
OG0000152	CBS138_protein	QNG15806.1	XP_448636.1
OG0000153	sacCer_protein	QNG16006.1	NP_012585.1
OG0000153	CBS138_protein	QNG16006.1	XP_447312.1
OG0000153	sacCer_protein	QNG16173.1	NP_010867.3
OG0000153	CBS138_protein	QNG16173.1	XP_448824.1
OG0000154	sacCer_protein	QNG16849.1, QNG16266.1	NP_010898.1, NP_058137.1
OG0000154	CBS138_protein	QNG16849.1	XP_002999600.1
OG0000154	CBS138_protein	QNG16266.1	XP_449124.2
OG0000155	sacCer_protein	QNG16276.1, QNG16857.1	NP_009936.1, NP_014399.3
OG0000155	CBS138_protein	QNG16276.1	XP_449115.1
OG0000155	CBS138_protein	QNG16857.1	XP_449497.1
OG0000156	sacCer_protein	QNG16334.1	NP_010417.3
OG0000156	CBS138_protein	QNG16334.1	XP_449055.1
OG0000156	sacCer_protein	QNG17217.1	NP_013209.1
OG0000156	CBS138_protein	QNG17217.1	XP_449849.1
OG0000157	sacCer_protein	QNG16649.1, QNG16342.1	NP_010384.3, NP_011104.3
OG0000157	CBS138_protein	QNG16649.1	XP_449292.1
OG0000157	CBS138_protein	QNG16342.1	XP_449048.1
OG0000158	sacCer_protein	QNG16415.1	NP_014815.3, NP_014805.3, NP_012700.1, NP_013368.1
OG0000158	CBS138_protein	QNG16415.1	XP_448974.1
OG0000159	sacCer_protein	QNG16624.1	NP_013637.1
OG0000159	CBS138_protein	QNG16624.1	XP_449267.1
OG0000159	sacCer_protein	QNG16731.1	NP_013554.3
OG0000159	CBS138_protein	QNG16731.1	XP_449373.1
OG0000160	sacCer_protein	QNG17029.1	NP_015268.1
OG0000160	CBS138_protein	QNG17029.1	XP_449666.1
OG0000160	sacCer_protein	QNG16952.1	NP_009719.3
OG0000160	CBS138_protein	QNG16952.1	XP_449590.1
OG0000161	sacCer_protein	QNG17216.1, QNG17251.1	NP_012211.2, NP_010984.3
OG0000161	CBS138_protein	QNG17216.1	XP_449848.1
OG0000161	CBS138_protein	QNG17251.1	XP_449883.1
OG0000163	CBS138_protein	QNG12132.1	XP_446673.1
OG0000163	CBS138_protein	QNG12983.1, QNG12133.1	XP_022456058.1
OG0000164	sacCer_protein	QNG12160.1, QNG12162.1	NP_011490.2
OG0000164	CBS138_protein	QNG12160.1, QNG12162.1	XP_002999511.1, XP_444828.1
OG0000165	sacCer_protein	QNG12165.1, QNG13167.1	NP_011487.3
OG0000165	CBS138_protein	QNG12165.1	XP_444831.1
OG0000165	CBS138_protein	QNG13167.1	XP_445816.1
OG0000166	sacCer_protein	QNG12205.1, QNG16628.1	NP_011971.1
OG0000166	CBS138_protein	QNG12205.1	XP_444872.1
OG0000166	CBS138_protein	QNG16628.1	XP_449271.1
OG0000167	sacCer_protein	QNG12208.1, QNG16000.1	NP_011975.1
OG0000167	CBS138_protein	QNG12208.1	XP_444875.1
OG0000167	CBS138_protein	QNG16000.1	XP_447306.1
OG0000168	sacCer_protein	QNG16162.1, QNG12288.1	NP_009497.2
OG0000168	CBS138_protein	QNG16162.1	XP_447469.1
OG0000168	CBS138_protein	QNG12288.1	XP_444954.1
OG0000169	sacCer_protein	QNG12314.1	NP_009867.1, NP_009869.3
OG0000169	CBS138_protein	QNG12314.1	XP_445024.2, XP_444980.2
OG0000170	sacCer_protein	QNG15582.1, QNG12431.1	NP_011569.1
OG0000170	CBS138_protein	QNG15582.1	XP_448415.1
OG0000170	CBS138_protein	QNG12431.1	XP_445095.2
OG0000171	sacCer_protein	QNG13155.1, QNG12464.1	NP_010854.1
OG0000171	CBS138_protein	QNG13155.1	XP_445804.1
OG0000171	CBS138_protein	QNG12464.1	XP_445129.1
OG0000172	sacCer_protein	QNG12498.1, QNG16153.1	NP_009579.1
OG0000172	CBS138_protein	QNG12498.1	XP_445161.1
OG0000172	CBS138_protein	QNG16153.1	XP_447460.1
OG0000173	sacCer_protein	QNG12509.1, QNG13901.1	NP_014752.3
OG0000173	CBS138_protein	QNG12509.1	XP_445172.1
OG0000173	CBS138_protein	QNG13901.1	XP_446565.1
OG0000174	sacCer_protein	QNG17156.1, QNG12512.1	NP_009924.4
OG0000174	CBS138_protein	QNG17156.1	XP_449793.1
OG0000174	CBS138_protein	QNG12512.1	XP_445175.2
OG0000175	sacCer_protein	QNG12806.1, QNG12569.1	NP_012157.3
OG0000175	CBS138_protein	QNG12806.1	XP_445461.1
OG0000175	CBS138_protein	QNG12569.1	XP_445233.1
OG0000176	sacCer_protein	QNG12571.1, QNG12807.1	NP_012159.1
OG0000176	CBS138_protein	QNG12571.1	XP_445235.1
OG0000176	CBS138_protein	QNG12807.1	XP_445462.1
OG0000177	sacCer_protein	QNG12586.1	NP_009803.3, NP_012899.3, NP_012303.1
OG0000177	CBS138_protein	QNG12586.1	XP_445249.1
OG0000178	sacCer_protein	QNG12589.1	NP_009800.1, NP_009952.2, NP_011411.3
OG0000178	CBS138_protein	QNG12589.1	XP_445252.1
OG0000179	sacCer_protein	QNG13472.1, QNG12641.1	NP_014910.1
OG0000179	CBS138_protein	QNG13472.1	XP_446131.1
OG0000179	CBS138_protein	QNG12641.1	XP_445303.1
OG0000180	sacCer_protein	QNG12653.1, QNG13202.1	NP_013059.1
OG0000180	CBS138_protein	QNG12653.1	XP_445316.1
OG0000180	CBS138_protein	QNG13202.1	XP_445854.1
OG0000181	sacCer_protein	QNG12655.1, QNG13204.1	NP_013057.1
OG0000181	CBS138_protein	QNG12655.1	XP_445318.1
OG0000181	CBS138_protein	QNG13204.1	XP_445856.1
OG0000182	sacCer_protein	QNG12671.1, QNG13063.1	NP_010007.1
OG0000182	CBS138_protein	QNG12671.1	XP_445334.1
OG0000182	CBS138_protein	QNG13063.1	XP_445712.1
OG0000183	sacCer_protein	QNG15467.1, QNG12725.1	NP_009420.1
OG0000183	CBS138_protein	QNG15467.1	XP_448302.1
OG0000183	CBS138_protein	QNG12725.1	XP_445392.1
OG0000184	sacCer_protein	QNG12727.1	NP_014586.1, NP_015065.1, NP_015446.2
OG0000184	CBS138_protein	QNG12727.1	XP_445394.1
OG0000185	sacCer_protein	QNG15453.1, QNG12740.1	NP_014573.1
OG0000185	CBS138_protein	QNG15453.1	XP_448288.1
OG0000185	CBS138_protein	QNG12740.1	XP_445407.1
OG0000186	sacCer_protein	QNG14165.1, QNG12762.1	NP_013915.1
OG0000186	CBS138_protein	QNG14165.1	XP_446832.1
OG0000186	CBS138_protein	QNG12762.1	XP_448791.1
OG0000187	sacCer_protein	QNG12804.1, QNG14353.1	NP_010228.1
OG0000187	CBS138_protein	QNG12804.1	XP_445459.1
OG0000187	CBS138_protein	QNG14353.1	XP_447012.1
OG0000188	sacCer_protein	QNG15065.1, QNG12843.1	NP_013127.2
OG0000188	CBS138_protein	QNG15065.1	XP_447904.1
OG0000188	CBS138_protein	QNG12843.1	XP_445496.1
OG0000189	sacCer_protein	QNG13004.1, QNG12906.1	NP_013119.1
OG0000189	CBS138_protein	QNG13004.1	XP_445653.1
OG0000189	CBS138_protein	QNG12906.1	XP_445557.1
OG0000190	sacCer_protein	QNG12968.1, QNG16034.1	NP_015452.1
OG0000190	CBS138_protein	QNG12968.1	XP_445618.1
OG0000190	CBS138_protein	QNG16034.1	XP_447340.1
OG0000191	sacCer_protein	QNG16894.1, QNG13098.1	NP_013231.1
OG0000191	CBS138_protein	QNG16894.1	XP_449534.1
OG0000191	CBS138_protein	QNG13098.1	XP_445747.1
OG0000192	sacCer_protein	QNG16871.1, QNG13124.1	NP_014518.1
OG0000192	CBS138_protein	QNG16871.1	XP_449511.1
OG0000192	CBS138_protein	QNG13124.1	XP_445774.1
OG0000193	sacCer_protein	QNG13146.1, QNG15381.1	NP_014637.1
OG0000193	CBS138_protein	QNG13146.1	XP_445795.1
OG0000193	CBS138_protein	QNG15381.1	XP_448220.1
OG0000194	sacCer_protein	QNG13871.1, QNG13195.1	NP_013072.1
OG0000194	CBS138_protein	QNG13871.1	XP_446533.1
OG0000194	CBS138_protein	QNG13195.1	XP_445846.1
OG0000195	sacCer_protein	QNG14504.1, QNG13216.1	NP_010336.3
OG0000195	CBS138_protein	QNG14504.1	XP_447160.1
OG0000195	CBS138_protein	QNG13216.1	XP_445868.1
OG0000196	sacCer_protein	QNG16781.1, QNG13238.1	NP_009636.3
OG0000196	CBS138_protein	QNG16781.1	XP_449422.1
OG0000196	CBS138_protein	QNG13238.1	XP_445890.1
OG0000197	sacCer_protein	QNG13242.1	NP_010344.1, NP_014984.3, NP_009638.1
OG0000197	CBS138_protein	QNG13242.1	XP_445894.1
OG0000198	sacCer_protein	QNG13264.1, QNG13261.1	NP_014490.1
OG0000198	CBS138_protein	QNG13264.1	XP_445918.1
OG0000198	CBS138_protein	QNG13261.1	XP_445913.1
OG0000199	sacCer_protein	QNG13262.1	NP_015237.1
OG0000199	CBS138_protein	QNG13262.1	XP_445916.1, XP_445914.1, XP_445915.1
OG0000200	sacCer_protein	QNG13278.1, QNG17234.1	NP_009362.1
OG0000200	CBS138_protein	QNG13278.1	XP_445932.1
OG0000200	CBS138_protein	QNG17234.1	XP_449865.1
OG0000201	sacCer_protein	QNG13359.1, QNG14410.1	NP_009386.1
OG0000201	CBS138_protein	QNG13359.1	XP_446015.1
OG0000201	CBS138_protein	QNG14410.1	XP_447068.1
OG0000202	sacCer_protein	QNG13406.1, QNG16506.1	NP_116648.2
OG0000202	CBS138_protein	QNG13406.1	XP_446064.1
OG0000202	CBS138_protein	QNG16506.1	XP_449151.1
OG0000203	sacCer_protein	QNG14347.1, QNG13452.1	NP_013696.1
OG0000203	CBS138_protein	QNG14347.1	XP_447006.1
OG0000203	CBS138_protein	QNG13452.1	XP_446110.1
OG0000204	sacCer_protein	QNG13620.1, QNG13626.1	NP_011403.1
OG0000204	CBS138_protein	QNG13620.1	XP_446282.1
OG0000204	CBS138_protein	QNG13626.1	XP_446288.1
OG0000205	sacCer_protein	QNG13636.1, QNG13635.1	NP_012827.1
OG0000205	CBS138_protein	QNG13636.1	XP_446298.1
OG0000205	CBS138_protein	QNG13635.1	XP_446297.1
OG0000206	sacCer_protein	QNG13705.1, QNG16710.1	NP_012078.3
OG0000206	CBS138_protein	QNG13705.1	XP_446368.1
OG0000206	CBS138_protein	QNG16710.1	XP_449352.1
OG0000207	sacCer_protein	QNG13785.1, QNG16569.1	NP_012998.1
OG0000207	CBS138_protein	QNG13785.1	XP_446447.1
OG0000207	CBS138_protein	QNG16569.1	XP_449212.1
OG0000208	sacCer_protein	QNG13814.1, QNG15015.1	NP_012171.1
OG0000208	CBS138_protein	QNG13814.1	XP_446476.1
OG0000208	CBS138_protein	QNG15015.1	XP_447853.1
OG0000209	sacCer_protein	QNG14334.1, QNG13859.1	NP_011044.1
OG0000209	CBS138_protein	QNG14334.1	XP_446994.1
OG0000209	CBS138_protein	QNG13859.1	XP_446521.1
OG0000210	sacCer_protein	QNG14735.1, QNG13896.1	NP_014541.1
OG0000210	CBS138_protein	QNG14735.1	XP_447575.1
OG0000210	CBS138_protein	QNG13896.1	XP_446560.1
OG0000211	sacCer_protein	QNG14704.1, QNG13924.1	NP_010354.3
OG0000211	CBS138_protein	QNG14704.1	XP_447544.1
OG0000211	CBS138_protein	QNG13924.1	XP_446588.1
OG0000212	sacCer_protein	QNG14142.1, QNG14126.1	NP_015507.1
OG0000212	CBS138_protein	QNG14142.1	XP_446808.1
OG0000212	CBS138_protein	QNG14126.1	XP_446791.1
OG0000213	sacCer_protein	QNG16584.1, QNG14162.1	NP_013923.1
OG0000213	CBS138_protein	QNG16584.1	XP_449227.1
OG0000213	CBS138_protein	QNG14162.1	XP_446828.1
OG0000214	sacCer_protein	QNG14234.1, QNG15150.1	NP_013988.1
OG0000214	CBS138_protein	QNG14234.1	XP_446899.1
OG0000214	CBS138_protein	QNG15150.1	XP_447987.1
OG0000215	sacCer_protein	QNG14277.1	NP_011438.1, NP_010071.1, NP_014454.3
OG0000215	CBS138_protein	QNG14277.1	XP_446941.1
OG0000216	sacCer_protein	QNG16116.1, QNG14351.1	NP_013481.3
OG0000216	CBS138_protein	QNG16116.1	XP_447425.1
OG0000216	CBS138_protein	QNG14351.1	XP_447010.1
OG0000217	sacCer_protein	QNG15179.1, QNG14399.1	NP_009350.1
OG0000217	CBS138_protein	QNG15179.1	XP_448016.1
OG0000217	CBS138_protein	QNG14399.1	XP_447057.1
OG0000218	sacCer_protein	QNG14400.1, QNG14401.1	NP_009562.1
OG0000218	CBS138_protein	QNG14400.1	XP_447058.1
OG0000218	CBS138_protein	QNG14401.1	XP_447059.1
OG0000219	sacCer_protein	QNG14438.1, QNG17322.1	NP_014051.3
OG0000219	CBS138_protein	QNG14438.1	XP_447094.1
OG0000219	CBS138_protein	QNG17322.1	XP_449955.1
OG0000220	sacCer_protein	QNG14544.1	NP_010956.1, NP_010957.1, NP_011290.1
OG0000220	CBS138_protein	QNG14544.1	XP_447199.1
OG0000221	sacCer_protein	QNG14587.1, QNG15908.1	NP_009615.1
OG0000221	CBS138_protein	QNG14587.1	XP_447241.1
OG0000221	CBS138_protein	QNG15908.1	XP_448736.1
OG0000222	sacCer_protein	QNG14986.1, QNG14628.1	NP_010967.3
OG0000222	CBS138_protein	QNG14986.1	XP_447824.1
OG0000222	CBS138_protein	QNG14628.1	XP_448815.1
OG0000223	sacCer_protein	QNG14655.1, QNG16592.1	NP_013932.1
OG0000223	CBS138_protein	QNG14655.1	XP_447497.1
OG0000223	CBS138_protein	QNG16592.1	XP_449235.1
OG0000224	sacCer_protein	QNG14681.1, QNG17071.1	NP_012370.1
OG0000224	CBS138_protein	QNG14681.1	XP_447522.1
OG0000224	CBS138_protein	QNG17071.1	XP_449709.1
OG0000225	sacCer_protein	QNG14802.1, QNG14803.1	NP_014274.1
OG0000225	CBS138_protein	QNG14802.1	XP_447641.1
OG0000225	CBS138_protein	QNG14803.1	XP_447642.1
OG0000226	sacCer_protein	QNG14831.1, QNG14830.1	NP_014951.4
OG0000226	CBS138_protein	QNG14831.1	XP_447670.1
OG0000226	CBS138_protein	QNG14830.1	XP_447669.1
OG0000227	sacCer_protein	QNG14934.1	NP_010404.1, NP_009852.3, NP_013806.1
OG0000227	CBS138_protein	QNG14934.1	XP_447771.1
OG0000228	sacCer_protein	QNG14949.1, QNG16128.1	NP_011348.1
OG0000228	CBS138_protein	QNG14949.1	XP_447786.1
OG0000228	CBS138_protein	QNG16128.1	XP_447436.1
OG0000229	sacCer_protein	QNG15254.1, QNG16095.1	NP_013311.1
OG0000229	CBS138_protein	QNG15254.1	XP_448092.1
OG0000229	CBS138_protein	QNG16095.1	XP_447403.1
OG0000230	sacCer_protein	QNG15507.1, QNG17150.1	NP_011856.1
OG0000230	CBS138_protein	QNG15507.1	XP_448341.1
OG0000230	CBS138_protein	QNG17150.1	XP_449788.1
OG0000231	sacCer_protein	QNG15513.1, QNG17158.1	NP_012922.1
OG0000231	CBS138_protein	QNG15513.1	XP_448347.1
OG0000231	CBS138_protein	QNG17158.1	XP_449795.1
OG0000232	sacCer_protein	QNG15593.1, QNG15591.1	NP_011579.1
OG0000232	CBS138_protein	QNG15593.1	XP_448426.1
OG0000232	CBS138_protein	QNG15591.1	XP_448424.1
OG0000233	sacCer_protein	QNG15639.1, QNG16004.1	NP_011980.1
OG0000233	CBS138_protein	QNG15639.1	XP_448472.1
OG0000233	CBS138_protein	QNG16004.1	XP_447310.1
OG0000234	sacCer_protein	QNG15655.1, QNG16418.1	NP_014810.1
OG0000234	CBS138_protein	QNG15655.1	XP_448971.1
OG0000234	CBS138_protein	QNG16418.1	XP_448486.1
OG0000235	sacCer_protein	QNG15763.1	NP_012818.1, NP_013802.1, NP_013801.1
OG0000235	CBS138_protein	QNG15763.1	XP_448593.1
OG0000236	sacCer_protein	QNG15856.1	NP_013656.1, NP_012088.3, NP_013536.3
OG0000236	CBS138_protein	QNG15856.1	XP_448685.1
OG0000237	sacCer_protein	QNG15910.1	NP_010323.3, NP_010325.1, NP_010324.3
OG0000237	CBS138_protein	QNG15910.1	XP_448738.1
OG0000238	sacCer_protein	QNG16177.1, QNG16009.1	NP_012583.1
OG0000238	CBS138_protein	QNG16177.1	XP_448828.1
OG0000238	CBS138_protein	QNG16009.1	XP_447315.1
OG0000239	sacCer_protein	QNG16011.1, QNG16181.1	NP_010880.3
OG0000239	CBS138_protein	QNG16011.1, QNG16181.1	XP_448832.1, XP_447317.1
OG0000240	sacCer_protein	QNG16262.1, QNG16830.1	NP_009959.2
OG0000240	CBS138_protein	QNG16262.1	XP_449127.1
OG0000240	CBS138_protein	QNG16830.1	XP_449472.1
OG0000241	sacCer_protein	QNG16686.1, QNG16440.1	NP_014278.3
OG0000241	CBS138_protein	QNG16686.1	XP_449331.1
OG0000241	CBS138_protein	QNG16440.1	XP_448950.1
OG0000242	sacCer_protein	QNG17279.1, QNG16684.1	NP_012873.1
OG0000242	CBS138_protein	QNG17279.1	XP_449913.1
OG0000242	CBS138_protein	QNG16684.1	XP_449329.1
OG0000243	sacCer_protein	QNG16727.1	NP_013042.1, NP_012664.1, NP_013628.1
OG0000243	CBS138_protein	QNG16727.1	XP_449369.1
OG0000244	sacCer_protein	QNG16889.1	NP_013222.1, NP_013221.1, NP_010428.3
OG0000244	CBS138_protein	QNG16889.1	XP_449529.1
OG0000251	sacCer_protein	QNG12112.1	NP_009544.1, NP_011494.1
OG0000251	CBS138_protein	QNG12112.1	XP_444782.1
OG0000252	sacCer_protein	QNG12122.1	NP_011502.1, NP_009548.1
OG0000252	CBS138_protein	QNG12122.1	XP_444792.1
OG0000253	sacCer_protein	QNG12124.1	NP_011507.1, NP_015289.1
OG0000253	CBS138_protein	QNG12124.1	XP_444794.1
OG0000254	sacCer_protein	QNG12147.1	NP_013432.1, NP_011524.1
OG0000254	CBS138_protein	QNG12147.1	XP_444815.1
OG0000255	CBS138_protein	QNG12161.1	XP_002999512.1
OG0000255	CBS138_protein	QNG12159.1	XP_002999510.1
OG0000256	sacCer_protein	QNG12167.1	NP_011484.1, NP_011664.3
OG0000256	CBS138_protein	QNG12167.1	XP_444833.1
OG0000257	sacCer_protein	QNG12172.1	NP_013730.1, NP_011523.3
OG0000257	CBS138_protein	QNG12172.1	XP_444838.1
OG0000258	sacCer_protein	QNG12188.1	NP_014661.1, NP_116677.3
OG0000258	CBS138_protein	QNG12188.1	XP_444854.1
OG0000259	sacCer_protein	QNG12212.1	NP_010645.1, NP_011976.1
OG0000259	CBS138_protein	QNG12212.1	XP_444879.1
OG0000260	sacCer_protein	QNG12242.1	NP_014776.1, NP_010673.1
OG0000260	CBS138_protein	QNG12242.1	XP_444908.1
OG0000261	sacCer_protein	QNG12244.1	NP_009526.1, NP_009641.1
OG0000261	CBS138_protein	QNG12244.1	XP_444910.1
OG0000262	sacCer_protein	QNG12248.1	NP_013128.1, NP_013839.1
OG0000262	CBS138_protein	QNG12248.1	XP_444914.1
OG0000263	sacCer_protein	QNG12249.1	NP_013129.1, NP_013840.1
OG0000263	CBS138_protein	QNG12249.1	XP_444915.1
OG0000264	sacCer_protein	QNG12293.1	NP_011022.1, NP_009492.1
OG0000264	CBS138_protein	QNG12293.1	XP_444959.1
OG0000265	sacCer_protein	QNG12298.1	NP_009481.1, NP_011028.1
OG0000265	CBS138_protein	QNG12298.1	XP_444964.1
OG0000266	sacCer_protein	QNG12327.1	NP_009879.2, NP_010817.3
OG0000266	CBS138_protein	QNG12327.1	XP_444993.1
OG0000267	sacCer_protein	QNG12328.1	NP_009880.2, NP_010819.1
OG0000267	CBS138_protein	QNG12328.1	XP_444994.1
