Orthogroup	Species	sacCer_protein	Orthologs
OG0000135	CBS138_protein	NP_015180.1	XP_449452.1
OG0000136	CBS138_protein	NP_015188.1	XP_449460.1
OG0000136	BG2_protein	NP_015188.1	QNG16818.1
OG0000136	CBS138_protein	NP_014870.1	XP_447880.1
OG0000136	BG2_protein	NP_014870.1	QNG15041.1
OG0000137	CBS138_protein	NP_010151.1	XP_448111.1
OG0000137	BG2_protein	NP_010151.1	QNG15273.1
OG0000137	CBS138_protein	NP_010099.1	XP_447985.1
OG0000137	BG2_protein	NP_010099.1	QNG15148.1
OG0000138	CBS138_protein	NP_014847.3	XP_448898.1
OG0000138	BG2_protein	NP_014847.3	QNG16491.1
OG0000138	BG2_protein	NP_015206.1	QNG15169.1
OG0000138	CBS138_protein	NP_015206.1	XP_448006.1
OG0000139	CBS138_protein	NP_014142.1	XP_448053.1
OG0000139	BG2_protein	NP_014142.1	QNG15216.1
OG0000139	BG2_protein	NP_012025.1	QNG16031.1
OG0000139	CBS138_protein	NP_012025.1	XP_447337.1
OG0000140	CBS138_protein	NP_010851.1	XP_448064.1
OG0000140	BG2_protein	NP_010851.1	QNG15228.1
OG0000140	CBS138_protein	NP_014131.1	XP_448063.1
OG0000140	BG2_protein	NP_014131.1	QNG15227.1
OG0000141	CBS138_protein	NP_010087.1	XP_448101.1
OG0000141	BG2_protein	NP_010087.1	QNG15263.1
OG0000141	CBS138_protein	NP_010143.1	XP_447417.1
OG0000141	BG2_protein	NP_010143.1	QNG16109.1
OG0000142	CBS138_protein	NP_010144.1	XP_448103.1
OG0000142	BG2_protein	NP_010144.1	QNG15265.1
OG0000142	CBS138_protein	NP_010089.1	XP_447419.1
OG0000142	BG2_protein	NP_010089.1	QNG16111.1
OG0000143	CBS138_protein	NP_012344.1, NP_009960.2	XP_449129.1, XP_448253.1
OG0000143	BG2_protein	NP_012344.1, NP_009960.2	QNG16258.1, QNG15418.1
OG0000144	BG2_protein	NP_009640.1	QNG16777.1
OG0000144	CBS138_protein	NP_009640.1	XP_449418.1
OG0000144	BG2_protein	NP_011720.3	QNG15429.1
OG0000144	CBS138_protein	NP_011720.3	XP_448264.1
OG0000145	BG2_protein	NP_011860.1	QNG15510.1
OG0000145	CBS138_protein	NP_011860.1	XP_448344.1
OG0000145	CBS138_protein	NP_012917.3	XP_449791.1
OG0000145	BG2_protein	NP_012917.3	QNG17153.1
OG0000146	CBS138_protein	NP_013822.1	XP_448545.1
OG0000146	BG2_protein	NP_013822.1	QNG15716.1
OG0000146	CBS138_protein	NP_012796.1	XP_448372.1
OG0000146	BG2_protein	NP_012796.1	QNG15538.1
OG0000147	CBS138_protein	NP_013823.1	XP_448373.1
OG0000147	BG2_protein	NP_013823.1	QNG15539.1
OG0000147	BG2_protein	NP_012795.1	QNG15717.1
OG0000147	CBS138_protein	NP_012795.1	XP_448546.1
OG0000148	CBS138_protein	NP_012793.2	XP_448551.1
OG0000148	BG2_protein	NP_012793.2	QNG15721.1
OG0000148	BG2_protein	NP_013827.1	QNG15543.1
OG0000148	CBS138_protein	NP_013827.1	XP_448376.1
OG0000149	CBS138_protein	NP_012345.1, NP_013471.1	XP_448425.1, XP_002999595.1
OG0000149	BG2_protein	NP_012345.1, NP_013471.1	QNG15592.1, QNG16259.1
OG0000150	BG2_protein	NP_013361.1	QNG15651.1
OG0000150	CBS138_protein	NP_013361.1	XP_448483.1
OG0000150	CBS138_protein	NP_014814.1	XP_448973.1
OG0000150	BG2_protein	NP_014814.1	QNG16416.1
OG0000151	BG2_protein	NP_012401.1	QNG16130.1
OG0000151	CBS138_protein	NP_012401.1	XP_447437.1
OG0000151	BG2_protein	NP_012979.3	QNG15751.1
OG0000151	CBS138_protein	NP_012979.3	XP_448581.1
OG0000152	BG2_protein	NP_011991.1	QNG16692.1
OG0000152	CBS138_protein	NP_011991.1	XP_449337.1
OG0000152	BG2_protein	NP_014269.4	QNG15806.1
OG0000152	CBS138_protein	NP_014269.4	XP_448636.1
OG0000153	CBS138_protein	NP_012585.1	XP_447312.1
OG0000153	BG2_protein	NP_012585.1	QNG16006.1
OG0000153	CBS138_protein	NP_010867.3	XP_448824.1
OG0000153	BG2_protein	NP_010867.3	QNG16173.1
OG0000154	CBS138_protein	NP_010898.1, NP_058137.1	XP_002999600.1, XP_449124.2
OG0000154	BG2_protein	NP_010898.1, NP_058137.1	QNG16849.1, QNG16266.1
OG0000155	BG2_protein	NP_009936.1, NP_014399.3	QNG16276.1, QNG16857.1
OG0000155	CBS138_protein	NP_009936.1, NP_014399.3	XP_449115.1, XP_449497.1
OG0000156	BG2_protein	NP_010417.3	QNG16334.1
OG0000156	CBS138_protein	NP_010417.3	XP_449055.1
OG0000156	CBS138_protein	NP_013209.1	XP_449849.1
OG0000156	BG2_protein	NP_013209.1	QNG17217.1
OG0000157	CBS138_protein	NP_010384.3, NP_011104.3	XP_449292.1, XP_449048.1
OG0000157	BG2_protein	NP_010384.3, NP_011104.3	QNG16649.1, QNG16342.1
OG0000158	BG2_protein	NP_014815.3, NP_014805.3, NP_012700.1, NP_013368.1	QNG16415.1
OG0000158	CBS138_protein	NP_014815.3, NP_014805.3, NP_012700.1, NP_013368.1	XP_448974.1
OG0000159	CBS138_protein	NP_013637.1	XP_449267.1
OG0000159	BG2_protein	NP_013637.1	QNG16624.1
OG0000159	BG2_protein	NP_013554.3	QNG16731.1
OG0000159	CBS138_protein	NP_013554.3	XP_449373.1
OG0000160	CBS138_protein	NP_015268.1	XP_449666.1
OG0000160	BG2_protein	NP_015268.1	QNG17029.1
OG0000160	CBS138_protein	NP_009719.3	XP_449590.1
OG0000160	BG2_protein	NP_009719.3	QNG16952.1
OG0000161	CBS138_protein	NP_012211.2, NP_010984.3	XP_449848.1, XP_449883.1
OG0000161	BG2_protein	NP_012211.2, NP_010984.3	QNG17216.1, QNG17251.1
OG0000164	BG2_protein	NP_011490.2	QNG12160.1, QNG12162.1
OG0000164	CBS138_protein	NP_011490.2	XP_002999511.1, XP_444828.1
OG0000165	BG2_protein	NP_011487.3	QNG12165.1, QNG13167.1
OG0000165	CBS138_protein	NP_011487.3	XP_444831.1, XP_445816.1
OG0000166	CBS138_protein	NP_011971.1	XP_444872.1, XP_449271.1
OG0000166	BG2_protein	NP_011971.1	QNG12205.1, QNG16628.1
OG0000167	CBS138_protein	NP_011975.1	XP_444875.1, XP_447306.1
OG0000167	BG2_protein	NP_011975.1	QNG12208.1, QNG16000.1
OG0000168	BG2_protein	NP_009497.2	QNG16162.1, QNG12288.1
OG0000168	CBS138_protein	NP_009497.2	XP_447469.1, XP_444954.1
OG0000169	BG2_protein	NP_009867.1, NP_009869.3	QNG12314.1
OG0000169	CBS138_protein	NP_009867.1, NP_009869.3	XP_445024.2, XP_444980.2
OG0000170	CBS138_protein	NP_011569.1	XP_448415.1, XP_445095.2
OG0000170	BG2_protein	NP_011569.1	QNG15582.1, QNG12431.1
OG0000171	CBS138_protein	NP_010854.1	XP_445804.1, XP_445129.1
OG0000171	BG2_protein	NP_010854.1	QNG13155.1, QNG12464.1
OG0000172	BG2_protein	NP_009579.1	QNG12498.1, QNG16153.1
OG0000172	CBS138_protein	NP_009579.1	XP_445161.1, XP_447460.1
OG0000173	BG2_protein	NP_014752.3	QNG12509.1, QNG13901.1
OG0000173	CBS138_protein	NP_014752.3	XP_445172.1, XP_446565.1
OG0000174	CBS138_protein	NP_009924.4	XP_449793.1, XP_445175.2
OG0000174	BG2_protein	NP_009924.4	QNG17156.1, QNG12512.1
OG0000175	BG2_protein	NP_012157.3	QNG12806.1, QNG12569.1
OG0000175	CBS138_protein	NP_012157.3	XP_445461.1, XP_445233.1
OG0000176	BG2_protein	NP_012159.1	QNG12571.1, QNG12807.1
OG0000176	CBS138_protein	NP_012159.1	XP_445235.1, XP_445462.1
OG0000177	CBS138_protein	NP_009803.3, NP_012899.3, NP_012303.1	XP_445249.1
OG0000177	BG2_protein	NP_009803.3, NP_012899.3, NP_012303.1	QNG12586.1
OG0000178	BG2_protein	NP_009800.1, NP_009952.2, NP_011411.3	QNG12589.1
OG0000178	CBS138_protein	NP_009800.1, NP_009952.2, NP_011411.3	XP_445252.1
OG0000179	BG2_protein	NP_014910.1	QNG13472.1, QNG12641.1
OG0000179	CBS138_protein	NP_014910.1	XP_446131.1, XP_445303.1
OG0000180	CBS138_protein	NP_013059.1	XP_445316.1, XP_445854.1
OG0000180	BG2_protein	NP_013059.1	QNG12653.1, QNG13202.1
OG0000181	CBS138_protein	NP_013057.1	XP_445318.1, XP_445856.1
OG0000181	BG2_protein	NP_013057.1	QNG12655.1, QNG13204.1
OG0000182	BG2_protein	NP_010007.1	QNG12671.1, QNG13063.1
OG0000182	CBS138_protein	NP_010007.1	XP_445334.1, XP_445712.1
OG0000183	CBS138_protein	NP_009420.1	XP_448302.1, XP_445392.1
OG0000183	BG2_protein	NP_009420.1	QNG15467.1, QNG12725.1
OG0000184	CBS138_protein	NP_014586.1, NP_015065.1, NP_015446.2	XP_445394.1
OG0000184	BG2_protein	NP_014586.1, NP_015065.1, NP_015446.2	QNG12727.1
OG0000185	BG2_protein	NP_014573.1	QNG15453.1, QNG12740.1
OG0000185	CBS138_protein	NP_014573.1	XP_448288.1, XP_445407.1
OG0000186	BG2_protein	NP_013915.1	QNG14165.1, QNG12762.1
OG0000186	CBS138_protein	NP_013915.1	XP_446832.1, XP_448791.1
OG0000187	CBS138_protein	NP_010228.1	XP_445459.1, XP_447012.1
OG0000187	BG2_protein	NP_010228.1	QNG12804.1, QNG14353.1
OG0000188	CBS138_protein	NP_013127.2	XP_447904.1, XP_445496.1
OG0000188	BG2_protein	NP_013127.2	QNG15065.1, QNG12843.1
OG0000189	CBS138_protein	NP_013119.1	XP_445653.1, XP_445557.1
OG0000189	BG2_protein	NP_013119.1	QNG13004.1, QNG12906.1
OG0000190	CBS138_protein	NP_015452.1	XP_445618.1, XP_447340.1
OG0000190	BG2_protein	NP_015452.1	QNG12968.1, QNG16034.1
OG0000191	CBS138_protein	NP_013231.1	XP_449534.1, XP_445747.1
OG0000191	BG2_protein	NP_013231.1	QNG16894.1, QNG13098.1
OG0000192	CBS138_protein	NP_014518.1	XP_449511.1, XP_445774.1
OG0000192	BG2_protein	NP_014518.1	QNG16871.1, QNG13124.1
OG0000193	CBS138_protein	NP_014637.1	XP_445795.1, XP_448220.1
OG0000193	BG2_protein	NP_014637.1	QNG13146.1, QNG15381.1
OG0000194	CBS138_protein	NP_013072.1	XP_446533.1, XP_445846.1
OG0000194	BG2_protein	NP_013072.1	QNG13871.1, QNG13195.1
OG0000195	CBS138_protein	NP_010336.3	XP_447160.1, XP_445868.1
OG0000195	BG2_protein	NP_010336.3	QNG14504.1, QNG13216.1
OG0000196	CBS138_protein	NP_009636.3	XP_449422.1, XP_445890.1
OG0000196	BG2_protein	NP_009636.3	QNG16781.1, QNG13238.1
OG0000197	BG2_protein	NP_010344.1, NP_014984.3, NP_009638.1	QNG13242.1
OG0000197	CBS138_protein	NP_010344.1, NP_014984.3, NP_009638.1	XP_445894.1
OG0000198	BG2_protein	NP_014490.1	QNG13264.1, QNG13261.1
OG0000198	CBS138_protein	NP_014490.1	XP_445918.1, XP_445913.1
OG0000199	BG2_protein	NP_015237.1	QNG13262.1
OG0000199	CBS138_protein	NP_015237.1	XP_445916.1, XP_445914.1, XP_445915.1
OG0000200	CBS138_protein	NP_009362.1	XP_445932.1, XP_449865.1
OG0000200	BG2_protein	NP_009362.1	QNG13278.1, QNG17234.1
OG0000201	BG2_protein	NP_009386.1	QNG13359.1, QNG14410.1
OG0000201	CBS138_protein	NP_009386.1	XP_446015.1, XP_447068.1
OG0000202	CBS138_protein	NP_116648.2	XP_446064.1, XP_449151.1
OG0000202	BG2_protein	NP_116648.2	QNG13406.1, QNG16506.1
OG0000203	CBS138_protein	NP_013696.1	XP_447006.1, XP_446110.1
OG0000203	BG2_protein	NP_013696.1	QNG14347.1, QNG13452.1
OG0000204	CBS138_protein	NP_011403.1	XP_446282.1, XP_446288.1
OG0000204	BG2_protein	NP_011403.1	QNG13620.1, QNG13626.1
OG0000205	BG2_protein	NP_012827.1	QNG13636.1, QNG13635.1
OG0000205	CBS138_protein	NP_012827.1	XP_446298.1, XP_446297.1
OG0000206	CBS138_protein	NP_012078.3	XP_446368.1, XP_449352.1
OG0000206	BG2_protein	NP_012078.3	QNG13705.1, QNG16710.1
OG0000207	BG2_protein	NP_012998.1	QNG13785.1, QNG16569.1
OG0000207	CBS138_protein	NP_012998.1	XP_446447.1, XP_449212.1
OG0000208	BG2_protein	NP_012171.1	QNG13814.1, QNG15015.1
OG0000208	CBS138_protein	NP_012171.1	XP_446476.1, XP_447853.1
OG0000209	CBS138_protein	NP_011044.1	XP_446994.1, XP_446521.1
OG0000209	BG2_protein	NP_011044.1	QNG14334.1, QNG13859.1
OG0000210	CBS138_protein	NP_014541.1	XP_447575.1, XP_446560.1
OG0000210	BG2_protein	NP_014541.1	QNG14735.1, QNG13896.1
OG0000211	CBS138_protein	NP_010354.3	XP_447544.1, XP_446588.1
OG0000211	BG2_protein	NP_010354.3	QNG14704.1, QNG13924.1
OG0000212	CBS138_protein	NP_015507.1	XP_446808.1, XP_446791.1
OG0000212	BG2_protein	NP_015507.1	QNG14142.1, QNG14126.1
OG0000213	CBS138_protein	NP_013923.1	XP_449227.1, XP_446828.1
OG0000213	BG2_protein	NP_013923.1	QNG16584.1, QNG14162.1
OG0000214	BG2_protein	NP_013988.1	QNG14234.1, QNG15150.1
OG0000214	CBS138_protein	NP_013988.1	XP_446899.1, XP_447987.1
OG0000215	CBS138_protein	NP_011438.1, NP_010071.1, NP_014454.3	XP_446941.1
OG0000215	BG2_protein	NP_011438.1, NP_010071.1, NP_014454.3	QNG14277.1
OG0000216	BG2_protein	NP_013481.3	QNG16116.1, QNG14351.1
OG0000216	CBS138_protein	NP_013481.3	XP_447425.1, XP_447010.1
OG0000217	CBS138_protein	NP_009350.1	XP_448016.1, XP_447057.1
OG0000217	BG2_protein	NP_009350.1	QNG15179.1, QNG14399.1
OG0000218	BG2_protein	NP_009562.1	QNG14400.1, QNG14401.1
OG0000218	CBS138_protein	NP_009562.1	XP_447058.1, XP_447059.1
OG0000219	CBS138_protein	NP_014051.3	XP_447094.1, XP_449955.1
OG0000219	BG2_protein	NP_014051.3	QNG14438.1, QNG17322.1
OG0000220	CBS138_protein	NP_010956.1, NP_010957.1, NP_011290.1	XP_447199.1
OG0000220	BG2_protein	NP_010956.1, NP_010957.1, NP_011290.1	QNG14544.1
OG0000221	BG2_protein	NP_009615.1	QNG14587.1, QNG15908.1
OG0000221	CBS138_protein	NP_009615.1	XP_447241.1, XP_448736.1
OG0000222	BG2_protein	NP_010967.3	QNG14986.1, QNG14628.1
OG0000222	CBS138_protein	NP_010967.3	XP_447824.1, XP_448815.1
OG0000223	BG2_protein	NP_013932.1	QNG14655.1, QNG16592.1
OG0000223	CBS138_protein	NP_013932.1	XP_447497.1, XP_449235.1
OG0000224	CBS138_protein	NP_012370.1	XP_447522.1, XP_449709.1
OG0000224	BG2_protein	NP_012370.1	QNG14681.1, QNG17071.1
OG0000225	CBS138_protein	NP_014274.1	XP_447641.1, XP_447642.1
OG0000225	BG2_protein	NP_014274.1	QNG14802.1, QNG14803.1
OG0000226	BG2_protein	NP_014951.4	QNG14831.1, QNG14830.1
OG0000226	CBS138_protein	NP_014951.4	XP_447670.1, XP_447669.1
OG0000227	CBS138_protein	NP_010404.1, NP_009852.3, NP_013806.1	XP_447771.1
OG0000227	BG2_protein	NP_010404.1, NP_009852.3, NP_013806.1	QNG14934.1
OG0000228	CBS138_protein	NP_011348.1	XP_447786.1, XP_447436.1
OG0000228	BG2_protein	NP_011348.1	QNG14949.1, QNG16128.1
OG0000229	CBS138_protein	NP_013311.1	XP_448092.1, XP_447403.1
OG0000229	BG2_protein	NP_013311.1	QNG15254.1, QNG16095.1
OG0000230	BG2_protein	NP_011856.1	QNG15507.1, QNG17150.1
OG0000230	CBS138_protein	NP_011856.1	XP_448341.1, XP_449788.1
OG0000231	CBS138_protein	NP_012922.1	XP_448347.1, XP_449795.1
OG0000231	BG2_protein	NP_012922.1	QNG15513.1, QNG17158.1
OG0000232	BG2_protein	NP_011579.1	QNG15593.1, QNG15591.1
OG0000232	CBS138_protein	NP_011579.1	XP_448426.1, XP_448424.1
OG0000233	BG2_protein	NP_011980.1	QNG15639.1, QNG16004.1
OG0000233	CBS138_protein	NP_011980.1	XP_448472.1, XP_447310.1
OG0000234	BG2_protein	NP_014810.1	QNG15655.1, QNG16418.1
OG0000234	CBS138_protein	NP_014810.1	XP_448971.1, XP_448486.1
OG0000235	CBS138_protein	NP_012818.1, NP_013802.1, NP_013801.1	XP_448593.1
OG0000235	BG2_protein	NP_012818.1, NP_013802.1, NP_013801.1	QNG15763.1
OG0000236	CBS138_protein	NP_013656.1, NP_012088.3, NP_013536.3	XP_448685.1
OG0000236	BG2_protein	NP_013656.1, NP_012088.3, NP_013536.3	QNG15856.1
OG0000237	BG2_protein	NP_010323.3, NP_010325.1, NP_010324.3	QNG15910.1
OG0000237	CBS138_protein	NP_010323.3, NP_010325.1, NP_010324.3	XP_448738.1
OG0000238	BG2_protein	NP_012583.1	QNG16177.1, QNG16009.1
OG0000238	CBS138_protein	NP_012583.1	XP_448828.1, XP_447315.1
OG0000239	BG2_protein	NP_010880.3	QNG16011.1, QNG16181.1
OG0000239	CBS138_protein	NP_010880.3	XP_448832.1, XP_447317.1
OG0000240	BG2_protein	NP_009959.2	QNG16262.1, QNG16830.1
OG0000240	CBS138_protein	NP_009959.2	XP_449127.1, XP_449472.1
OG0000241	BG2_protein	NP_014278.3	QNG16686.1, QNG16440.1
OG0000241	CBS138_protein	NP_014278.3	XP_449331.1, XP_448950.1
OG0000242	CBS138_protein	NP_012873.1	XP_449913.1, XP_449329.1
OG0000242	BG2_protein	NP_012873.1	QNG17279.1, QNG16684.1
OG0000243	CBS138_protein	NP_013042.1, NP_012664.1, NP_013628.1	XP_449369.1
OG0000243	BG2_protein	NP_013042.1, NP_012664.1, NP_013628.1	QNG16727.1
OG0000244	CBS138_protein	NP_013222.1, NP_013221.1, NP_010428.3	XP_449529.1
OG0000244	BG2_protein	NP_013222.1, NP_013221.1, NP_010428.3	QNG16889.1
OG0000245	CBS138_protein	NP_009311.2, NP_009308.2, NP_009310.1, NP_009309.1	NP_818779.1
OG0000251	BG2_protein	NP_009544.1, NP_011494.1	QNG12112.1
OG0000251	CBS138_protein	NP_009544.1, NP_011494.1	XP_444782.1
OG0000252	CBS138_protein	NP_011502.1, NP_009548.1	XP_444792.1
OG0000252	BG2_protein	NP_011502.1, NP_009548.1	QNG12122.1
OG0000253	CBS138_protein	NP_011507.1, NP_015289.1	XP_444794.1
OG0000253	BG2_protein	NP_011507.1, NP_015289.1	QNG12124.1
OG0000254	CBS138_protein	NP_013432.1, NP_011524.1	XP_444815.1
OG0000254	BG2_protein	NP_013432.1, NP_011524.1	QNG12147.1
OG0000256	CBS138_protein	NP_011484.1, NP_011664.3	XP_444833.1
OG0000256	BG2_protein	NP_011484.1, NP_011664.3	QNG12167.1
OG0000257	CBS138_protein	NP_013730.1, NP_011523.3	XP_444838.1
OG0000257	BG2_protein	NP_013730.1, NP_011523.3	QNG12172.1
OG0000258	BG2_protein	NP_014661.1, NP_116677.3	QNG12188.1
OG0000258	CBS138_protein	NP_014661.1, NP_116677.3	XP_444854.1
OG0000259	CBS138_protein	NP_010645.1, NP_011976.1	XP_444879.1
OG0000259	BG2_protein	NP_010645.1, NP_011976.1	QNG12212.1
OG0000260	BG2_protein	NP_014776.1, NP_010673.1	QNG12242.1
OG0000260	CBS138_protein	NP_014776.1, NP_010673.1	XP_444908.1
OG0000261	BG2_protein	NP_009526.1, NP_009641.1	QNG12244.1
OG0000261	CBS138_protein	NP_009526.1, NP_009641.1	XP_444910.1
OG0000262	CBS138_protein	NP_013128.1, NP_013839.1	XP_444914.1
OG0000262	BG2_protein	NP_013128.1, NP_013839.1	QNG12248.1
OG0000263	BG2_protein	NP_013129.1, NP_013840.1	QNG12249.1
OG0000263	CBS138_protein	NP_013129.1, NP_013840.1	XP_444915.1
OG0000264	CBS138_protein	NP_011022.1, NP_009492.1	XP_444959.1
OG0000264	BG2_protein	NP_011022.1, NP_009492.1	QNG12293.1
OG0000265	CBS138_protein	NP_009481.1, NP_011028.1	XP_444964.1
OG0000265	BG2_protein	NP_009481.1, NP_011028.1	QNG12298.1
OG0000266	CBS138_protein	NP_009879.2, NP_010817.3	XP_444993.1
OG0000266	BG2_protein	NP_009879.2, NP_010817.3	QNG12327.1
OG0000267	BG2_protein	NP_009880.2, NP_010819.1	QNG12328.1
OG0000267	CBS138_protein	NP_009880.2, NP_010819.1	XP_444994.1
OG0000268	CBS138_protein	NP_001032573.1, NP_878067.1	XP_444996.1
OG0000268	BG2_protein	NP_001032573.1, NP_878067.1	QNG12329.1
OG0000269	CBS138_protein	NP_009893.2, NP_010803.3	XP_445005.1
OG0000269	BG2_protein	NP_009893.2, NP_010803.3	QNG12339.1
OG0000270	CBS138_protein	NP_013280.1, NP_013279.1	XP_445017.1
OG0000270	BG2_protein	NP_013280.1, NP_013279.1	QNG12351.1
OG0000271	BG2_protein	NP_013284.1, NP_010789.1	QNG12355.1
OG0000271	CBS138_protein	NP_013284.1, NP_010789.1	XP_445021.1
OG0000272	BG2_protein	NP_013286.1, NP_010788.1	QNG12356.1
OG0000272	CBS138_protein	NP_013286.1, NP_010788.1	XP_445022.1
OG0000273	CBS138_protein	NP_010021.1	XP_445702.1
OG0000273	BG2_protein	NP_010021.1	QNG13053.1, QNG12358.1
OG0000274	CBS138_protein	NP_010392.1, NP_013184.1	XP_445042.1
OG0000274	BG2_protein	NP_010392.1, NP_013184.1	QNG12376.1
OG0000275	CBS138_protein	NP_013582.1, NP_013625.1	XP_445079.1
OG0000275	BG2_protein	NP_013582.1, NP_013625.1	QNG12414.1
OG0000276	CBS138_protein	NP_013581.1, NP_013623.1	XP_445080.1
OG0000276	BG2_protein	NP_013581.1, NP_013623.1	QNG12415.1
OG0000277	CBS138_protein	NP_013465.1, NP_014780.3	XP_445091.1
OG0000277	BG2_protein	NP_013465.1, NP_014780.3	QNG12427.1
OG0000278	BG2_protein	NP_011555.3, NP_013457.1	QNG12441.1
OG0000278	CBS138_protein	NP_011555.3, NP_013457.1	XP_445107.1
OG0000279	BG2_protein	NP_014384.3, NP_013350.1	QNG12457.1
OG0000279	CBS138_protein	NP_014384.3, NP_013350.1	XP_445123.1
OG0000280	BG2_protein	NP_013349.1, NP_011357.1	QNG12458.1
OG0000280	CBS138_protein	NP_013349.1, NP_011357.1	XP_445124.1
OG0000281	CBS138_protein	NP_010295.3, NP_009587.1	XP_445155.1
OG0000281	BG2_protein	NP_010295.3, NP_009587.1	QNG12492.1
OG0000282	CBS138_protein	NP_009577.1, NP_012294.3	XP_445163.1
OG0000282	BG2_protein	NP_009577.1, NP_012294.3	QNG12500.1
OG0000283	CBS138_protein	NP_014744.1, NP_014301.1	XP_445167.1
OG0000283	BG2_protein	NP_014744.1, NP_014301.1	QNG12504.1
OG0000286	CBS138_protein	NP_014254.1, NP_010749.3	XP_002999523.1
OG0000286	BG2_protein	NP_014254.1, NP_010749.3	QNG12595.1
OG0000287	BG2_protein	NP_009395.1, NP_014659.1	QNG12635.1
OG0000287	CBS138_protein	NP_009395.1, NP_014659.1	XP_445297.1
OG0000288	CBS138_protein	NP_014816.2, NP_013372.1	XP_445312.1
OG0000288	BG2_protein	NP_014816.2, NP_013372.1	QNG12649.1
OG0000289	CBS138_protein	NP_014445.1, NP_010015.3	XP_445329.1
OG0000289	BG2_protein	NP_014445.1, NP_010015.3	QNG12666.1
OG0000290	BG2_protein	NP_013911.1, NP_015084.1	QNG12766.1
OG0000290	CBS138_protein	NP_013911.1, NP_015084.1	XP_448795.1
OG0000291	CBS138_protein	NP_013907.1, NP_015094.1	XP_448799.1
OG0000291	BG2_protein	NP_013907.1, NP_015094.1	QNG12770.1
OG0000292	BG2_protein	NP_013510.3, NP_010208.1	QNG12785.1
OG0000292	CBS138_protein	NP_013510.3, NP_010208.1	XP_445440.1
OG0000293	CBS138_protein	NP_001335753.1, NP_015404.1	XP_445468.1
OG0000293	BG2_protein	NP_001335753.1, NP_015404.1	QNG12813.1
OG0000294	BG2_protein	NP_009675.3, NP_015399.1	QNG12817.1
OG0000294	CBS138_protein	NP_009675.3, NP_015399.1	XP_445471.1
OG0000295	BG2_protein	NP_012781.1, NP_013836.1	QNG12846.1
OG0000295	CBS138_protein	NP_012781.1, NP_013836.1	XP_445499.1
OG0000296	BG2_protein	NP_013046.2, NP_010031.1	QNG12872.1
OG0000296	CBS138_protein	NP_013046.2, NP_010031.1	XP_445523.1
OG0000297	BG2_protein	NP_012278.3, NP_013113.1	QNG12921.1
OG0000297	CBS138_protein	NP_012278.3, NP_013113.1	XP_445572.1
OG0000298	BG2_protein	NP_015044.1, NP_015035.1	QNG12957.1
OG0000298	CBS138_protein	NP_015044.1, NP_015035.1	XP_445607.1
OG0000299	BG2_protein	NP_015445.1, NP_011623.3	QNG12964.1
OG0000299	CBS138_protein	NP_015445.1, NP_011623.3	XP_445614.1
OG0000300	BG2_protein	NP_011693.1, NP_015022.3	QNG13017.1
OG0000300	CBS138_protein	NP_011693.1, NP_015022.3	XP_445666.1
OG0000301	BG2_protein	NP_013666.1, NP_012588.1	QNG13022.1
OG0000301	CBS138_protein	NP_013666.1, NP_012588.1	XP_445671.1
OG0000302	BG2_protein	NP_013410.1, NP_013411.1	QNG13039.1
OG0000302	CBS138_protein	NP_013410.1, NP_013411.1	XP_445687.1
OG0000303	BG2_protein	NP_013079.1, NP_013417.3	QNG13045.1
OG0000303	CBS138_protein	NP_013079.1, NP_013417.3	XP_445693.1
OG0000304	BG2_protein	NP_010435.1, NP_013237.1	QNG13093.1
OG0000304	CBS138_protein	NP_010435.1, NP_013237.1	XP_445742.1
OG0000305	CBS138_protein	NP_014511.1, NP_116604.1	XP_445759.1
OG0000305	BG2_protein	NP_014511.1, NP_116604.1	QNG13110.1
OG0000306	CBS138_protein	NP_014092.1, NP_014513.1	XP_445762.1
OG0000306	BG2_protein	NP_014092.1, NP_014513.1	QNG13112.1
OG0000307	CBS138_protein	NP_014097.1, NP_014520.1	XP_445776.1
OG0000307	BG2_protein	NP_014097.1, NP_014520.1	QNG13126.1
OG0000308	BG2_protein	NP_014098.1, NP_014521.1	QNG13127.1
OG0000308	CBS138_protein	NP_014098.1, NP_014521.1	XP_445777.1
OG0000309	CBS138_protein	NP_014525.1, NP_013829.1	XP_445780.1
OG0000309	BG2_protein	NP_014525.1, NP_013829.1	QNG13130.1
OG0000310	CBS138_protein	NP_013055.1, NP_011830.1	XP_445858.1
OG0000310	BG2_protein	NP_013055.1, NP_011830.1	QNG13206.1
OG0000311	BG2_protein	NP_011829.1, NP_013054.1	QNG13207.1
OG0000311	CBS138_protein	NP_011829.1, NP_013054.1	XP_445859.1
OG0000312	BG2_protein	NP_011816.2, NP_011823.1	QNG13213.1
OG0000312	CBS138_protein	NP_011816.2, NP_011823.1	XP_445865.1
OG0000313	CBS138_protein	NP_010174.1, NP_011371.1	XP_445903.1
OG0000313	BG2_protein	NP_010174.1, NP_011371.1	QNG13251.1
OG0000314	BG2_protein	NP_116715.3, NP_014982.3	QNG13271.1
